,gross_profit_growth_q,ebit_growth_q,net_income_growth_q,eps_growth_q,eps_diluted_growth_q,weighted_average_shares_diluted_growth_q,operating_cash_flow_growth_q,asset_growth_q,book_value_per_share_growth_q,debt_growth_q,trade_and_non-trade_receivables_growth_q,inventory_growth_q,dividends_per_basic_common_share_growth_q,free_cash_flow_growth_q,research_and_development_(r&d)_expenses_growth_q,"selling,_general_and_administrative_(sg&a)_expenses_growth_q",operating_income_growth_q,weighted_average_shares_growth_q,revenue_q,revenue_growth_q,cost_of_revenue_q,gross_profit_q,research_and_development_(r&d)_expenses_q,"selling,_general_and_administrative_(sg&a)_expenses_q",operating_expenses_q,operating_income_q,interest_expense_q,earnings_before_tax_q,income_tax_expense_q,net_income_to_non-controlling_interests_q,net_income_from_discontinued_operations_q,net_income_q,preferred_dividends_income_statement_impact_q,net_income_common_q,eps_q,eps_diluted_q,weighted_average_shares_q,weighted_average_shares_diluted_q,dividends_per_common_share_q,gross_margin_q,ebit_margin_q,free_cash_flow_margin_q,ebitda_q,ebit_q,consolidated_income_q,revenue_t,revenue_growth_t,cost_of_revenue_t,gross_profit_t,research_and_development_(r&d)_expenses_t,"selling,_general_and_administrative_(sg&a)_expenses_t",operating_expenses_t,operating_income_t,interest_expense_t,earnings_before_tax_t,income_tax_expense_t,net_income_to_non-controlling_interests_t,net_income_from_discontinued_operations_t,net_income_t,preferred_dividends_income_statement_impact_t,net_income_common_t,eps_t,eps_diluted_t,weighted_average_shares_t,weighted_average_shares_diluted_t,dividends_per_common_share_t,gross_margin_t,ebit_margin_t,free_cash_flow_margin_t,ebitda_t,ebit_t,consolidated_income_t,book_value_per_share_q,tangible_book_value_per_share_q,fcf_per_share_q,interest_debt_per_share_q,cash_per_share_q,debt_to_equity_ratio_q,total_debt_to_total_assets_q,interest_coverage_q,current_ratio_q,income_quality_q,payout_ratio_q,intangible_assets_out_of_total_assets_q,"selling,_general_and_administrative_expense_of_revenue_q",research_and_development_expense_of_revenue_q,working_capital_q,tangible_asset_value_q,net_current_asset_value_q,invested_capital_q,average_receivables_q,average_payables_q,average_inventory_q,capex/operating_cf_q,share_based_compensation_of_revenue_q,net_debt/ebitda_q,capex/revenue_q,capex/deprecation_q,roe_t,roa_t,roic_t,piotroski_f-score_t,asset_turnover_t,income_quality_t,average_days_of_payables_t,average_days_of_receivables_t,days_of_inventory_on_hand_t,account_receivables_turnover_t,account_payables_turnover_t,inventory_turnover_t,payout_ratio_t,ev/ebit_t,"selling,_general_and_administrative_expense_of_revenue_t",research_and_development_expense_of_revenue_t,invested_capital_average_t,average_equity_t,average_assets_t,fcf_per_share_t,sales_per_share_t,interest_coverage_t,return_on_tangible_assets_t,capex/operating_cf_t,share_based_compensation_of_revenue_t,capex/revenue_t,capex/deprecation_t,ticker,price,sma_50,market_cap
2015-12-31,0.0,0.7824,0.7824,0.75,0.75,0.0603,-0.1196,0.0673,0.0651,0.0,0.0,0.0,0.0,-0.1997,0.227,-0.0669,0.2255,0.0065,0.0,0.0,0.0,0.0,1000000.0,1214000.0,2377000.0,-2377000.0,0.0,-2167000.0,0.0,0.0,0.0,-2167000.0,0.0,-2167000.0,-0.03,-0.03,82884697.0,87319602.0,0.0,0.0,0.0,0.0,-2004000.0,-2167000.0,-2167000.0,0.0,0.0,0.0,0.0,4265000.0,3888000.0,6889000.0,-6889000.0,0.0,1011000.0,0.0,0.0,0.0,1011000.0,0.0,1011000.0,0.01,0.01,82571182.0,83755080.0,0.0,0.0,0.0,0.0,1705000.0,1011000.0,1011000.0,0.327,0.336,-0.022,0.0,0.0109,0.0,0.0,0.0,18.932,0.7993,0.0,0.0,0.0,0.0,14399000.0,27868000.0,14399000.0,26163000.0,0.0,286000.0,0.0,0.0716,0.0,7.3303,0.0,-0.7607,0.037,0.035,-0.3479,5.0,0.0,2.9763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,23208000.0,27267500.0,28552000.0,0.035,0.0,0.0,0.0374,-0.0445,0.0,0.0,-0.1931,VGZ,0.28,0.28542857142857153,23207715.160000004
2015-09-30,0.0,1.1092,1.1092,1.1667,1.1667,0.0063,2.6528,-0.2009,-0.1538,0.0,0.0,0.0,0.0,2.6477,0.7298,5.209,-1.0767,0.0042,0.0,0.0,0.0,0.0,1306000.0,832000.0,2301000.0,-2301000.0,0.0,536000.0,0.0,0.0,0.0,536000.0,0.0,536000.0,0.01,0.01,82618766.0,82790051.0,0.0,0.0,0.0,0.0,699000.0,536000.0,536000.0,0.0,0.0,0.0,0.0,4080000.0,3975000.0,7581000.0,-7581000.0,0.0,-6781000.0,0.0,0.0,0.0,-6781000.0,0.0,-6781000.0,-0.08,-0.08,82618766.0,82790051.0,0.0,0.0,0.0,0.0,-6047000.0,-6781000.0,-6781000.0,0.352,0.366,0.026,0.0,0.0347,0.0,0.0,0.0,15.386,4.0056,0.0,0.0,0.0,0.0,15954000.0,30209000.0,15954000.0,26232000.0,0.0,350000.0,0.0,0.0,0.0,-23.5551,0.0,0.0,-0.253,-0.241,-0.375,4.0,0.0,-0.471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,22059500.0,26822000.0,28112500.0,0.039,0.0,0.0,-0.306,-0.0031,0.0,0.0,-0.0136,VGZ,0.3,0.2841666666666667,24785629.8
2015-06-30,0.0,2.2295,2.2295,2.0,2.0,0.0014,3.0376,-0.3339,-0.2878,0.0,0.0,0.0,0.0,3.0325,-0.0189,-0.2665,0.1538,0.0014,0.0,0.0,0.0,0.0,984000.0,798000.0,1959000.0,-1959000.0,0.0,3589000.0,0.0,0.0,0.0,3589000.0,0.0,3589000.0,0.04,0.04,82390217.0,82390217.0,0.0,0.0,0.0,0.0,3766000.0,3589000.0,3589000.0,0.0,0.0,0.0,0.0,3529000.0,3277000.0,6388000.0,-6388000.0,0.0,-12225000.0,0.0,0.0,0.0,-12225000.0,0.0,-12225000.0,-0.15,-0.15,82390217.0,82390217.0,0.0,0.0,0.0,0.0,-11435000.0,-12225000.0,-12225000.0,0.344,0.361,0.048,0.0,0.0462,0.0,0.0,0.0,12.049,1.102,0.0,0.0,0.0,0.0,14861000.0,29710000.0,14861000.0,24557000.0,0.0,263500.0,0.0,-0.0025,0.0,-3.9676,0.0,-0.0565,-0.435,-0.407,-0.2974,2.0,0.0,0.0206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,22744750.0,28105750.0,30011250.0,-0.003,0.0,0.0,-0.5758,0.0556,0.0,0.0,-0.0177,VGZ,0.33,0.34,27188771.610000003
2015-03-31,0.0,0.1083,0.1693,0.0,0.0,0.0014,0.4007,-0.4462,-0.4214,0.0,0.0,0.0,0.0,0.4015,-0.3124,-0.1812,0.9134,0.0014,0.0,0.0,0.0,0.0,975000.0,1044000.0,252000.0,-252000.0,0.0,-947000.0,0.0,0.0,0.0,-947000.0,0.0,-947000.0,-0.01,-0.01,82390217.0,82390217.0,0.0,0.0,0.0,0.0,-756000.0,-947000.0,-947000.0,0.0,0.0,0.0,0.0,3548000.0,3567000.0,6744000.0,-6744000.0,0.0,-18733000.0,0.0,0.0,0.0,-18733000.0,0.0,-18733000.0,-0.23,-0.23,82390217.0,82390217.0,0.0,0.0,0.0,0.0,-17896000.0,-18733000.0,-18733000.0,0.298,0.321,-0.017,0.0,0.1051,0.0,0.0,0.0,6.734,1.4372,0.0,0.0,0.0,0.0,10785000.0,26421000.0,10785000.0,15880000.0,0.0,633500.0,0.0,0.0,0.0,14.9643,0.0,0.0,-0.605,-0.555,-0.3187,2.0,0.0,0.3282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,25118750.0,30955500.0,33735000.0,-0.075,0.0,0.0,-1.0822,0.0007,0.0,0.0,-0.0048,VGZ,0.3,0.3405555555555556,24717065.099999998
2014-12-31,0.0,-0.2619,-0.2387,-0.2,-0.2,0.0028,0.4899,-0.5082,-0.4141,-1.0,0.0,0.0,0.0,-1.3812,1.1447,-0.024,-2.3322,0.0028,0.0,0.0,0.0,0.0,815000.0,1301000.0,3069000.0,-3069000.0,0.0,-9959000.0,0.0,0.0,0.0,-9959000.0,0.0,-9959000.0,-0.12,-0.12,82351673.0,82351673.0,0.0,0.0,0.0,0.0,-9756000.0,-9959000.0,-9959000.0,0.0,0.0,0.0,0.0,3991000.0,3798000.0,9402000.0,-9402000.0,78000.0,-18926000.0,0.0,0.0,0.0,-18926000.0,0.0,-18926000.0,-0.23,-0.23,82294331.0,82294331.0,0.0,0.0,0.0,0.0,-17985000.0,-18848000.0,-18926000.0,0.307,0.317,-0.019,0.0,0.0451,0.0,0.0,0.0,13.739,0.1553,0.0,0.0,0.0,0.0,10535000.0,26110000.0,10535000.0,21569000.0,0.0,581000.0,0.0,0.0,0.0,1.0124,0.0,0.0,-0.535,-0.485,-0.3814,4.0,0.0,0.3729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,29859750.0,35405500.0,39056750.0,-0.086,0.0,-241.641,-0.7486,0.001,0.0,0.0,-0.0081,VGZ,0.28,0.301142857142857,23058468.44
2014-09-30,0.0,-0.7324,-0.6214,-0.5,-0.5,0.0059,0.7392,-0.4777,-0.3333,-1.0,0.0,0.0,0.0,0.7427,-0.6588,-0.8736,0.6855,0.0059,0.0,0.0,0.0,0.0,755000.0,134000.0,1108000.0,-1108000.0,0.0,-4908000.0,0.0,0.0,0.0,-4908000.0,0.0,-4908000.0,-0.06,-0.06,82275217.0,82275217.0,0.0,0.0,0.0,0.0,-4689000.0,-4908000.0,-4908000.0,0.0,0.0,0.0,0.0,3556000.0,3830000.0,7254000.0,-7254000.0,226000.0,-17007000.0,0.0,0.0,0.0,-17007000.0,0.0,-17007000.0,-0.21,-0.21,82275217.0,82275217.0,0.0,0.0,0.0,0.0,-15892000.0,-16781000.0,-17007000.0,0.416,0.459,-0.016,0.0,0.064,0.0,0.0,0.0,4.105,0.2647,0.0,0.0,0.0,0.0,11083000.0,37804000.0,11083000.0,28973000.0,0.0,483000.0,0.0,0.0031,0.0,2.8755,0.0,-0.0183,-0.427,-0.371,-0.2185,4.0,0.0,0.5024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,37693250.0,39838000.0,45802750.0,-0.018,0.0,-74.2522,-0.8384,-0.8291,0.0,0.0,7.9685,VGZ,0.41,0.45722222222222214,33732838.97
2014-06-30,0.0,0.8843,0.8611,0.8462,0.8462,0.0065,0.7207,-0.4069,-0.2626,-1.0,0.0,0.0,0.0,0.7272,-0.8293,-0.1118,0.674,0.0065,0.0,0.0,0.0,0.0,1003000.0,1088000.0,2315000.0,-2315000.0,0.0,-2919000.0,0.0,0.0,0.0,-2919000.0,0.0,-2919000.0,-0.04,-0.04,82275217.0,82275217.0,0.0,0.0,0.0,0.0,-2695000.0,-2919000.0,-2919000.0,0.0,0.0,0.0,0.0,5014000.0,4756000.0,9669000.0,-9669000.0,419000.0,-15125000.0,1000.0,0.0,0.0,-15126000.0,0.0,-15126000.0,-0.19,-0.19,82275217.0,82275217.0,0.0,0.0,0.0,0.0,-13786000.0,-14706000.0,-15126000.0,0.483,0.542,-0.024,0.0,0.0694,0.0,0.0,0.0,3.94,0.665,0.0,0.0,0.0,0.0,14234000.0,44605000.0,14234000.0,34053000.0,0.0,1311500.0,0.0,0.0,0.0,6.5929,0.0,0.0,-0.343,-0.278,-0.2747,4.0,0.0,0.8083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,44701750.0,44040750.0,54445500.0,-0.063,0.0,-35.0979,-0.6174,-0.5729,0.0,0.0,7.613,VGZ,0.5,0.4477142857142858,41137608.5
2014-03-31,0.0,0.9723,0.9584,0.9706,0.9706,0.0083,0.7621,-0.544,-0.4384,-1.0,0.0,0.0,0.0,0.8037,-0.8011,-0.3325,0.6781,0.0083,0.0,0.0,0.0,0.0,1418000.0,1275000.0,2910000.0,-2910000.0,78000.0,-1140000.0,0.0,0.0,0.0,-1140000.0,0.0,-1140000.0,-0.01,-0.01,82275217.0,82275217.0,0.0,0.0,0.0,0.0,-845000.0,-1062000.0,-1140000.0,0.0,0.0,0.0,0.0,9888000.0,4893000.0,14456000.0,-14456000.0,619000.0,-37632000.0,-4410000.0,0.0,0.0,-33222000.0,0.0,-33222000.0,-0.41,-0.41,82275217.0,82275217.0,0.0,0.0,0.0,0.0,-36050000.0,-37013000.0,-33222000.0,0.515,0.58,-0.028,0.0,0.0911,0.0,0.0,-13.6154,4.025,1.9921,0.0,0.0,0.0,0.0,16239000.0,47708000.0,16239000.0,34844000.0,0.0,1999500.0,0.0,0.0013,0.0,23.897,0.0,-0.0138,-0.7,-0.535,-0.408,4.0,0.0,0.5188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,49762500.0,47489750.0,62097250.0,-0.126,0.0,-59.7948,-1.237,-0.3968,0.0,0.0,7.1018,VGZ,0.52,0.6359999999999999,42783112.84
2013-12-31,0.0,0.8567,0.8048,0.8182,0.8182,0.0548,0.5642,-0.601,-0.5975,0.0,0.0,0.0,0.0,1.497,-0.9567,-0.4154,0.9167,0.0548,0.0,0.0,0.0,0.0,380000.0,1333000.0,921000.0,-921000.0,148000.0,-8040000.0,0.0,0.0,0.0,-8040000.0,0.0,-8040000.0,-0.1,-0.1,82119677.0,82119677.0,0.0,0.0,0.0,0.0,-7663000.0,-7892000.0,-8040000.0,0.0,0.0,0.0,0.0,15600000.0,5528000.0,21128000.0,-21128000.0,547000.0,-74861000.0,-15373000.0,0.0,0.0,-59488000.0,0.0,-59488000.0,-0.73,-0.73,81813386.0,81813386.0,0.0,0.0,0.0,0.0,-73293000.0,-74314000.0,-59488000.0,0.524,0.647,0.049,0.0792,0.0667,0.1513,0.1225,-53.3243,8.056,0.3772,0.0,0.0,0.0,0.0,8622000.0,53094000.0,-237000.0,52903000.0,0.0,2557000.0,0.0,-2.3379,0.0,-0.1116,0.0,30.9651,-1.07,-0.779,-0.2857,2.0,0.0,0.412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58248500.0,55617750.0,76326000.0,-0.241,0.0,-135.8574,-3.05,-0.1959,0.0,0.0,4.7023,VGZ,0.38,0.38571428571428557,31205477.26
2013-09-30,0.0,-1.1276,-1.2467,-1.25,-1.25,0.066,0.3766,-0.5553,-0.6387,0.0,0.0,0.0,0.0,0.387,-0.6484,-0.3905,0.5614,0.0782,0.0,0.0,0.0,0.0,2213000.0,1060000.0,3523000.0,-3523000.0,193000.0,-3026000.0,1000.0,0.0,0.0,-3027000.0,0.0,-3027000.0,-0.04,-0.04,81788835.0,81788835.0,0.0,0.0,0.0,0.0,-2583000.0,-2833000.0,-3027000.0,0.0,0.0,0.0,0.0,23997000.0,6475000.0,30722000.0,-30722000.0,399000.0,-121889000.0,-29244000.0,0.0,0.0,-92645000.0,0.0,-92645000.0,-1.19,-1.19,81788835.0,81788835.0,0.0,0.0,0.0,0.0,-120500000.0,-121490000.0,-92645000.0,0.624,0.885,-0.062,0.1186,0.0535,0.19,0.134,-14.6788,1.598,1.6455,0.0,0.0,0.0,0.0,12373000.0,72375000.0,11738000.0,57007000.0,0.0,362000.0,0.0,0.0169,0.0,8.3697,0.0,-0.336,-1.32,-0.962,-0.6387,1.0,0.0,0.3069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65929500.0,70200250.0,96318750.0,-0.39,0.0,-304.4862,-2.9728,0.1229,0.0,0.0,-3.5303,VGZ,0.46,0.8048571428571429,37622864.1
2013-06-30,0.0,0.4229,0.3111,0.381,0.381,0.1336,0.148,-0.4033,-0.542,0.0,0.0,0.0,0.0,0.1534,-0.1304,-0.3884,0.1894,0.1336,0.0,0.0,0.0,0.0,5877000.0,1225000.0,7102000.0,-7102000.0,200000.0,-25426000.0,-4411000.0,0.0,0.0,-21015000.0,0.0,-21015000.0,-0.26,-0.26,81745476.0,81745476.0,0.0,0.0,0.0,0.0,-24959000.0,-25226000.0,-21015000.0,0.0,0.0,0.0,0.0,28078000.0,7154000.0,35232000.0,-35232000.0,206000.0,-96669000.0,-19320000.0,0.0,0.0,-77349000.0,0.0,-77349000.0,-0.99,-0.99,81745476.0,81745476.0,0.0,0.0,0.0,0.0,-95590000.0,-96463000.0,-77349000.0,0.655,0.92,-0.087,0.1162,0.115,0.1774,0.1263,-126.13,1.613,0.3307,0.0,0.0,0.0,0.0,12888000.0,75212000.0,12253000.0,54296000.0,0.0,1587500.0,0.0,0.0237,0.0,0.8937,0.0,-0.618,-0.858,-0.65,-0.6905,1.0,0.0,0.4065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,88168500.0,90187250.0,118910500.0,-0.43,0.0,-468.267,-2.4289,0.1171,0.0,0.0,-4.2188,VGZ,0.97,1.2855882352941175,79293111.72
2013-03-31,0.0,-1.6984,-1.4413,-1.125,-1.125,0.1405,-0.3542,-0.3768,-0.5016,0.0,0.0,0.0,0.0,-0.5677,0.2493,-0.0791,-0.1618,0.1405,0.0,0.0,0.0,0.0,7130000.0,1910000.0,9040000.0,-9040000.0,6000.0,-38369000.0,-10963000.0,0.0,0.0,-27406000.0,0.0,-27406000.0,-0.34,-0.34,81597452.0,81597452.0,0.0,0.0,0.0,0.0,-38088000.0,-38363000.0,-27406000.0,0.0,0.0,0.0,0.0,28959000.0,7932000.0,36891000.0,-36891000.0,6000.0,-114957000.0,-28119000.0,0.0,0.0,-86838000.0,0.0,-86838000.0,-1.15,-1.15,81597452.0,81597452.0,0.0,0.0,0.0,0.0,-114213000.0,-114951000.0,-86838000.0,0.917,1.282,-0.142,0.1197,0.2018,0.1304,0.0933,-6393.8333,2.087,0.3483,0.0,0.0,0.0,0.0,31685000.0,104623000.0,31050000.0,68788000.0,0.0,1940000.0,0.0,0.2138,0.0,1.2567,0.0,-7.4218,-0.847,-0.66,-0.8348,1.0,0.0,0.376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,103457750.0,102570750.0,131619500.0,-0.446,0.0,-19158.5,-1.7114,0.1153,0.0,0.0,-5.1016,VGZ,2.16,2.081515151515152,176250496.32000002
2012-12-31,0.0,-49.153,-12.4018,-8.1667,-8.1667,0.0727,0.168,-0.2632,-0.3408,0.0,0.0,0.0,0.0,0.0991,0.0746,-0.0113,-0.0557,0.0888,0.0,0.0,0.0,0.0,8777000.0,2280000.0,11057000.0,-11057000.0,0.0,-55068000.0,-13871000.0,0.0,0.0,-41197000.0,0.0,-41197000.0,-0.55,-0.55,77854762.0,77854762.0,0.0,0.0,0.0,0.0,-54870000.0,-55068000.0,-41197000.0,0.0,0.0,0.0,0.0,27536000.0,8096000.0,35632000.0,-35632000.0,0.0,-90803000.0,-20147000.0,0.0,0.0,-70656000.0,0.0,-70656000.0,-0.95,-0.95,74351065.0,74351065.0,0.0,0.0,0.0,0.0,-90214000.0,-90803000.0,-70656000.0,1.302,1.709,-0.105,0.0,0.2357,0.0,0.0,0.0,2.941,0.1689,0.0,0.0,0.0,0.0,60342000.0,133065000.0,59707000.0,83627000.0,0.0,2583000.0,0.0,0.1731,0.0,1.6123,0.0,-6.0859,-0.605,-0.479,-1.6482,1.0,0.0,0.4268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,123719500.0,116772250.0,147432750.0,-0.433,0.0,0.0,-0.9101,0.0685,0.0,0.0,-3.5076,VGZ,2.7,2.863529411764706,210207857.4
2012-09-30,0.0,0.0727,0.1431,0.0667,0.0667,0.0542,-0.2044,-0.0924,-0.1421,0.0,0.0,0.0,0.0,-0.1261,0.0846,0.3255,-0.129,0.0652,0.0,0.0,0.0,0.0,6294000.0,1739000.0,8033000.0,-8033000.0,0.0,22194000.0,9925000.0,0.0,0.0,12269000.0,0.0,12269000.0,0.16,0.16,75859161.0,76725177.0,0.0,0.0,0.0,0.0,22327000.0,22194000.0,12269000.0,0.0,0.0,0.0,0.0,26927000.0,8122000.0,35049000.0,-35049000.0,0.0,-36835000.0,-4300000.0,0.0,0.0,-32535000.0,0.0,-32535000.0,-0.48,-0.48,75859161.0,76725177.0,0.0,0.0,0.0,0.0,-36271000.0,-36835000.0,-32535000.0,1.727,2.145,-0.109,0.0,0.1966,0.0,0.0,0.0,66.494,-0.6512,0.0,0.0,0.0,0.0,122343000.0,162742000.0,92463000.0,145963000.0,0.0,194000.0,0.0,0.034,0.0,-5.4841,0.0,-2.0451,-0.257,-0.204,-0.57,2.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,0.0,0.0,142656000.0,126742250.0,159317250.0,-0.437,0.0,0.0,-0.2086,0.0494,0.0,0.0,-2.7642,VGZ,3.63,3.3332352941176464,275368754.43
2012-06-30,0.0,-1.6126,-1.6386,-1.6087,-1.6087,0.0371,-0.4767,-0.1996,-0.2521,0.0,0.0,0.0,0.0,-0.5048,0.3923,0.2081,-0.3454,0.0438,0.0,0.0,0.0,0.0,6758000.0,2003000.0,8761000.0,-8761000.0,0.0,-43714000.0,-13210000.0,0.0,0.0,-30504000.0,0.0,-30504000.0,-0.42,-0.42,72112543.0,72112543.0,0.0,0.0,0.0,0.0,-43582000.0,-43714000.0,-30504000.0,0.0,0.0,0.0,0.0,26436000.0,7695000.0,34131000.0,-34131000.0,0.0,-38339000.0,-4268000.0,0.0,0.0,-34071000.0,0.0,-34071000.0,-0.49,-0.49,72112543.0,72112543.0,0.0,0.0,0.0,0.0,-37821000.0,-38339000.0,-34071000.0,1.43,1.748,-0.117,0.0,0.1053,0.0,0.0,0.0,3.374,0.2674,0.0,0.0,0.0,0.0,7121000.0,126048000.0,-12834000.0,115453000.0,0.0,561500.0,0.0,0.0303,0.0,0.1929,0.0,-1.8712,-0.262,-0.208,-0.1861,1.0,0.0,0.8865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,143646750.0,129825250.0,163457000.0,-0.446,0.0,0.0,-0.8384,0.0659,0.0,0.0,-3.8417,VGZ,2.91,2.9277142857142855,209847500.13000003
2012-03-31,0.0,-2.7841,-1.8955,-1.6667,-1.6667,0.1555,-0.5777,2.0043,1.0885,0.0,0.0,0.0,0.0,-0.6255,0.9352,0.8889,-0.9227,0.1555,0.0,0.0,0.0,0.0,5707000.0,2074000.0,7781000.0,-7781000.0,0.0,-14217000.0,-2991000.0,0.0,0.0,-11226000.0,0.0,-11226000.0,-0.16,-0.16,71548388.0,71548388.0,0.0,0.0,0.0,0.0,-14091000.0,-14217000.0,-11226000.0,0.0,0.0,0.0,0.0,24532000.0,7350000.0,31882000.0,-31882000.0,0.0,76728000.0,32531000.0,0.0,0.0,44197000.0,0.0,44197000.0,0.62,0.62,71548388.0,71548388.0,0.0,0.0,0.0,0.0,77195000.0,76728000.0,44197000.0,1.84,2.346,-0.103,0.0,0.2095,0.0,0.0,0.0,5.622,0.6279,0.0,0.0,0.0,0.0,14106000.0,167876000.0,-19060000.0,149835000.0,0.0,330500.0,0.0,0.0485,0.0,1.128,0.0,-2.7143,0.322,0.258,-0.1338,2.0,0.0,-0.6238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,145453250.0,137072000.0,171314500.0,-0.411,0.0,0.0,0.9304,0.0654,0.0,0.0,-3.863,VGZ,3.14,3.389142857142857,224661938.32000002
2011-12-31,0.0,0.7806,0.4061,0.4,0.4,0.4051,-1.3025,1.1767,0.7478,-1.0,0.0,0.0,0.0,-0.5123,1.2771,0.6722,-1.1091,0.3844,0.0,0.0,0.0,0.0,8168000.0,2306000.0,10474000.0,-10474000.0,0.0,-1098000.0,1976000.0,0.0,0.0,-3074000.0,0.0,-3074000.0,-0.06,-0.06,71506419.0,72574947.0,0.0,0.0,0.0,0.0,-925000.0,-1098000.0,-3074000.0,0.0,0.0,0.0,0.0,21774000.0,6375000.0,28149000.0,-28149000.0,120000.0,87068000.0,35522000.0,0.0,0.0,51546000.0,0.0,51546000.0,0.75,0.74,68457885.0,69295947.0,0.0,0.0,0.0,0.0,87608000.0,87188000.0,51546000.0,1.975,2.526,-0.127,0.0,0.2518,0.0,0.0,0.0,6.258,2.7212,0.0,0.0,0.0,0.0,16947000.0,180603000.0,-19210000.0,159373000.0,0.0,452000.0,0.0,0.0834,0.0,20.533,0.0,-4.0347,0.438,0.36,-0.1111,4.0,0.0,-0.4848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,118467500.0,117802000.0,143315000.0,-0.388,0.0,726.5667,0.9782,0.0617,0.0,0.0,-3.669,VGZ,3.07,3.380882352941177,219524706.32999998
2011-09-30,0.0,6.2103,3.5894,2.6667,2.6667,0.5623,-0.8799,1.0106,0.4389,-1.0,0.0,0.0,0.0,-0.939,0.7458,0.5675,-0.7099,0.5286,0.0,0.0,0.0,0.0,5803000.0,1312000.0,7115000.0,-7115000.0,0.0,20690000.0,9957000.0,0.0,0.0,10733000.0,0.0,10733000.0,0.15,0.15,71213543.0,72781902.0,0.0,0.0,0.0,0.0,20777000.0,20690000.0,10733000.0,0.0,0.0,0.0,0.0,17193000.0,5447000.0,22640000.0,-22640000.0,292000.0,82990000.0,33546000.0,0.0,0.0,49444000.0,0.0,49444000.0,0.68,0.68,71213543.0,72781902.0,0.0,0.0,0.0,0.0,83615000.0,83282000.0,49444000.0,2.013,2.518,-0.103,0.0,0.3784,0.0,0.0,0.0,11.94,-0.6181,0.0,0.0,0.0,0.0,26574000.0,179301000.0,-6972000.0,149926000.0,0.0,135000.0,0.0,0.106,0.0,-1.3422,0.0,-8.0805,0.509,0.416,-0.095,4.0,0.0,-0.4097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,89000250.0,97081750.0,118907250.0,-0.329,0.0,285.2123,0.8002,0.1581,0.0,0.0,-9.6186,VGZ,3.34,3.565555555555555,237853233.62
2011-06-30,0.0,11.335,7.5628,5.3125,5.3125,0.4985,0.0909,0.7749,0.3389,-1.0,0.0,0.0,0.0,0.0972,0.179,0.5409,-0.254,0.4888,0.0,0.0,0.0,0.0,4854000.0,1658000.0,6512000.0,-6512000.0,0.0,71353000.0,23589000.0,0.0,0.0,47764000.0,0.0,47764000.0,0.69,0.69,69088613.0,69536081.0,0.0,0.0,0.0,0.0,71434000.0,71353000.0,47764000.0,0.0,0.0,0.0,0.0,14714000.0,4972000.0,19686000.0,-19686000.0,466000.0,58155000.0,23589000.0,0.0,0.0,34566000.0,0.0,34566000.0,0.44,0.44,69088613.0,69536081.0,0.0,0.0,0.0,0.0,58937000.0,58621000.0,34566000.0,1.912,2.279,-0.081,0.0,0.4775,0.0,0.0,0.0,19.453,-0.1156,0.0,0.0,0.0,0.0,33363000.0,157478000.0,9774000.0,122679000.0,0.0,249000.0,0.0,0.011,0.0,-0.4776,0.0,-0.7531,0.446,0.359,-0.1012,4.0,0.0,-0.4962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,70077000.0,77540000.0,96376250.0,-0.288,0.0,125.7961,0.5057,0.1606,0.0,0.0,-8.7184,VGZ,2.83,2.8463888888888893,195520774.79
