,gross_profit_growth_q,ebit_growth_q,net_income_growth_q,eps_growth_q,operating_cash_flow_growth_q,asset_growth_q,book_value_per_share_growth_q,debt_growth_q,trade_and_non-trade_receivables_growth_q,inventory_growth_q,dividends_per_basic_common_share_growth_q,free_cash_flow_growth_q,research_and_development_(r&d)_expenses_growth_q,"selling,_general_and_administrative_(sg&a)_expenses_growth_q",operating_income_growth_q,weighted_average_shares_growth_q,revenue_q,revenue_growth_q,cost_of_revenue_q,gross_profit_q,research_and_development_(r&d)_expenses_q,"selling,_general_and_administrative_(sg&a)_expenses_q",operating_expenses_q,operating_income_q,interest_expense_q,earnings_before_tax_q,income_tax_expense_q,net_income_to_non-controlling_interests_q,net_income_from_discontinued_operations_q,net_income_q,preferred_dividends_income_statement_impact_q,net_income_common_q,eps_q,weighted_average_shares_q,dividends_per_common_share_q,gross_margin_q,ebitda_margin_q,ebit_margin_q,profit_margin_q,free_cash_flow_margin_q,ebitda_q,ebit_q,consolidated_income_q,revenue_t,revenue_growth_t,cost_of_revenue_t,gross_profit_t,research_and_development_(r&d)_expenses_t,"selling,_general_and_administrative_(sg&a)_expenses_t",operating_expenses_t,operating_income_t,interest_expense_t,earnings_before_tax_t,income_tax_expense_t,net_income_to_non-controlling_interests_t,net_income_from_discontinued_operations_t,net_income_t,preferred_dividends_income_statement_impact_t,net_income_common_t,eps_t,weighted_average_shares_t,dividends_per_common_share_t,gross_margin_t,ebitda_margin_t,ebit_margin_t,profit_margin_t,free_cash_flow_margin_t,ebitda_t,ebit_t,consolidated_income_t,book_value_per_share_q,tangible_book_value_per_share_q,fcf_per_share_q,interest_debt_per_share_q,cash_per_share_q,debt_to_equity_ratio_q,total_debt_to_total_assets_q,interest_coverage_q,income_quality_q,payout_ratio_q,intangible_assets_out_of_total_assets_q,"selling,_general_and_administrative_expense_of_revenue_q",research_and_development_expense_of_revenue_q,tangible_asset_value_q,invested_capital_q,average_receivables_q,average_payables_q,average_inventory_q,capex/operating_cf_q,share_based_compensation_of_revenue_q,capex/revenue_q,capex/deprecation_q,roe_t,roa_t,return_on_sales_t,asset_turnover_t,income_quality_t,average_days_of_payables_t,average_days_of_receivables_t,days_of_inventory_on_hand_t,account_receivables_turnover_t,account_payables_turnover_t,inventory_turnover_t,payout_ratio_t,ev/ebit_t,"selling,_general_and_administrative_expense_of_revenue_t",research_and_development_expense_of_revenue_t,invested_capital_average_t,average_equity_t,average_assets_t,fcf_per_share_t,sales_per_share_t,interest_coverage_t,capex/operating_cf_t,share_based_compensation_of_revenue_t,capex/revenue_t,capex/deprecation_t,ticker,price,sma_50,market_cap
2015-12-31,-0.0337,-0.8777,-0.702,-0.75,0.9861,-0.0856,-0.1493,0.0088,0.0,0.0,0.0,0.9861,0.0,0.133,-0.0436,-0.0283,35263292.0,-0.1005,8653308.0,26609984.0,0.0,1752129.0,1752129.0,24857855.0,6726325.0,-39455183.0,1300000.0,0.0,0.0,-40755183.0,0.0,-40755183.0,-0.56,72966043.0,0.28,0.7546,-0.928,-0.9281,-1.156,-0.0244,-32728858.0,-32728858.0,-40755183.0,157687911.0,0.0326,44247551.0,113440360.0,0.0,5961538.0,5961538.0,107478822.0,26566075.0,-25755141.0,1300000.0,0.0,0.0,-27055141.0,0.0,-27055141.0,-0.37,72966043.0,1.12,0.7194,0.005,0.0051,-0.172,0.4058,810934.0,810934.0,-27055141.0,8.871,17.81,-0.012,8.2433,0.3598,0.9292,0.4628,-4.8658,0.0211,-0.5,0.0,0.0497,0.0,1299519528.0,1874743149.0,0.0,42963123.5,0.0,0.0,0.0,0.0,0.0,-0.038,-0.02,0.005,0.116,-2.3653,108.164,0.0,0.0,0.0,3.6703,0.0,-3.027,1243.0,0.0378,0.0,1895169158.0,719708511.0,1364681449.0,0.877,2.161,0.0305,0.0,0.0,0.0,0.0,PNNT,6.18,6.659428571428571,450930145.73999995
2015-09-30,-0.1065,0.7935,2.2572,2.0,0.6903,-0.0331,-0.2239,0.1117,0.0,0.0,0.0,0.6903,0.0,0.4449,-0.117,0.1151,39122534.0,-0.0254,11609821.0,27512713.0,0.0,826215.0,826215.0,26686498.0,6655475.0,1385391.0,0.0,0.0,0.0,1385391.0,0.0,1385391.0,0.02,74259698.0,0.28,0.7032,0.206,0.2055,0.035,-0.9824,8040866.0,8040866.0,1385391.0,161629291.0,0.0926,47260212.0,114369079.0,0.0,5755909.0,5755909.0,108613170.0,26355081.0,-10245652.0,0.0,0.0,0.0,-10245652.0,0.0,-10245652.0,-0.14,74259698.0,1.12,0.7076,0.1,0.0997,-0.063,0.0187,16109429.0,16109429.0,-10245652.0,9.65,18.382,-0.518,8.1183,0.6682,0.8413,0.4416,1.2082,-27.741,14.0,0.0,0.0211,0.0,1365048230.0,1918294291.0,0.0,40849320.0,0.0,0.0,0.0,0.0,0.0,-0.014,-0.007,0.1,0.116,-0.2944,97.7147,0.0,0.0,0.0,3.9567,0.0,-8.0,60.0,0.0356,0.0,1917244187.0,753640721.0,1395092834.0,0.041,2.177,0.6112,0.0,0.0,0.0,0.0,PNNT,6.47,7.3147222222222235,480460246.06
2015-06-30,0.2089,-0.6879,-0.8455,-0.8542,-0.4459,0.0889,-0.1241,0.1411,0.0,0.0,0.0,-0.4459,0.0,-0.0808,0.2333,0.128,40641532.0,0.1456,11660718.0,28980814.0,0.0,1709710.0,1709710.0,27271104.0,6616779.0,4935950.0,0.0,0.0,0.0,4935950.0,0.0,4935950.0,0.07,75092911.0,0.28,0.7131,0.284,0.2843,0.121,1.156,11552729.0,11552729.0,4935950.0,162650331.0,0.1681,45001190.0,117649141.0,0.0,5501502.0,5501502.0,112147639.0,25252945.0,-12700926.0,32055.0,0.0,0.0,-12732981.0,0.0,-12732981.0,-0.17,75092911.0,1.12,0.7233,0.077,0.0772,-0.078,-0.5081,12552019.0,12552019.0,-12732981.0,9.928,18.709,0.626,7.5994,1.1097,0.7654,0.4062,1.746,9.5186,4.0,0.0,0.0421,0.0,1404885240.0,1892216228.0,0.0,59725998.5,0.0,0.0,0.0,0.0,0.0,-0.016,-0.009,0.077,0.116,6.4901,193.6116,0.0,0.0,0.0,2.7233,0.0,-6.588,93.0,0.0338,0.0,1909566475.0,781495573.0,1406787576.0,-1.1,2.166,0.4971,0.0,0.0,0.0,0.0,PNNT,8.78,9.434444444444441,659315758.5799999
2015-03-31,0.1301,-0.6954,-0.8186,-0.8361,2.9292,0.0434,-0.0798,0.0213,0.0,0.0,0.0,2.9292,0.0,-0.0248,0.1407,0.128,42660553.0,0.1262,12323704.0,30336849.0,0.0,1673484.0,1673484.0,28663365.0,6567496.0,7378701.0,0.0,0.0,0.0,7378701.0,0.0,7378701.0,0.1,75092911.0,0.28,0.7111,0.327,0.3269,0.173,1.3198,13946197.0,13946197.0,7378701.0,157484055.0,0.1454,44842826.0,112641229.0,0.0,5651855.0,5651855.0,106989374.0,23670733.0,14344435.0,64055.0,0.0,0.0,14280380.0,0.0,14280380.0,0.24,75092911.0,1.12,0.7153,0.241,0.2414,0.091,-0.2847,38015168.0,38015168.0,14280380.0,10.246,18.501,0.75,7.5769,0.8366,0.7395,0.4095,2.1235,7.6303,2.8,0.0,0.0392,0.0,1389272799.0,1895422965.0,0.0,40301931.5,0.0,0.0,0.0,0.0,0.0,0.018,0.01,0.241,0.114,-3.1393,114.13,0.0,0.0,0.0,3.9076,0.0,4.667,32.0,0.0359,0.0,1867987386.0,783727977.0,1378109917.0,-0.597,2.097,1.606,0.0,0.0,0.0,0.0,PNNT,9.05,9.413333333333334,679590844.5500001
2014-12-31,0.1378,-1.396,-1.6069,-1.5424,0.4057,0.132,-0.0346,0.2248,0.0,0.0,0.0,0.4057,0.0,-0.0839,0.1545,0.1284,39204672.0,0.1384,11665969.0,27538703.0,0.0,1546500.0,1546500.0,25992203.0,6515331.0,-23945694.0,0.0,0.0,0.0,-23945694.0,0.0,-23945694.0,-0.32,75092911.0,0.28,0.7024,-0.445,-0.4446,-0.611,-1.5773,-17430363.0,-17430363.0,-23945694.0,152702321.0,0.1686,43553679.0,109148642.0,0.0,5694465.0,5694465.0,103454177.0,22202350.0,47646885.0,64055.0,0.0,0.0,47582830.0,0.0,47582830.0,0.75,75092911.0,1.12,0.7148,0.457,0.4574,0.312,-0.8534,69849235.0,69849235.0,47582830.0,10.428,18.925,-0.823,7.9396,0.7235,0.7614,0.4195,-2.6753,2.5824,-0.875,0.0,0.0394,0.0,1421165067.0,1963043262.0,0.0,42883187.0,0.0,0.0,0.0,0.0,0.0,0.061,0.035,0.457,0.112,-2.7387,93.6916,0.0,0.0,0.0,3.5609,0.0,1.493,17.0,0.0373,0.0,1852194153.0,776670949.0,1363647807.0,-1.735,2.034,3.146,0.0,0.0,0.0,0.0,PNNT,9.53,10.275428571428572,715635441.8299999
2014-09-30,0.4156,-0.8314,-1.049,-1.0588,-5.2525,0.2241,0.1854,0.4611,0.0,0.0,0.0,-5.2525,0.0,0.0741,0.4241,0.0014,40143574.0,0.2765,9350799.0,30792775.0,0.0,571808.0,571808.0,30220967.0,5553339.0,-1069883.0,32055.0,0.0,0.0,-1101938.0,0.0,-1101938.0,-0.02,66592911.0,0.28,0.7671,0.112,0.1117,-0.027,-3.0911,4483456.0,4483456.0,-1101938.0,147936338.0,0.1451,42123549.0,105812789.0,0.0,5813517.0,5813517.0,99999272.0,20260652.0,111056080.0,72603.0,0.0,0.0,110983477.0,0.0,110983477.0,1.66,66592911.0,1.12,0.7153,0.888,0.8877,0.75,-1.1663,131316732.0,131316732.0,110983477.0,12.434,21.201,-1.863,8.1431,0.9989,0.6549,0.3841,0.8073,112.6083,-14.0,0.0,0.0142,0.0,1411827197.0,1887583444.0,0.0,60549028.0,0.0,0.0,0.0,0.0,0.0,0.146,0.084,0.888,0.112,-1.5546,94.8141,0.0,0.0,0.0,2.4432,0.0,0.675,9.0,0.0393,0.0,1789283104.0,760627685.0,1322214674.0,-2.591,2.222,6.4814,0.0,0.0,0.0,0.0,PNNT,10.91,11.551388888888889,726528659.01
2014-06-30,0.0031,1.053,1.3176,1.2857,0.1422,0.1708,0.0867,0.3945,0.0,0.0,0.0,0.1422,0.0,0.108,-0.0048,0.0018,35475256.0,0.0519,11502354.0,23972902.0,0.0,1860063.0,1860063.0,22112839.0,5034567.0,31981311.0,32000.0,0.0,0.0,31949311.0,0.0,31949311.0,0.48,66569036.0,0.28,0.6758,1.043,1.0434,0.901,2.3901,37015878.0,37015878.0,31949311.0,139240004.0,0.0832,42467186.0,96772818.0,0.0,5796738.0,5796738.0,90976080.0,18785187.0,134624942.0,60928.0,0.0,0.0,134564014.0,0.0,134564014.0,2.02,66569036.0,1.12,0.695,1.102,1.1018,0.966,-0.1384,153410129.0,153410129.0,134564014.0,11.334,19.381,1.274,7.5127,0.9673,0.6629,0.3876,7.3523,2.6539,0.583,0.0,0.0524,0.0,1290174604.0,1725899874.0,0.0,40366988.0,0.0,0.0,0.0,0.0,0.0,0.185,0.107,1.102,0.111,-0.1432,86.9649,0.0,0.0,0.0,3.4494,0.0,0.554,8.0,0.0416,0.0,1683894226.0,728001748.0,1257589648.0,-0.289,2.092,8.1665,0.0,0.0,0.0,0.0,PNNT,11.46,11.056571428571427,762881152.5600001
2014-03-31,0.2108,0.488,0.5083,0.4878,-0.0681,0.1555,0.0602,0.3259,0.0,0.0,0.0,-0.0681,0.0,-0.0847,0.2381,0.0025,37878819.0,0.2196,11034557.0,26844262.0,0.0,1716094.0,1716094.0,25128168.0,5099113.0,40681151.0,0.0,0.0,0.0,40681151.0,0.0,40681151.0,0.61,66569036.0,0.28,0.7087,1.209,1.2086,1.074,-0.7705,45780264.0,45780264.0,40681151.0,137489421.0,0.1069,40791004.0,96698417.0,0.0,5615393.0,5615393.0,91083024.0,17963070.0,116461663.0,61428.0,0.0,0.0,116400235.0,0.0,116400235.0,1.75,66569036.0,1.12,0.7033,0.978,0.9777,0.847,-0.2169,134424733.0,134424733.0,116400235.0,11.134,20.001,-0.438,8.3692,0.8458,0.7517,0.4184,8.9781,-0.7174,0.459,0.0,0.0453,0.0,1331424359.0,1832250031.0,0.0,31792527.5,0.0,0.0,0.0,0.0,0.0,0.163,0.096,0.978,0.114,-0.2562,83.2556,0.0,0.0,0.0,4.3246,0.0,0.64,9.0,0.0408,0.0,1613495121.0,712659214.0,1210544570.0,-0.448,2.065,7.4834,0.0,0.0,0.0,0.0,PNNT,11.05,11.260857142857143,735587847.8000001
2013-12-31,0.0395,0.388,0.3824,0.3409,-1.9092,0.1288,0.0411,0.2536,0.0,0.0,0.0,-1.9092,0.0,-0.1266,0.0545,0.0029,34438689.0,0.0449,10235839.0,24202850.0,0.0,1688210.0,1688210.0,22514640.0,4559523.0,39454953.0,0.0,0.0,0.0,39454953.0,0.0,39454953.0,0.59,66546734.0,0.28,0.7028,1.278,1.2781,1.146,-3.0214,44014476.0,44014476.0,39454953.0,130667863.0,0.0933,38643791.0,92024072.0,0.0,5774259.0,5774259.0,86249813.0,16848866.0,102562644.0,-128769.0,0.0,0.0,102691413.0,0.0,102691413.0,1.55,66546734.0,1.12,0.7043,0.914,0.9139,0.786,-0.214,119411510.0,119411510.0,102691413.0,10.802,18.865,-1.564,7.3147,0.4629,0.6771,0.3877,9.6533,-2.6373,0.475,0.0,0.049,0.0,1255432535.0,1711399067.0,0.0,39316031.0,0.0,0.0,0.0,0.0,0.0,0.146,0.088,0.914,0.112,-0.2723,130.084,0.0,0.0,0.0,3.3235,0.0,0.723,9.0,0.0442,0.0,1544213312.0,701712588.0,1165757717.0,-0.42,1.964,7.0872,0.0,0.0,0.0,0.0,PNNT,11.6,11.663142857142859,771942114.4
2013-09-30,-0.0025,0.2834,0.2707,0.0625,1.7106,0.1319,-0.1149,0.1548,0.0,0.0,0.0,1.7106,0.0,-0.7375,0.0729,0.1767,31447240.0,0.0208,9694436.0,21752804.0,0.0,532371.0,532371.0,21220433.0,4091984.0,22507527.0,28928.0,0.0,0.0,22478599.0,0.0,22478599.0,0.34,66499327.0,0.28,0.6917,0.846,0.8458,0.715,0.9279,26599511.0,26599511.0,22478599.0,129187075.0,0.1393,38081817.0,91105258.0,0.0,6018897.0,6018897.0,85086361.0,15384208.0,91724184.0,-53468.0,0.0,0.0,91777652.0,0.0,91777652.0,1.39,66499327.0,1.12,0.7052,0.829,0.8291,0.71,0.3121,107108392.0,107108392.0,91777652.0,10.489,17.343,0.439,5.5811,0.8788,0.5321,0.3218,6.5004,1.2981,0.824,0.0,0.0169,0.0,1153327092.0,1466027930.0,0.0,54173554.0,0.0,0.0,0.0,0.0,0.0,0.132,0.081,0.829,0.114,0.4394,233.5709,0.0,0.0,0.0,2.3847,0.0,0.806,10.0,0.0466,0.0,1483653478.0,694121896.0,1129936978.0,0.606,1.943,6.9622,0.0,0.0,0.0,0.0,PNNT,11.28,11.304000000000002,750112408.56
2013-06-30,0.1381,1.5831,3.0312,2.5,3.4559,0.1107,0.0267,-0.0069,-1.0,0.0,0.0,3.4559,0.0,-0.1012,0.1615,0.1789,33724673.0,0.1477,9826172.0,23898501.0,0.0,1678718.0,1678718.0,22219783.0,4212450.0,13818032.0,32500.0,0.0,0.0,13785532.0,0.0,13785532.0,0.21,66450117.0,0.28,0.7086,0.535,0.5346,0.409,2.2012,18030482.0,18030482.0,13785532.0,128546190.0,0.1823,37386282.0,91159908.0,0.0,7514931.0,7514931.0,83644977.0,14654345.0,86580679.0,-408103.0,0.0,0.0,86988782.0,0.0,86988782.0,1.38,66450117.0,1.12,0.7092,0.788,0.7875,0.677,-0.2327,101235024.0,101235024.0,86988782.0,10.43,16.584,1.117,5.397,0.2456,0.5174,0.3254,4.2803,5.385,1.333,0.0,0.0498,0.0,1101994293.0,1444303457.0,18492394.0,52029068.5,0.0,0.0,0.0,0.0,0.0,0.127,0.079,0.788,0.117,-0.3439,135.0402,0.0,0.0,6.9513,2.4707,0.0,0.812,11.0,0.0585,0.0,1450345458.0,687174608.0,1096347088.0,-0.45,1.934,6.9082,0.0,0.0,0.0,0.0,PNNT,11.05,11.207647058823529,734273792.85
2013-03-31,0.1192,0.0472,0.0218,-0.18,0.6393,0.2312,-0.0123,0.2939,-1.0,0.0,0.0,0.6393,0.0,0.0989,0.1211,0.2104,31057261.0,0.1781,8887344.0,22169917.0,0.0,1874960.0,1874960.0,20294957.0,3984909.0,26782132.0,-190197.0,0.0,0.0,26972329.0,0.0,26972329.0,0.41,66401248.0,0.28,0.7138,0.991,0.9907,0.868,-0.8797,30767041.0,30767041.0,26972329.0,124207135.0,0.2148,35946846.0,88260289.0,0.0,7704031.0,7704031.0,80556258.0,13648666.0,76536076.0,-86906.0,0.0,0.0,76622982.0,0.0,76622982.0,1.23,66401248.0,1.12,0.7106,0.726,0.7261,0.617,-1.0819,90184742.0,90184742.0,76622982.0,10.502,17.353,-0.411,6.3279,0.261,0.6025,0.3647,7.7209,-1.013,0.683,0.0,0.0604,0.0,1152276946.0,1555122795.0,2089515.5,29489857.5,0.0,0.0,0.0,0.0,0.0,0.117,0.072,0.726,0.116,-1.7538,94.6949,0.0,0.0,59.443,4.2119,0.0,0.911,12.0,0.062,0.0,1425259087.0,657064321.0,1068888444.0,-2.024,1.871,6.6076,0.0,0.0,0.0,0.0,PNNT,11.3,11.646969696969697,750334102.4000001
2012-12-31,0.2225,0.7404,0.8012,0.2941,-2.1281,0.2821,0.018,0.0289,-1.0,0.0,0.0,-2.1281,0.0,0.1788,0.2291,0.4523,32957901.0,0.228,9673865.0,23284036.0,0.0,1932854.0,1932854.0,21351182.0,3094865.0,28616487.0,75301.0,0.0,0.0,28541186.0,0.0,28541186.0,0.44,66356911.0,0.28,0.7065,0.962,0.9622,0.866,-1.0853,31711352.0,31711352.0,28541186.0,119511533.0,0.2121,33612495.0,85899038.0,0.0,7535223.0,7535223.0,78363815.0,12400376.0,76397053.0,348291.0,0.0,0.0,76048762.0,0.0,76048762.0,1.32,66356911.0,1.12,0.7188,0.743,0.743,0.636,-1.5297,88797429.0,88797429.0,76048762.0,10.376,16.76,-0.539,5.8517,0.4716,0.564,0.3491,10.2464,-1.2532,0.636,0.0,0.0586,0.0,1112149580.0,1469159730.0,789979.5,27451136.5,0.0,0.0,0.0,0.0,0.0,0.121,0.075,0.743,0.118,-2.4039,97.9228,0.0,0.0,151.2843,4.3536,0.0,0.848,12.0,0.0631,0.0,1344898131.0,628547156.0,1014795565.0,-2.755,1.801,7.1609,0.0,0.0,0.0,0.0,PNNT,11.0,10.63264705882353,729926021.0
2012-09-30,0.1879,1.706,1.5676,1.4156,0.5974,0.0972,0.1703,-0.2454,-1.0,0.0,0.037,0.5974,0.0,0.3926,0.1703,0.2369,30806355.0,0.1785,8998901.0,21807454.0,0.0,2028399.0,2028399.0,19779055.0,3362121.0,17364028.0,-325707.0,0.0,0.0,17689735.0,0.0,17689735.0,0.32,56514503.0,0.28,0.7079,0.673,0.6728,0.574,-1.333,20726149.0,20726149.0,17689735.0,113392390.0,0.236,31731039.0,81661351.0,0.0,7242067.0,7242067.0,74419284.0,11680634.0,63661090.0,307990.0,0.0,0.0,63353100.0,0.0,63353100.0,1.2,56514503.0,1.12,0.7202,0.664,0.6644,0.559,-1.0172,75341724.0,75341724.0,63353100.0,11.85,18.03,-0.727,5.6868,0.1338,0.4799,0.3154,6.1646,-2.3213,0.875,0.0,0.0658,0.0,1018967531.0,1332795848.0,6559483.5,32527836.5,0.0,0.0,0.0,0.0,0.0,0.111,0.066,0.664,0.119,-1.8206,82.6542,0.0,0.0,17.2868,3.486,0.0,0.933,13.0,0.0639,0.0,1278296786.0,572848946.0,953619049.0,-2.041,2.006,6.4501,0.0,0.0,0.0,0.0,PNNT,10.61,10.914411764705886,599618876.8299999
2012-06-30,0.325,0.8953,0.475,0.2,-2.6203,0.2135,-0.083,0.4486,0.0,0.0,0.037,-2.6203,0.0,0.4782,0.3117,0.2366,29385618.0,0.2827,8386736.0,20998882.0,0.0,1867818.0,1867818.0,19131064.0,3206771.0,3773429.0,353697.0,0.0,0.0,3419732.0,0.0,3419732.0,0.06,56367339.0,0.28,0.7146,0.238,0.2375,0.116,-1.0286,6980200.0,6980200.0,3419732.0,108725575.0,0.3214,30514019.0,78211556.0,0.0,6670172.0,6705172.0,71506384.0,10089353.0,15132911.0,633697.0,0.0,0.0,14499214.0,0.0,14499214.0,0.13,56367339.0,1.11,0.7193,0.232,0.232,0.133,-1.6213,25222264.0,25222264.0,14499214.0,10.159,17.602,-0.536,6.4064,0.1653,0.6306,0.364,2.1767,-8.8391,4.667,0.0,0.0636,0.0,992159718.0,1343957973.0,18492394.0,59691163.0,0.0,0.0,0.0,0.0,0.0,0.028,0.016,0.232,0.117,-12.1574,189.6731,124.1607,0.0,5.8795,1.8215,0.0,8.538,35.0,0.0613,0.0,1265862317.0,521083983.0,931061720.0,-3.127,1.929,2.4999,0.0,0.0,0.0,0.0,PNNT,10.35,9.843428571428573,583401958.65
2012-03-31,0.255,0.9968,0.9429,0.5152,-1.7842,0.2078,-0.249,0.4223,0.0,0.0,0.037,-1.7842,0.0,0.1387,0.2672,0.511,26361659.0,0.1607,6552993.0,19808666.0,0.0,1706152.0,1706152.0,18102514.0,2736619.0,26643109.0,245000.0,0.0,0.0,26398109.0,0.0,26398109.0,0.5,54856873.0,0.28,0.7514,1.114,1.1145,1.001,-2.8737,29379728.0,29379728.0,26398109.0,102248282.0,0.3506,29187618.0,73060664.0,0.0,6065891.0,6100891.0,66959773.0,8212023.0,13712897.0,315000.0,0.0,0.0,13397897.0,0.0,13397897.0,0.12,54856873.0,1.1,0.7145,0.214,0.2144,0.131,-1.2459,21924920.0,21924920.0,13397897.0,10.633,17.061,-1.381,5.9197,0.4915,0.5567,0.347,10.7358,-2.8698,0.56,0.0,0.0647,0.0,935905429.0,1233678973.0,2089515.5,29318634.0,0.0,0.0,0.0,0.0,0.0,0.027,0.015,0.214,0.115,-9.5082,95.5108,14.9181,0.0,48.934,3.4875,0.0,9.167,41.0,0.0593,0.0,1189389664.0,504153379.0,887420029.0,-2.322,1.864,2.6699,0.0,0.0,0.0,0.0,PNNT,10.4,10.88457142857143,570511479.2
2011-12-31,0.3915,-0.3165,-0.3791,-0.5211,2.1631,0.2093,-0.0847,0.2705,0.0,0.0,0.0769,2.1631,0.0,0.2989,0.4116,0.2613,26838758.0,0.3433,7792409.0,19046349.0,0.0,1639698.0,1674698.0,17371651.0,2375123.0,15845524.0,0.0,0.0,0.0,15845524.0,0.0,15845524.0,0.34,45689781.0,0.28,0.7097,0.679,0.6789,0.59,1.1814,18220647.0,18220647.0,15845524.0,98598072.0,0.4822,29562401.0,69035671.0,0.0,5858069.0,5893069.0,63142602.0,6561927.0,696632.0,109857.0,0.0,0.0,586775.0,0.0,586775.0,-0.05,45689781.0,1.09,0.7002,0.074,0.0736,0.006,-0.7996,7258559.0,7258559.0,586775.0,10.193,18.986,0.694,8.2598,0.9209,0.8103,0.4351,7.6715,2.001,0.824,0.0,0.0611,0.0,867443519.0,1202754350.0,789979.5,19408324.5,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.074,0.116,-134.3669,84.5496,5.8488,0.0,124.8109,5.0802,0.0,-21.8,112.0,0.0594,0.0,1131390987.0,486831427.0,847172035.0,-1.726,2.158,1.1062,0.0,0.0,0.0,0.0,PNNT,10.09,10.278823529411765,461009890.29
2011-09-30,0.6456,-4.8701,-5.6998,-4.6667,-3.0036,0.3053,-0.1733,0.6648,-0.5664,0.0,0.0385,-3.0036,0.0,0.272,0.7051,0.4478,26139540.0,0.567,7781881.0,18357659.0,0.0,1456504.0,1456504.0,16901155.0,1770840.0,-31129151.0,35000.0,0.0,0.0,-31164151.0,0.0,-31164151.0,-0.77,45689781.0,0.27,0.7023,-1.123,-1.1231,-1.192,-3.902,-29358311.0,-29358311.0,-31164151.0,91738495.0,0.5254,28061580.0,63676915.0,0.0,5480785.0,5480785.0,58196130.0,5322231.0,10492298.0,228824.0,0.0,0.0,10263474.0,0.0,10263474.0,0.24,45689781.0,1.07,0.6941,0.172,0.1724,0.112,-1.5022,15814529.0,15814529.0,10263474.0,10.126,20.327,-2.232,9.3221,1.5672,0.9206,0.4586,-16.5787,3.2729,-0.351,0.0,0.0557,0.0,928738214.0,1283057971.0,21686870.5,53652614.0,0.0,0.0,0.0,0.0,0.0,0.022,0.013,0.172,0.113,-13.4275,156.6732,52.1964,0.0,4.2301,1.7099,0.0,4.458,40.0,0.0597,0.0,1083533224.0,471251772.0,809640969.0,-3.016,2.008,2.9714,0.0,0.0,0.0,0.0,PNNT,8.92,9.700555555555553,407552846.52
2011-06-30,0.4284,-0.2947,-0.4557,-0.6154,1.8209,0.2834,0.0126,-0.0353,-1.0,0.0,0.0385,1.8209,0.0,-0.036,0.4907,0.4443,22908325.0,0.4024,7060335.0,15847990.0,0.0,1263537.0,1263537.0,14584453.0,1329441.0,2353415.0,35000.0,0.0,0.0,2318415.0,0.0,2318415.0,0.05,45581084.0,0.27,0.6918,0.161,0.1608,0.101,0.8144,3682856.0,3682856.0,2318415.0,82280163.0,0.4877,25805527.0,56474636.0,0.0,5169341.0,5386602.0,51088034.0,4604280.0,48035546.0,-23033.0,0.0,0.0,48058579.0,0.0,48058579.0,1.3,45581084.0,1.06,0.6864,0.64,0.6398,0.584,-0.7449,52639826.0,52639826.0,48058579.0,11.078,17.937,0.409,5.469,0.632,0.4937,0.3049,2.7702,8.0468,5.4,0.0,0.0552,0.0,817592955.0,1038067361.0,1636456.0,47576512.0,0.0,0.0,0.0,0.0,0.0,0.106,0.064,0.64,0.109,-1.2754,278.9522,0.0,0.0,50.2795,1.7294,0.0,0.815,14.0,0.0628,0.0,1004149720.0,452231279.0,755329877.0,-1.345,1.805,11.4328,0.0,0.0,0.0,0.0,PNNT,11.21,11.751944444444442,510963951.64000005
2011-03-31,0.756,7.682,5.4825,4.0,0.1941,0.2864,0.0463,0.0624,-1.0,0.0,0.0385,0.1941,0.0,0.3614,0.8111,0.4067,22711449.0,0.6792,6927776.0,15783673.0,0.0,1498330.0,1498330.0,14285343.0,1086523.0,13626844.0,39857.0,0.0,0.0,13586987.0,0.0,13586987.0,0.33,36304932.0,0.27,0.695,0.648,0.6478,0.598,-1.198,14713367.0,14713367.0,13586987.0,75706909.0,0.522,23985674.0,51721235.0,0.0,5216552.0,5433813.0,46287422.0,4237436.0,49941564.0,-58033.0,0.0,0.0,49999597.0,0.0,49999597.0,1.38,36304932.0,1.05,0.6832,0.716,0.7156,0.66,-1.3562,54179000.0,54179000.0,49999597.0,14.158,21.345,-0.749,6.2889,0.0426,0.4442,0.2946,13.5417,-2.0026,0.818,0.0,0.066,0.0,774913453.0,1001684267.0,2431250.0,34587575.5,0.0,0.0,0.0,0.0,0.0,0.121,0.07,0.716,0.107,-2.0535,153.7085,0.0,0.0,31.1391,2.1888,0.0,0.761,13.0,0.0689,0.0,968165731.0,412313018.0,710191268.0,-2.828,2.085,12.7858,0.0,0.0,0.0,0.0,PNNT,11.92,12.219444444444447,432754789.44
