,gross_profit_growth_q,ebit_growth_q,net_income_growth_q,eps_growth_q,eps_diluted_growth_q,operating_cash_flow_growth_q,asset_growth_q,book_value_per_share_growth_q,debt_growth_q,trade_and_non-trade_receivables_growth_q,inventory_growth_q,dividends_per_basic_common_share_growth_q,free_cash_flow_growth_q,research_and_development_(r&d)_expenses_growth_q,"selling,_general_and_administrative_(sg&a)_expenses_growth_q",operating_income_growth_q,weighted_average_shares_growth_q,revenue_q,revenue_growth_q,cost_of_revenue_q,gross_profit_q,research_and_development_(r&d)_expenses_q,"selling,_general_and_administrative_(sg&a)_expenses_q",operating_expenses_q,operating_income_q,interest_expense_q,earnings_before_tax_q,income_tax_expense_q,net_income_to_non-controlling_interests_q,net_income_from_discontinued_operations_q,net_income_q,preferred_dividends_income_statement_impact_q,net_income_common_q,eps_q,eps_diluted_q,weighted_average_shares_q,weighted_average_shares_diluted_q,dividends_per_common_share_q,gross_margin_q,ebitda_margin_q,ebit_margin_q,profit_margin_q,free_cash_flow_margin_q,ebitda_q,ebit_q,consolidated_income_q,revenue_t,revenue_growth_t,cost_of_revenue_t,gross_profit_t,research_and_development_(r&d)_expenses_t,"selling,_general_and_administrative_(sg&a)_expenses_t",operating_expenses_t,operating_income_t,interest_expense_t,earnings_before_tax_t,income_tax_expense_t,net_income_to_non-controlling_interests_t,net_income_from_discontinued_operations_t,net_income_t,preferred_dividends_income_statement_impact_t,net_income_common_t,eps_t,eps_diluted_t,weighted_average_shares_t,dividends_per_common_share_t,gross_margin_t,ebitda_margin_t,ebit_margin_t,profit_margin_t,free_cash_flow_margin_t,ebitda_t,ebit_t,consolidated_income_t,book_value_per_share_q,tangible_book_value_per_share_q,fcf_per_share_q,interest_debt_per_share_q,cash_per_share_q,debt_to_equity_ratio_q,total_debt_to_total_assets_q,interest_coverage_q,current_ratio_q,income_quality_q,payout_ratio_q,intangible_assets_out_of_total_assets_q,"selling,_general_and_administrative_expense_of_revenue_q",research_and_development_expense_of_revenue_q,working_capital_q,tangible_asset_value_q,net_current_asset_value_q,invested_capital_q,average_receivables_q,average_payables_q,average_inventory_q,capex/operating_cf_q,share_based_compensation_of_revenue_q,net_debt/ebitda_q,capex/revenue_q,capex/deprecation_q,roe_t,roa_t,roic_t,return_on_sales_t,piotroski_f-score_t,asset_turnover_t,income_quality_t,average_days_of_payables_t,average_days_of_receivables_t,days_of_inventory_on_hand_t,account_receivables_turnover_t,account_payables_turnover_t,inventory_turnover_t,payout_ratio_t,ev/ebit_t,"selling,_general_and_administrative_expense_of_revenue_t",research_and_development_expense_of_revenue_t,invested_capital_average_t,average_equity_t,average_assets_t,fcf_per_share_t,sales_per_share_t,interest_coverage_t,return_on_tangible_assets_t,capex/operating_cf_t,share_based_compensation_of_revenue_t,capex/revenue_t,capex/deprecation_t,ticker,price,sma_50,market_cap
2011-06-30,-0.3268,2.7094,4.1241,3.6125,3.6203,-0.8547,0.2685,0.1737,0.4146,-0.2785,-1.0,0.0,-6.3527,0.0,0.1666,-0.5678,0.1139,223497000.0,-0.208,104517000.0,118980000.0,0.0,21729000.0,67245000.0,51735000.0,7449000.0,466139000.0,280000.0,0.0,-421456000.0,465859000.0,0.0,465859000.0,3.69,3.65,127457936.0,,0.0,0.5324,2.345,2.119,2.084,-2.4003,524152000.0,473588000.0,465859000.0,876488000.0,0.1228,422715000.0,453773000.0,0.0,86583000.0,242582000.0,211191000.0,26716000.0,645255000.0,22868000.0,0.0,-455967000.0,622387000.0,0.0,622387000.0,4.97,4.91,127457936.0,0.0,0.5177,0.989,0.7667,0.71,-0.8682,866514000.0,671971000.0,622387000.0,33.569,52.135,-4.209,9.1021,5.5809,0.2711,0.1746,63.5774,3.488,0.0688,0.0,0.0,0.0972,0.0,988614000.0,6645039000.0,-980319000.0,6696413000.0,303835000.0,89664500.0,190754500.0,-17.7491,0.0272,0.8562,-2.5436,-11.2429,0.16,0.097,0.0236,0.767,4.0,0.137,0.713,29.0792,106.0584,0.0,2.8847,9.7752,4.5948,0.0,9.0,0.0988,0.0,6482913000.0,3877936500.0,6420656500.0,-5.97,6.877,25.1524,0.1012,-2.7147,0.0223,-1.3745,-6.1925,RDC,38.810001,37.74972222222223,4946642623.617936
2011-03-31,-0.5518,-0.5995,-0.5037,-0.5439,-0.5536,12.1769,0.2094,0.0766,0.4077,-0.0891,-0.0745,0.0,-1.4594,0.0,-0.1932,-0.6355,0.1097,205966000.0,-0.5237,111274000.0,94692000.0,0.0,20814000.0,58937000.0,35755000.0,5319000.0,34658000.0,2586000.0,0.0,-5277000.0,32072000.0,0.0,32072000.0,0.26,0.25,126327816.0,,0.0,0.4597,0.434,0.1941,0.156,-1.1874,89343000.0,39977000.0,32072000.0,935171000.0,-0.0463,423642000.0,511529000.0,0.0,83480000.0,232374000.0,279155000.0,24518000.0,301537000.0,54093000.0,0.0,-41982000.0,247444000.0,0.0,247444000.0,2.08,2.05,126327816.0,0.0,0.547,0.552,0.3487,0.265,-0.1329,516492000.0,326055000.0,247444000.0,30.058,49.538,-1.936,9.2912,1.6188,0.3091,0.1876,7.5159,2.035,3.5504,0.0,0.0,0.1011,0.0,542451000.0,6257993000.0,-1394482000.0,6703363000.0,401427000.0,126310000.0,411891000.0,-3.1478,0.0238,10.8485,-1.7403,-7.2608,0.068,0.041,0.0313,0.349,3.0,0.154,2.555,57.4471,149.3693,154.5459,2.3296,7.4038,2.2704,0.0,19.0,0.0893,0.0,6061154500.0,3626475000.0,6069037500.0,-0.984,7.403,13.2986,0.0439,-1.1965,0.0187,-0.8089,-3.9723,RDC,44.18,40.93666669444445,5581162910.88
2010-12-31,3.0321,0.2951,-0.0583,-0.1852,-0.1852,0.6864,0.1932,0.0872,0.3912,-0.2146,-1.0,0.0,2.5429,0.0,4.1464,0.28,0.1096,208466000.0,1.6368,99983000.0,108483000.0,0.0,23400000.0,59250000.0,49233000.0,5818000.0,70949000.0,13664000.0,0.0,-22205000.0,57285000.0,0.0,57285000.0,0.44,0.44,126218022.0,,0.0,0.5204,0.595,0.3682,0.275,0.26,124027000.0,76767000.0,57285000.0,1017705000.0,-0.0243,416832000.0,600873000.0,0.0,78658000.0,222611000.0,378262000.0,24879000.0,371929000.0,91934000.0,0.0,-12394000.0,279995000.0,0.0,279995000.0,2.39,2.36,126218022.0,0.0,0.5904,0.573,0.3899,0.275,0.0205,583371000.0,396808000.0,279995000.0,29.729,49.26,0.429,9.3957,3.587,0.316,0.1907,13.1947,2.752,3.978,0.0,0.0,0.1122,0.0,1130288000.0,6217457000.0,-689894000.0,6305659000.0,306769000.0,103138500.0,225829500.0,-0.7622,0.0204,5.9113,-0.8332,-3.6751,0.081,0.048,0.0457,0.39,4.0,0.176,1.8149,29.3071,96.7982,0.0,3.3175,9.8674,4.5065,0.0,13.0,0.0773,0.0,5639974500.0,3471755000.0,5798193000.0,0.165,8.063,15.9495,0.0511,-0.9589,0.0153,-0.4788,-2.6119,RDC,34.91,32.51685682857143,4406271148.0199995
2010-09-30,-0.1521,-0.1599,-0.1431,-0.1594,-0.1739,-0.6197,0.2662,0.2298,0.9447,0.1269,-0.2039,0.0,-27.3986,0.0,-0.1434,-0.1449,0.0078,238559000.0,-0.3936,106941000.0,131618000.0,0.0,20640000.0,57150000.0,74468000.0,8130000.0,73509000.0,6338000.0,0.0,-7029000.0,67171000.0,0.0,67171000.0,0.58,0.57,114632793.0,,0.0,0.5517,0.541,0.3422,0.282,-0.143,128992000.0,81639000.0,67171000.0,625758000.0,-0.6845,79211000.0,546547000.0,0.0,57626000.0,215812000.0,330735000.0,10678000.0,357738000.0,74199000.0,0.0,-53672000.0,283539000.0,0.0,283539000.0,2.49,2.46,114632793.0,0.0,0.8734,0.883,0.5888,0.453,-0.1094,552309000.0,368416000.0,283539000.0,32.134,57.245,-0.298,14.6928,9.6984,0.4572,0.2567,10.0417,2.234,1.0421,0.0,0.0,0.0865,0.0,1120647000.0,6562137000.0,-849476000.0,6226217000.0,384075500.0,124602500.0,431765500.0,-1.4873,0.0179,4.4384,-0.4364,-2.1984,0.086,0.051,0.0407,0.589,4.0,0.113,1.4651,76.3705,237.3907,223.2529,1.6293,5.022,1.4493,0.0,10.0,0.0921,0.0,5277348000.0,3311270000.0,5546502250.0,-0.597,5.459,34.5023,0.051,-1.1648,0.0236,-0.7732,-2.6312,RDC,30.360001,27.923611194444447,3480251710.112793
2010-06-30,-0.1071,-0.0578,-0.0587,-0.0588,-0.0706,0.4932,0.1391,0.1163,1.1136,-0.0411,-0.2691,0.0,2.2141,0.0,-0.2465,-0.0831,0.0119,282180000.0,-0.4148,105444000.0,176736000.0,0.0,18626000.0,57037000.0,119699000.0,5251000.0,122421000.0,31505000.0,0.0,-7471000.0,90916000.0,0.0,90916000.0,0.8,0.79,114425813.0,,0.0,0.6263,0.617,0.4524,0.322,0.3552,174130000.0,127672000.0,90916000.0,780620000.0,-0.6313,210457000.0,570163000.0,0.0,61080000.0,226808000.0,343355000.0,13358000.0,370599000.0,75839000.0,0.0,-46643000.0,294760000.0,0.0,294760000.0,2.6,2.58,114425813.0,0.0,0.7304,0.723,0.4919,0.378,-0.0423,564244000.0,383957000.0,294760000.0,28.602,45.781,0.876,7.1672,5.3392,0.2506,0.1566,24.3138,3.339,2.425,0.0,0.0,0.066,0.0,1025120000.0,5238563000.0,-502254000.0,5009379000.0,360544500.0,114327500.0,451737500.0,-0.5454,0.0145,1.2013,-0.4262,-2.5884,0.094,0.057,0.0505,0.492,5.0,0.15,1.7962,51.1997,165.0491,178.3849,2.1651,6.8279,1.728,0.0,7.0,0.0782,0.0,4939657750.0,3133394000.0,5201613500.0,-0.289,6.822,28.7436,0.0624,-1.0624,0.018,-0.7206,-3.12,RDC,21.940001000000002,24.182777861111113,2510502451.6458135
2010-03-31,-0.183,-0.5076,-0.5093,-0.5086,-0.5172,-1.1318,0.1326,0.1302,1.0753,-0.0517,-0.2426,0.0,-8.0033,0.0,0.0497,-0.5051,0.0063,432405000.0,-0.1261,221117000.0,211288000.0,0.0,25797000.0,113184000.0,98104000.0,5679000.0,94151000.0,29528000.0,0.0,0.0,64623000.0,0.0,64623000.0,0.57,0.56,113834940.0,,0.0,0.4886,0.336,0.2309,0.149,-0.23,145322000.0,99830000.0,64623000.0,980600000.0,-0.5587,389241000.0,591359000.0,0.0,67174000.0,237160000.0,354199000.0,10564000.0,381230000.0,80803000.0,0.0,-39172000.0,300427000.0,0.0,300427000.0,2.65,2.64,113834940.0,0.0,0.6031,0.579,0.3995,0.306,-0.1041,568232000.0,391794000.0,300427000.0,27.92,45.457,-0.874,7.3245,4.5869,0.2623,0.1611,17.5788,3.123,-0.1577,0.0,0.0,0.0597,0.0,992573000.0,5174615000.0,-536120000.0,5018643000.0,431617000.0,131590000.0,496328500.0,8.7606,0.0068,2.1445,-0.2064,-1.9619,0.099,0.06,0.0522,0.4,5.0,0.194,1.5199,39.2448,156.3898,159.2429,2.2719,7.4519,1.9757,0.0,9.0,0.0685,0.0,4745468000.0,3039529750.0,5041727000.0,-0.897,8.614,37.0877,0.0649,-1.2236,0.0133,-0.5698,-3.1667,RDC,29.110001,26.293333444444446,3313735217.23494
2009-12-31,-0.9092,-0.5619,-0.3548,-0.3571,-0.3494,-0.482,0.1455,0.1617,1.0272,-0.2914,-0.1809,-1.0,-1.6637,0.0,-1.2525,-0.7542,0.0066,-327386000.0,-1.534,-354291000.0,26905000.0,0.0,-7437000.0,-11559000.0,38464000.0,-8382000.0,67657000.0,6828000.0,0.0,-39172000.0,60829000.0,0.0,60829000.0,0.54,0.54,113750946.0,,0.0,-0.0822,-0.317,-0.1811,-0.186,0.1073,103865000.0,59275000.0,60829000.0,1043003000.0,-0.5286,404313000.0,638690000.0,0.0,65953000.0,184350000.0,454340000.0,8028000.0,486690000.0,119186000.0,0.0,-39172000.0,367504000.0,0.0,367504000.0,3.24,3.24,113750946.0,0.0,0.6124,0.639,0.4743,0.352,-0.0131,666163000.0,494718000.0,367504000.0,27.344,45.808,-0.309,7.4937,5.6235,0.2741,0.1636,-7.0717,2.727,2.2215,0.0,0.0,0.0227,0.0,981525000.0,5210694000.0,-550527000.0,4855153000.0,414302000.0,179805000.0,501544000.0,-1.2599,-0.0106,2.0481,0.52,-3.8183,0.125,0.075,0.0698,0.474,5.0,0.213,1.4805,43.5906,120.2579,158.0585,2.5175,5.8007,2.0796,0.0,6.0,0.0632,0.0,4530125250.0,2943530500.0,4890224750.0,-0.12,9.169,61.6241,0.0806,-1.0252,0.0125,-0.5348,-3.2535,RDC,22.639999,24.444571228571427,2575321303.689054
2009-09-30,-0.2765,-0.4472,-0.313,-0.3168,-0.31,-0.3158,0.2089,0.0968,0.9945,-0.143,-0.1994,-1.0,-0.6569,0.0,-0.1269,-0.4942,0.0066,393421000.0,-0.2536,238187000.0,155234000.0,0.0,24094000.0,68146000.0,87088000.0,10810000.0,86370000.0,7978000.0,0.0,0.0,78392000.0,0.0,78392000.0,0.69,0.69,113745491.0,,0.0,0.3946,0.358,0.247,0.199,0.0033,140927000.0,97180000.0,78392000.0,1983436000.0,-0.1079,1075352000.0,908084000.0,0.0,102849000.0,335692000.0,572392000.0,3257000.0,567479000.0,166523000.0,0.0,0.0,400956000.0,0.0,400956000.0,3.54,3.53,113745491.0,0.1,0.4578,0.371,0.2878,0.202,0.0375,736204000.0,570736000.0,400956000.0,26.129,45.563,0.011,7.6142,5.988,0.2914,0.1671,8.9898,3.355,2.3476,0.0,0.0,0.0612,0.0,1158798000.0,5182582000.0,-559614000.0,4875456000.0,391291500.0,152919500.0,540655000.0,-0.993,0.0091,1.3126,-0.4645,-4.1772,0.142,0.085,0.0878,0.288,5.0,0.42,1.6706,21.7654,66.4634,88.476,5.0689,12.9705,3.6686,0.028,5.0,0.0519,0.0,4316913000.0,2830892000.0,4724774250.0,0.654,17.437,175.2337,0.0872,-0.889,0.0076,-0.3002,-3.5989,RDC,23.07,21.869166805555558,2624108477.37
2009-06-30,-0.1904,-0.2799,-0.1992,-0.2056,-0.1981,1.6389,0.1239,0.1158,-0.1433,-0.2515,0.0002,-1.0,1.2986,0.0,-0.1967,-0.2818,0.0042,482160000.0,-0.1788,284228000.0,197932000.0,0.0,24720000.0,67389000.0,130543000.0,2457000.0,133052000.0,36469000.0,0.0,0.0,96583000.0,0.0,96583000.0,0.85,0.85,113077255.0,,0.0,0.4105,0.369,0.281,0.2,0.0647,178118000.0,135509000.0,96583000.0,2117073000.0,-0.037,1149669000.0,967404000.0,0.0,106350000.0,309924000.0,657480000.0,-3097000.0,652442000.0,215764000.0,0.0,0.0,436678000.0,0.0,436678000.0,3.86,3.84,113077255.0,0.2,0.457,0.381,0.3067,0.206,0.0363,807296000.0,649345000.0,436678000.0,25.623,40.671,0.276,3.4315,1.8913,0.1339,0.0844,55.1522,2.305,1.5288,0.0,0.0,0.0513,0.0,705164000.0,4599017000.0,-455924000.0,4232620000.0,429934000.0,134754000.0,521919000.0,-0.7888,0.0063,0.9778,-0.2416,-2.7335,0.158,0.097,0.1051,0.307,5.0,0.47,1.7285,20.5433,63.4635,89.991,4.9242,15.7107,4.0563,0.052,4.0,0.0502,0.0,4092692000.0,2760931750.0,4500852000.0,0.679,18.722,-209.669,0.1083,-0.8982,0.0072,-0.3202,-4.2923,RDC,19.32,20.059166611111113,2184652566.6
2009-03-31,0.2753,0.2995,0.3354,0.3182,0.3182,-0.2887,0.1518,0.1207,-0.1391,0.0106,0.1021,-1.0,0.642,0.0,-0.103,0.3425,0.0162,494808000.0,0.0192,236189000.0,258619000.0,0.0,24576000.0,60374000.0,198245000.0,3143000.0,199611000.0,67911000.0,0.0,0.0,131700000.0,0.0,131700000.0,1.16,1.16,113117642.0,,0.0,0.5227,0.492,0.4098,0.266,-0.0223,243253000.0,202754000.0,131700000.0,2222055000.0,0.049,1208096000.0,1013959000.0,0.0,112403000.0,305262000.0,708697000.0,-1225000.0,703248000.0,242545000.0,0.0,0.0,460703000.0,0.0,460703000.0,4.08,4.05,113117642.0,0.3,0.4563,0.383,0.3159,0.207,-0.0264,850826000.0,702023000.0,460703000.0,24.703,40.388,-0.098,3.5518,1.7043,0.1438,0.0879,64.5097,2.092,0.5868,0.0,0.0,0.0497,0.0,677485000.0,4568606000.0,-476491000.0,4157272000.0,440749000.0,130750000.0,538668500.0,-1.1429,0.006,0.8591,-0.1785,-2.1808,0.172,0.105,0.1159,0.316,5.0,0.508,1.4393,25.9117,72.7815,92.7818,5.0415,16.9947,4.1251,0.074,2.0,0.0506,0.0,3997209500.0,2683080500.0,4374092750.0,-0.52,19.644,-573.08,0.1175,-1.0886,0.0072,-0.3249,-4.8512,RDC,11.97,12.466111111111111,1354018174.74
2008-12-31,0.1063,-0.3762,-0.3191,-0.3226,-0.3252,1.3555,0.1738,0.1153,-0.1337,0.0145,0.2083,0.0,2.6376,0.0,0.0868,-0.2507,0.0154,613047000.0,-0.0169,316748000.0,296299000.0,0.0,29459000.0,139783000.0,156516000.0,-13153000.0,148446000.0,54165000.0,0.0,0.0,94281000.0,0.0,94281000.0,0.84,0.83,113003698.0,,0.1,0.4833,0.284,0.2207,0.154,0.0863,173906000.0,135293000.0,94281000.0,2212736000.0,0.0562,1254610000.0,958126000.0,0.0,115226000.0,300003000.0,658123000.0,1198000.0,654091000.0,226463000.0,0.0,0.0,427628000.0,0.0,427628000.0,3.8,3.77,113003698.0,0.4,0.433,0.36,0.2961,0.193,-0.0355,796684000.0,655289000.0,427628000.0,23.537,40.254,0.468,3.721,1.9683,0.1581,0.0924,-10.2861,1.839,2.7671,0.119,0.0,0.0481,0.0,624545000.0,4548892000.0,-519889000.0,4002304000.0,481489500.0,167964000.0,503896000.0,-0.7971,0.009,1.1389,-0.3392,-5.3858,0.165,0.101,0.1128,0.296,4.0,0.524,1.624,38.7721,79.9965,90.9605,4.5956,13.1739,4.3913,0.105,3.0,0.0521,0.0,3862325750.0,2597877500.0,4223568250.0,-0.695,19.581,546.9858,0.1134,-1.1131,0.0072,-0.3494,-5.4673,RDC,15.9,15.448857114285712,1796758798.2
2008-09-30,-0.1395,-0.1477,-0.1279,-0.1441,-0.1379,2.802,0.1296,0.201,-0.1301,0.0177,0.2466,0.0,1.1496,0.0,0.2259,-0.1308,0.0171,527058000.0,0.0495,312504000.0,214554000.0,0.0,27595000.0,42378000.0,172176000.0,4456000.0,171333000.0,57219000.0,0.0,0.0,114114000.0,0.0,114114000.0,1.01,1.0,113003858.0,,0.1,0.4071,0.402,0.3335,0.217,0.0071,212019000.0,175789000.0,114114000.0,2223251000.0,0.1811,1293602000.0,929649000.0,0.0,112874000.0,219157000.0,710492000.0,20602000.0,716276000.0,244455000.0,0.0,0.0,471821000.0,0.0,471821000.0,4.2,4.17,113003858.0,0.4,0.4181,0.392,0.3314,0.212,-0.0737,872186000.0,736878000.0,471821000.0,23.824,37.643,0.033,3.8427,1.3515,0.1613,0.1013,39.45,2.274,2.3572,0.099,0.0077,0.0524,0.0,709517000.0,4253839000.0,-328367000.0,3978572000.0,417742500.0,153731500.0,541123500.0,-0.986,0.007,1.3278,-0.5032,-7.3204,0.187,0.116,0.1219,0.331,6.0,0.548,1.1537,30.7931,69.1855,98.5906,5.3221,14.4619,4.1086,0.095,5.0,0.0508,0.0,3735783500.0,2520033000.0,4055171500.0,-1.45,19.674,35.7673,0.1276,-1.3009,0.0058,-0.3185,-5.2337,RDC,30.549999,34.39305566666666,3452267748.896142
