,gross_profit_growth_q,ebit_growth_q,net_income_growth_q,eps_growth_q,eps_diluted_growth_q,operating_cash_flow_growth_q,asset_growth_q,book_value_per_share_growth_q,debt_growth_q,trade_and_non-trade_receivables_growth_q,inventory_growth_q,dividends_per_basic_common_share_growth_q,free_cash_flow_growth_q,research_and_development_(r&d)_expenses_growth_q,"selling,_general_and_administrative_(sg&a)_expenses_growth_q",operating_income_growth_q,weighted_average_shares_growth_q,revenue_q,revenue_growth_q,cost_of_revenue_q,gross_profit_q,research_and_development_(r&d)_expenses_q,"selling,_general_and_administrative_(sg&a)_expenses_q",operating_expenses_q,operating_income_q,interest_expense_q,earnings_before_tax_q,income_tax_expense_q,net_income_to_non-controlling_interests_q,net_income_from_discontinued_operations_q,net_income_q,preferred_dividends_income_statement_impact_q,net_income_common_q,eps_q,eps_diluted_q,weighted_average_shares_q,dividends_per_common_share_q,gross_margin_q,ebitda_margin_q,ebit_margin_q,profit_margin_q,free_cash_flow_margin_q,ebitda_q,ebit_q,consolidated_income_q,revenue_t,revenue_growth_t,cost_of_revenue_t,gross_profit_t,research_and_development_(r&d)_expenses_t,"selling,_general_and_administrative_(sg&a)_expenses_t",operating_expenses_t,operating_income_t,interest_expense_t,earnings_before_tax_t,income_tax_expense_t,net_income_to_non-controlling_interests_t,net_income_from_discontinued_operations_t,net_income_t,preferred_dividends_income_statement_impact_t,net_income_common_t,eps_t,eps_diluted_t,weighted_average_shares_t,weighted_average_shares_diluted_t,dividends_per_common_share_t,gross_margin_t,ebitda_margin_t,ebit_margin_t,profit_margin_t,free_cash_flow_margin_t,ebitda_t,ebit_t,consolidated_income_t,book_value_per_share_q,tangible_book_value_per_share_q,fcf_per_share_q,interest_debt_per_share_q,cash_per_share_q,debt_to_equity_ratio_q,total_debt_to_total_assets_q,interest_coverage_q,current_ratio_q,income_quality_q,payout_ratio_q,intangible_assets_out_of_total_assets_q,"selling,_general_and_administrative_expense_of_revenue_q",research_and_development_expense_of_revenue_q,working_capital_q,tangible_asset_value_q,net_current_asset_value_q,invested_capital_q,average_receivables_q,average_payables_q,average_inventory_q,capex/operating_cf_q,roe_t,roa_t,roic_t,return_on_sales_t,piotroski_f-score_t,asset_turnover_t,income_quality_t,average_days_of_payables_t,average_days_of_receivables_t,days_of_inventory_on_hand_t,account_receivables_turnover_t,account_payables_turnover_t,inventory_turnover_t,payout_ratio_t,ev/ebit_t,"selling,_general_and_administrative_expense_of_revenue_t",research_and_development_expense_of_revenue_t,invested_capital_average_t,average_equity_t,average_assets_t,fcf_per_share_t,sales_per_share_t,interest_coverage_t,return_on_tangible_assets_t,capex/operating_cf_t,ticker,price,sma_50,market_cap
2015-11-30,0.0275,0.1121,0.1794,0.1667,0.1818,0.6941,0.0098,0.1223,-0.1499,0.0691,0.0708,0.0,0.7909,0.0,-0.0649,0.1057,0.0049,242447000.0,0.0783,179999000.0,62448000.0,0.0,26040000.0,26040000.0,36408000.0,3743000.0,32708000.0,9161000.0,0.0,0.0,23547000.0,0.0,23547000.0,0.91,0.91,25794094.0,0.15,0.2576,0.2,0.1503,0.097,0.1622,48403000.0,36451000.0,23547000.0,870897000.0,0.0681,647131000.0,223766000.0,0.0,103884000.0,103884000.0,119882000.0,15643000.0,103857000.0,26186000.0,0.0,0.0,77671000.0,0.0,77671000.0,3.01,3.01,25794094.0,,0.6,0.2569,0.19,0.1372,0.089,0.1135,165554000.0,119500000.0,77671000.0,18.166,21.157,1.525,12.4779,0.6822,0.6869,0.3248,9.7384,1.819,2.0937,0.165,0.4493,0.1074,0.0,144175000.0,545713000.0,-202097000.0,673862000.0,171369912.5,61799548.0,116247532.0,-0.2023,0.175,0.08,0.0914,0.137,7.0,0.893,1.7946,27.1272,74.2228,50.3852,5.082,14.0923,7.4917,0.199,16.0,0.1193,0.0,692521000.0,443372000.0,975768250.0,3.831,33.763,7.6392,0.2101,-0.291,AZZ,59.540001000000004,56.07600000000001,1535780382.554094
2015-08-31,0.2709,0.1291,0.2523,0.2407,0.2642,0.2014,0.0147,0.1056,-0.0867,0.1856,-0.018,0.0714,-0.0246,0.0,0.4149,0.1509,0.0047,214246000.0,0.1077,160741000.0,53505000.0,0.0,27086000.0,27086000.0,26419000.0,4023000.0,21874000.0,4631000.0,0.0,0.0,17243000.0,0.0,17243000.0,0.67,0.67,25770861.0,0.15,0.2497,0.177,0.1209,0.08,0.1646,37959000.0,25897000.0,17243000.0,853283000.0,0.0824,631190000.0,222093000.0,0.0,105691000.0,105691000.0,116402000.0,15999000.0,99827000.0,25738000.0,0.0,0.0,74089000.0,0.0,74089000.0,2.88,2.87,25770861.0,,0.6,0.2603,0.189,0.1357,0.087,0.0955,161669000.0,115826000.0,74089000.0,17.369,20.729,1.368,13.9771,0.7848,0.8047,0.366,6.4372,2.033,2.9076,0.224,0.4571,0.1264,0.0,157825000.0,534196000.0,-225815000.0,721374000.0,155222132.0,50753593.0,114113856.5,-0.2966,0.172,0.076,0.0873,0.136,8.0,0.877,1.6087,22.1468,72.0351,48.3702,5.4972,16.8123,7.4775,0.208,14.0,0.1239,0.0,698570528.0,430099961.0,973365089.0,3.161,33.11,7.2396,0.1943,-0.3166,AZZ,50.599998,51.54638936111112,1304005515.058278
2015-05-31,0.0707,0.1827,0.3349,0.3276,0.3276,-0.6096,0.0077,0.1092,-0.0832,0.1383,-0.0032,0.0714,-1.2369,0.0,-0.0407,0.1809,0.0058,228888000.0,0.059,169584000.0,59304000.0,0.0,26419000.0,26419000.0,32885000.0,3847000.0,29155000.0,9231000.0,0.0,0.0,19924000.0,0.0,19924000.0,0.77,0.77,25765025.0,0.15,0.2591,0.193,0.1442,0.087,-0.0065,44065000.0,33002000.0,19924000.0,832453000.0,0.0609,621765000.0,210688000.0,0.0,97749000.0,97749000.0,112939000.0,16200000.0,96665000.0,26050000.0,0.0,0.0,70615000.0,0.0,70615000.0,2.75,2.73,25765025.0,,0.59,0.2531,0.19,0.1356,0.085,0.0989,158479000.0,112865000.0,70615000.0,16.971,21.493,-0.058,14.2476,1.7762,0.8395,0.3704,8.5786,2.214,0.237,0.195,0.4413,0.1154,0.0,196295000.0,553764000.0,-195969000.0,713452000.0,174107238.5,52579587.0,114065937.5,-1.3147,0.169,0.073,0.0876,0.136,7.0,0.858,1.5689,22.8759,81.2775,49.9326,4.7813,15.8322,7.298,0.215,14.0,0.1174,0.0,695363278.0,418939373.0,969800286.0,3.196,32.309,6.967,0.1801,-0.2567,AZZ,47.93,47.489117794117654,1234917648.25
2015-02-28,0.0609,0.1262,0.6556,0.65,0.65,1.7826,-0.0171,0.1104,-0.1671,0.1114,0.0011,0.0714,1.2498,0.0,-0.0111,0.1449,0.0063,185316000.0,0.0238,136807000.0,48509000.0,0.0,24339000.0,24339000.0,24170000.0,4030000.0,20120000.0,3163000.0,0.0,0.0,16957000.0,0.0,16957000.0,0.66,0.66,25676000.0,0.15,0.2618,0.19,0.1303,0.092,0.1388,35127000.0,24150000.0,16957000.0,819692000.0,0.0904,612919000.0,206773000.0,0.0,98871000.0,98871000.0,107902000.0,16561000.0,91207000.0,25591000.0,0.0,0.0,65616000.0,0.0,65616000.0,2.56,2.55,25676000.0,,0.58,0.2523,0.188,0.1315,0.08,0.1099,153857000.0,107768000.0,65616000.0,16.36,19.287,1.002,13.1581,0.8774,0.8043,0.3606,5.9926,2.002,2.0775,0.227,0.4714,0.1313,0.0,149492000.0,495217000.0,-218228000.0,661396000.0,151332000.0,44206500.0,107639000.0,-0.2699,0.161,0.068,0.0857,0.131,6.0,0.847,1.8007,22.0774,70.9408,47.9563,5.4165,18.5423,7.6152,0.227,14.0,0.1206,0.0,703021580.0,407610382.0,967895159.0,3.51,31.924,6.5073,0.1896,-0.2374,AZZ,45.419998,43.14911767647059,1166203868.648
2014-11-30,0.1389,0.0077,0.0824,0.0833,0.0694,-0.2619,-0.0079,0.1021,-0.1327,0.0987,0.0602,0.0714,-0.2254,0.0,-0.0095,0.3042,0.0066,224833000.0,0.1369,164058000.0,60775000.0,0.0,27847000.0,27847000.0,32928000.0,4099000.0,28678000.0,8713000.0,0.0,0.0,19965000.0,0.0,19965000.0,0.78,0.77,25668404.0,0.15,0.2703,0.198,0.1458,0.089,0.0977,44518000.0,32777000.0,19965000.0,815385820.0,0.1466,611398467.0,203987353.0,0.0,99144573.0,99144573.0,104842780.0,17195114.0,87866026.0,28964733.0,0.0,0.0,58901293.0,0.0,58901293.0,2.3,2.28,25668404.0,,0.57,0.2502,0.186,0.1288,0.072,0.093,151492471.0,105061140.0,58901293.0,16.187,20.702,0.856,14.7504,1.7123,0.9113,0.3858,7.9963,1.995,1.4577,0.192,0.4585,0.1239,0.0,167233244.0,531390904.0,-230624278.0,698060112.0,158202024.0,49892891.0,109087623.0,-0.2454,0.149,0.061,0.0827,0.129,5.0,0.839,1.6229,26.354,74.1485,50.2589,5.1541,16.3427,7.4746,0.248,14.0,0.1216,0.0,719636330.0,396575632.0,971979909.0,2.954,31.766,6.1099,0.1621,-0.2068,AZZ,44.779999,45.05794117647059,1149431105.451596
2014-08-31,-0.2469,-0.2472,-0.1585,-0.1563,-0.1719,1.7267,-0.0143,0.117,-0.1284,-0.0892,0.1334,0.0,8.2124,0.0,-0.2687,-0.2278,0.0067,193416000.0,0.0191,151316000.0,42100000.0,0.0,19144000.0,19144000.0,22956000.0,4224000.0,18712000.0,4943000.0,0.0,0.0,13769000.0,0.0,13769000.0,0.54,0.53,25650270.0,0.14,0.2177,0.18,0.1186,0.071,0.1869,34769000.0,22936000.0,13769000.0,788308152.0,0.189,591735140.0,196573012.0,0.0,99410572.0,99410572.0,97162440.0,17710901.0,87100024.0,29718576.0,0.0,0.0,57381448.0,0.0,57381448.0,2.24,2.23,25650270.0,,0.56,0.2494,0.191,0.133,0.073,0.1043,150438012.0,104810925.0,57381448.0,15.71,19.963,1.41,15.3765,1.6229,0.9788,0.4067,5.4299,2.021,3.0309,0.259,0.472,0.099,0.0,159590287.0,512051949.0,-250939653.0,708545001.0,148994771.5,46311640.0,108373036.5,-0.1336,0.149,0.059,0.0764,0.133,5.0,0.809,1.8458,23.0273,65.7684,53.3163,5.2908,17.0218,7.274,0.25,15.0,0.1261,0.0,735517822.0,386329301.0,973938935.0,3.205,30.733,5.9179,0.1613,-0.2238,AZZ,46.34,45.726857057142844,1188633511.8000002
2014-05-31,0.0921,0.0009,0.026,0.0175,0.0175,-0.6967,0.0014,0.1253,-0.117,0.0903,0.0735,0.0,-0.7783,0.0,0.032,0.1589,0.0056,216126000.0,0.1799,160738000.0,55388000.0,0.0,27541000.0,27541000.0,27847000.0,4209000.0,23696000.0,8771000.0,0.0,0.0,14925000.0,0.0,14925000.0,0.58,0.58,25616801.0,0.14,0.2563,0.183,0.1291,0.069,0.029,39443000.0,27905000.0,14925000.0,784674381.0,0.2522,574296444.0,210377937.0,0.0,106445062.0,106445062.0,103932875.0,18138313.0,94205184.0,34229967.0,0.0,0.0,59975217.0,0.0,59975217.0,2.34,2.34,25616801.0,,0.56,0.2681,0.2,0.1432,0.076,0.0637,157121277.0,112343497.0,59975217.0,15.3,20.586,0.245,15.6301,1.0012,1.0216,0.4071,6.6298,2.088,0.8103,0.241,0.4638,0.1274,0.0,171923618.0,527345797.0,-261669069.0,744085208.0,156099599.5,48015800.0,110338587.0,-0.4812,0.16,0.061,0.0791,0.143,4.0,0.803,1.3254,24.6471,75.7494,53.1451,5.0268,16.342,7.1115,0.239,14.0,0.1357,0.0,754244533.0,375169043.0,977445993.0,1.951,30.631,6.1937,0.1624,-0.3712,AZZ,44.509997999999996,43.80588238235293,1140203761.276398
2014-02-28,0.2035,-0.0985,-0.226,-0.2308,-0.2308,-0.5159,0.3732,0.1171,0.925,0.2945,0.3067,0.0,-0.5244,0.0,0.4335,0.0492,0.0077,181010820.0,0.2893,135286467.0,45724353.0,0.0,24612573.0,24612573.0,21111780.0,4663114.0,16780026.0,6537733.0,0.0,0.0,10242293.0,0.0,10242293.0,0.4,0.4,25514000.0,0.14,0.2526,0.181,0.1185,0.057,0.0632,32762471.0,21443140.0,10242293.0,751723000.0,0.3174,546018000.0,205705000.0,0.0,105591000.0,105591000.0,100114000.0,18407000.0,93911000.0,34314000.0,0.0,0.0,59597000.0,0.0,59597000.0,2.34,2.32,25514000.0,,0.56,0.2736,0.207,0.1494,0.079,0.0958,155623000.0,112318000.0,59597000.0,14.734,19.355,0.448,15.8978,1.0804,1.079,0.4255,4.5985,2.057,1.2361,0.35,0.482,0.136,0.0,152165000.0,493820000.0,-281159000.0,727855000.0,127042630.5,33877269.5,94955963.0,-0.097,0.164,0.061,0.078,0.149,3.0,0.769,1.8,18.8554,69.6038,52.2361,5.9171,22.1896,7.9165,0.239,14.0,0.1405,0.0,760100551.0,363765921.0,977110027.0,2.822,29.463,6.1019,0.1704,-0.3288,AZZ,44.369999,42.42628565714286,1132056154.486
2013-11-30,0.1857,0.1869,0.2006,0.1803,0.2,0.0826,0.4666,0.1356,1.0718,0.4135,0.2586,0.0,-0.0394,0.0,0.571,-0.084,0.0074,197755332.0,0.3212,144394673.0,53360659.0,0.0,28112999.0,28112999.0,25247660.0,4614787.0,27911998.0,9466843.0,0.0,0.0,18445155.0,0.0,18445155.0,0.72,0.72,25499124.0,0.14,0.2698,0.22,0.1645,0.093,0.1434,43463541.0,32526785.0,18445155.0,711103409.0,0.284,513130111.0,197973298.0,0.0,98148419.0,98848493.0,99124805.0,17014474.0,97646348.0,35058198.0,0.0,0.0,62588150.0,0.0,62588150.0,2.45,2.45,25499124.0,,0.56,0.2784,0.218,0.1612,0.088,0.119,154936914.0,114660822.0,62588150.0,14.687,20.492,1.112,17.1203,1.998,1.1657,0.4413,7.0484,2.214,2.1377,0.194,0.4717,0.1422,0.0,177876374.0,522532211.0,-290250112.0,761586078.0,128707961.5,35744661.5,95021072.0,-0.281,0.177,0.069,0.0763,0.161,3.0,0.779,1.9295,20.9999,77.3837,54.3572,5.5249,19.894,7.4836,0.229,14.0,0.138,0.0,691418173.0,353271289.0,912347980.0,3.318,27.887,6.739,0.1665,-0.2994,AZZ,48.880001,44.98314291428572,1246397206.619124
2013-08-31,0.2907,0.0952,0.0309,0.0159,0.0323,0.0978,0.5211,0.1257,1.1474,0.5396,0.2953,0.12,-0.7061,0.0,0.6602,0.0678,0.008,189782229.0,0.2373,133877304.0,55904925.0,0.0,26178490.0,26178490.0,29726435.0,4651412.0,25817160.0,9454391.0,0.0,0.0,16362769.0,0.0,16362769.0,0.64,0.64,25478762.0,0.14,0.2946,0.218,0.1605,0.086,0.0207,41452265.0,30468572.0,16362769.0,663022693.0,0.2735,473407231.0,189615462.0,0.0,87929969.0,88176190.0,101439272.0,15634027.0,93905072.0,34398397.0,0.0,0.0,59506675.0,0.0,59506675.0,2.34,2.33,25478762.0,,0.56,0.286,0.221,0.1652,0.09,0.1294,146787882.0,109539099.0,59506675.0,14.064,20.093,0.154,17.7595,1.6478,1.2628,0.4599,6.5504,2.293,0.9354,0.219,0.4796,0.1379,0.0,179679241.0,511948524.0,-306807263.0,783451844.0,128618050.0,35413090.0,90016484.0,-0.7436,0.174,0.071,0.0772,0.165,4.0,0.795,1.9789,23.6114,85.8498,55.9297,5.155,18.7225,7.3656,0.239,12.0,0.1326,0.0,614984903.0,341489319.0,833670248.0,3.367,26.023,7.0065,0.1596,-0.2716,AZZ,37.540001000000004,37.50166663888889,956472750.958762
2013-05-31,0.3394,-0.0194,-0.09,-0.0952,-0.0952,1.4579,0.6175,0.1431,1.1519,0.571,0.6806,0.12,1.2205,0.0,0.7379,0.0698,0.0088,183174619.0,0.4407,132459556.0,50715063.0,0.0,26686938.0,26686938.0,24028125.0,4477687.0,23401816.0,8855033.0,0.0,0.0,14546783.0,0.0,14546783.0,0.57,0.57,25473321.0,0.14,0.2769,0.207,0.1522,0.079,0.1545,37944723.0,27879503.0,14546783.0,626625755.0,0.3003,449603005.0,177022750.0,0.0,77519721.0,77471412.0,99551338.0,14210521.0,92681114.0,33664271.0,0.0,0.0,59016843.0,0.0,59016843.0,2.33,2.31,25473321.0,,0.545,0.2825,0.224,0.1706,0.094,0.1519,140504928.0,106891635.0,59016843.0,13.596,19.832,1.111,17.8001,1.6345,1.3092,0.4616,6.2263,2.124,2.7414,0.246,0.4856,0.1457,0.0,167949396.0,505197690.0,-318435829.0,767509283.0,122211336.5,34477974.5,84876338.5,-0.2904,0.178,0.079,0.0769,0.171,5.0,0.836,1.9722,25.0733,86.9963,61.9917,5.1274,18.1747,7.3828,0.234,11.0,0.1237,0.0,531006927.0,330858607.0,749412108.0,3.738,24.599,7.522,0.1659,-0.182,AZZ,41.48,42.65861094444445,1056633355.0799999
2013-02-28,0.1751,0.1675,0.1365,0.1304,0.1304,0.5175,0.1441,0.1525,-0.0635,0.2486,0.3658,0.12,0.7392,0.0,0.3461,-0.0124,0.0075,140391229.0,0.1356,102398578.0,37992651.0,0.0,17169992.0,17870066.0,20122585.0,3270588.0,20515374.0,7281931.0,0.0,0.0,13233443.0,0.0,13233443.0,0.52,0.52,25320000.0,0.14,0.2706,0.228,0.1694,0.094,0.1712,32076385.0,23785962.0,13233443.0,570594000.0,0.2163,406421000.0,164173000.0,0.0,66189000.0,66189000.0,97984000.0,13073000.0,94369000.0,33913000.0,0.0,0.0,60456000.0,0.0,60456000.0,2.39,2.37,25320000.0,,0.53,0.2877,0.24,0.1883,0.106,0.1396,136805000.0,107442000.0,60456000.0,13.189,16.466,0.949,8.322,2.1958,0.631,0.3035,7.2727,2.207,1.9762,0.269,0.3994,0.1223,0.0,143532731.0,416908159.0,-97838401.0,453125485.0,99710362.5,26661366.5,71306028.0,-0.0808,0.189,0.092,0.1147,0.188,7.0,0.87,1.534,18.5007,70.8356,52.6658,5.7225,21.4015,8.002,0.222,12.0,0.116,0.0,447698475.0,319360031.0,655674853.0,3.146,22.535,8.2186,0.2029,-0.1411,AZZ,44.66,42.78485708571428,1130791200.0
2012-11-30,0.4608,0.3921,0.5332,0.525,0.5385,0.834,0.1361,0.1699,-0.0635,0.3415,0.3013,0.12,1.0989,0.0,0.5808,0.4006,0.0069,149674616.0,0.2848,104671793.0,45002823.0,0.0,17894549.0,17440696.0,27562127.0,3234340.0,24170722.0,8807042.0,0.0,0.0,15363680.0,0.0,15363680.0,0.61,0.6,25312516.0,0.14,0.3007,0.236,0.1831,0.103,0.1972,35314509.0,27405062.0,15363680.0,553828277.0,0.2413,395316972.0,158511305.0,0.0,61774053.0,60274677.0,98236628.0,13288405.0,90740440.0,31874227.0,0.0,0.0,58866213.0,0.0,58866213.0,2.33,2.31,25312516.0,,0.515,0.2862,0.236,0.1878,0.106,0.1254,130826184.0,104028845.0,58866213.0,12.933,15.966,1.166,8.3245,1.9558,0.6437,0.3124,8.4732,2.303,2.3706,0.23,0.4008,0.1196,0.0,142638806.0,404137360.0,-94964261.0,455853000.0,93078539.5,27434597.5,74401727.5,-0.1896,0.191,0.093,0.1159,0.188,7.0,0.874,1.4239,20.1515,70.2907,55.4537,5.9501,20.1872,7.4438,0.221,11.0,0.1115,0.0,444987444.0,307778603.0,633817291.0,2.743,21.88,7.8285,0.1998,-0.1716,AZZ,38.119999,36.930882000000004,964913084.607484
2012-08-31,0.4257,0.4578,0.6524,0.6579,0.6316,-0.1943,0.1089,0.1579,-0.0635,0.2949,0.2119,0.0,0.1528,0.0,0.3431,0.4633,0.0071,153385291.0,0.3377,110073078.0,43312213.0,0.0,15768242.0,15473712.0,27838501.0,3227906.0,24593202.0,8720265.0,0.0,0.0,15872937.0,0.0,15872937.0,0.63,0.62,25275390.0,0.125,0.2824,0.229,0.1814,0.103,0.0871,35169311.0,27821108.0,15872937.0,520646364.0,0.2036,376330908.0,144315456.0,0.0,55199568.0,53961476.0,90353980.0,13573043.0,82737320.0,29213869.0,0.0,0.0,53523451.0,0.0,53523451.0,2.12,2.1,25275390.0,,0.5,0.2772,0.232,0.185,0.103,0.1037,120770686.0,96310363.0,53523451.0,12.494,15.813,0.528,8.3367,2.7187,0.6672,0.3258,8.6189,2.78,0.8783,0.198,0.382,0.1028,0.0,167574923.0,399691685.0,-69256161.0,447539939.0,89756601.0,26545043.0,71580609.5,-0.042,0.181,0.087,0.1133,0.185,7.0,0.848,1.2566,19.5846,71.0094,54.9881,5.8006,19.6137,7.2736,0.236,9.0,0.106,0.0,438558029.0,295412668.0,613617585.0,2.136,20.599,7.0957,0.1752,-0.1974,AZZ,31.76,31.787973162162157,802746386.4000001
2012-05-31,0.2188,0.5421,0.6889,0.6579,0.7027,0.6778,0.0643,0.1316,-0.0635,0.2274,0.0338,0.0,1.4929,0.0,0.1768,0.2032,0.0065,127142864.0,0.112,89277551.0,37865313.0,0.0,15356217.0,15404526.0,22460787.0,3340166.0,25089702.0,9103762.0,0.0,0.0,15985940.0,0.0,15985940.0,0.63,0.63,25250066.0,0.125,0.2978,0.269,0.2236,0.126,0.1002,34244795.0,28429868.0,15985940.0,481922343.0,0.1543,350538922.0,131383421.0,0.0,51171749.0,49843258.0,81540163.0,13808776.0,73765294.0,26508759.0,0.0,0.0,47256535.0,0.0,47256535.0,1.87,1.86,25250066.0,,0.5,0.2726,0.229,0.1817,0.098,0.1083,110183617.0,87574070.0,47256535.0,11.894,17.487,0.505,8.3451,5.5175,0.7016,0.347,8.5115,3.94,1.0149,0.198,0.2729,0.1208,0.0,231293859.0,441550588.0,3053074.0,434275476.0,86261082.5,24783103.0,62291643.5,-0.2145,0.166,0.079,0.1263,0.182,5.0,0.806,1.4944,19.6242,72.0036,47.9623,5.5868,19.4456,7.7365,0.267,9.0,0.1062,0.0,434129751.0,284163593.0,597733250.0,2.068,19.086,6.3419,0.1302,-0.2606,AZZ,26.815001000000002,25.834583250000005,677080545.040066
2012-02-29,0.1807,0.2139,0.2622,0.2603,0.2432,0.0409,0.071,0.1141,0.0,0.1395,0.0122,0.0,0.237,0.0,0.1366,0.2158,0.0084,123625506.0,0.2278,91294550.0,32330956.0,0.0,12755045.0,11955743.0,20375213.0,3485993.0,16886814.0,5243158.0,0.0,0.0,11643656.0,0.0,11643656.0,0.46,0.46,25131754.0,0.125,0.2615,0.211,0.1648,0.094,0.1118,26097569.0,20372807.0,11643656.0,469112410.0,0.2324,344525516.0,124586894.0,0.0,48864886.0,46840657.0,77746237.0,13939149.0,63640905.0,22905109.0,0.0,0.0,40735796.0,0.0,40735796.0,1.62,1.61,25131754.0,,0.5,0.2656,0.214,0.1654,0.087,0.095,100174741.0,77580054.0,40735796.0,11.444,17.451,0.55,8.9528,5.7021,0.7823,0.3708,5.8442,3.882,1.4801,0.272,0.2772,0.1032,0.0,224757322.0,438562602.0,-16429901.0,442281359.0,83255466.5,23057545.0,59916761.0,-0.198,0.148,0.069,0.1215,0.165,4.0,0.797,1.5727,18.9857,69.0031,46.9026,5.6346,20.3453,7.8294,0.309,9.0,0.1042,0.0,433039989.0,275004495.0,588566165.0,1.774,18.666,5.5656,0.113,-0.3041,AZZ,25.1,24.669714114285714,630807025.4
2011-11-30,0.1144,0.1596,0.0312,0.0256,0.013,0.1338,0.3678,0.1041,1.25,0.0804,0.1561,0.0,0.1684,0.0,0.0368,0.1588,0.0073,116492703.0,0.1321,85685729.0,30806974.0,0.0,11320064.0,11127495.0,19679479.0,3518978.0,16167602.0,6146684.0,0.0,0.0,10020918.0,0.0,10020918.0,0.4,0.39,25138642.0,0.125,0.2645,0.217,0.169,0.086,0.1207,25259011.0,19686580.0,10020918.0,446173151.0,0.223,326535350.0,119637801.0,0.0,47331969.0,45508315.0,74129486.0,12937307.0,61052843.0,22735848.0,0.0,0.0,38316995.0,0.0,38316995.0,1.525,1.51,25138642.0,,0.5,0.2681,0.217,0.1658,0.086,0.094,96862377.0,73990150.0,38316995.0,11.055,17.507,0.559,8.9504,6.3686,0.8096,0.379,5.5944,4.181,1.9817,0.313,0.2587,0.0972,0.0,238143370.0,440109782.0,-2741558.0,430135343.0,76542732.0,23026203.0,60296473.0,-0.2919,0.143,0.066,0.1242,0.166,4.0,0.771,1.6543,19.873,65.0384,52.8975,5.8291,19.3768,7.3997,0.328,8.0,0.1061,0.0,431920825.0,267106772.0,578503734.0,1.668,17.748,5.7191,0.1049,-0.3385,AZZ,21.174999,21.209166472222215,532310719.211358
2011-08-31,0.0457,0.1053,-0.0042,-0.013,-0.013,3.5007,0.3461,0.1144,1.0089,0.0806,0.2246,0.0,16.6053,0.0,-0.0401,0.1049,0.01,114661270.0,0.1513,84281092.0,30380178.0,0.0,11740423.0,11355494.0,19024684.0,3463639.0,15621176.0,6015155.0,0.0,0.0,9606021.0,0.0,9606021.0,0.38,0.38,25097172.0,0.125,0.265,0.214,0.1664,0.084,0.101,24582242.0,19084815.0,9606021.0,432577993.0,0.2595,316102493.0,116475500.0,0.0,46930111.0,45042223.0,71433277.0,11205490.0,60074845.0,22061226.0,0.0,0.0,38013619.0,0.0,38013619.0,1.515,1.505,25097172.0,,0.5,0.2693,0.218,0.1648,0.088,0.0923,94473266.0,71280335.0,38013619.0,10.79,17.058,0.462,8.9652,5.9409,0.8309,0.3858,5.51,4.072,1.8013,0.329,0.266,0.1024,0.0,227927254.0,428110047.0,-10329080.0,429826826.0,75305291.5,21609671.5,58789269.0,-0.3304,0.146,0.071,0.1193,0.165,4.0,0.803,1.6059,21.2244,66.0032,54.6132,5.7443,20.0178,7.3581,0.33,10.0,0.1085,0.0,403616825.0,260103887.0,538596009.0,1.59,17.236,6.3612,0.1074,-0.3463,AZZ,23.665001,23.52851343243243,593924600.477172
2011-05-31,0.3185,0.5808,0.4851,0.4902,0.451,1.3195,0.4754,0.1197,1.25,0.5225,0.3911,0.0,1.5017,0.0,0.0631,0.6019,0.0098,114332931.0,0.4757,83264145.0,31068786.0,0.0,13049354.0,12401925.0,18666861.0,3470539.0,14965313.0,5500112.0,0.0,0.0,9465201.0,0.0,9465201.0,0.38,0.37,25087348.0,0.125,0.2717,0.212,0.1612,0.083,0.0447,24235919.0,18435852.0,9465201.0,417507792.0,0.2315,302359784.0,115148008.0,0.0,47420138.0,45520717.0,69627291.0,9509980.0,59951926.0,21897573.0,0.0,0.0,38054353.0,0.0,38054353.0,1.52,1.51,25087348.0,,0.5,0.2758,0.223,0.1664,0.091,0.0694,92953319.0,69461906.0,38054353.0,10.511,16.513,0.204,8.9687,5.5965,0.8532,0.3943,5.3121,4.197,1.0216,0.329,0.2739,0.1141,0.0,220501716.0,414278548.0,-17416852.0,429916426.0,64162622.0,19641338.0,52646263.5,-0.4713,0.151,0.076,0.1159,0.166,3.0,0.833,1.2505,20.6806,67.7123,53.5529,6.507,21.2566,7.9304,0.329,9.0,0.1136,0.0,378699426.0,252553093.0,501106171.0,1.155,16.642,7.3041,0.1102,-0.391,AZZ,22.059998999999998,21.646285657142855,553426871.7926519
