,gross_profit_growth_q,ebit_growth_q,net_income_growth_q,eps_growth_q,eps_diluted_growth_q,weighted_average_shares_diluted_growth_q,operating_cash_flow_growth_q,asset_growth_q,book_value_per_share_growth_q,debt_growth_q,trade_and_non-trade_receivables_growth_q,inventory_growth_q,dividends_per_basic_common_share_growth_q,free_cash_flow_growth_q,research_and_development_(r&d)_expenses_growth_q,"selling,_general_and_administrative_(sg&a)_expenses_growth_q",operating_income_growth_q,weighted_average_shares_growth_q,revenue_q,revenue_growth_q,cost_of_revenue_q,gross_profit_q,research_and_development_(r&d)_expenses_q,"selling,_general_and_administrative_(sg&a)_expenses_q",operating_expenses_q,operating_income_q,interest_expense_q,earnings_before_tax_q,income_tax_expense_q,net_income_to_non-controlling_interests_q,net_income_from_discontinued_operations_q,net_income_q,preferred_dividends_income_statement_impact_q,net_income_common_q,eps_q,eps_diluted_q,weighted_average_shares_q,weighted_average_shares_diluted_q,dividends_per_common_share_q,gross_margin_q,ebit_margin_q,free_cash_flow_margin_q,ebitda_q,ebit_q,consolidated_income_q,revenue_t,revenue_growth_t,cost_of_revenue_t,gross_profit_t,research_and_development_(r&d)_expenses_t,"selling,_general_and_administrative_(sg&a)_expenses_t",operating_expenses_t,operating_income_t,interest_expense_t,earnings_before_tax_t,income_tax_expense_t,net_income_to_non-controlling_interests_t,net_income_from_discontinued_operations_t,net_income_t,preferred_dividends_income_statement_impact_t,net_income_common_t,eps_t,eps_diluted_t,weighted_average_shares_t,weighted_average_shares_diluted_t,dividends_per_common_share_t,gross_margin_t,ebit_margin_t,free_cash_flow_margin_t,ebitda_t,ebit_t,consolidated_income_t,book_value_per_share_q,tangible_book_value_per_share_q,fcf_per_share_q,interest_debt_per_share_q,cash_per_share_q,debt_to_equity_ratio_q,total_debt_to_total_assets_q,interest_coverage_q,current_ratio_q,income_quality_q,payout_ratio_q,intangible_assets_out_of_total_assets_q,"selling,_general_and_administrative_expense_of_revenue_q",research_and_development_expense_of_revenue_q,working_capital_q,tangible_asset_value_q,net_current_asset_value_q,invested_capital_q,average_receivables_q,average_payables_q,average_inventory_q,capex/operating_cf_q,share_based_compensation_of_revenue_q,net_debt/ebitda_q,capex/revenue_q,capex/deprecation_q,roe_t,roa_t,roic_t,piotroski_f-score_t,asset_turnover_t,income_quality_t,average_days_of_payables_t,average_days_of_receivables_t,days_of_inventory_on_hand_t,account_receivables_turnover_t,account_payables_turnover_t,inventory_turnover_t,payout_ratio_t,ev/ebit_t,"selling,_general_and_administrative_expense_of_revenue_t",research_and_development_expense_of_revenue_t,invested_capital_average_t,average_equity_t,average_assets_t,fcf_per_share_t,sales_per_share_t,interest_coverage_t,return_on_tangible_assets_t,capex/operating_cf_t,share_based_compensation_of_revenue_t,capex/revenue_t,capex/deprecation_t,ticker,price,sma_50,market_cap
2015-12-31,0.0,0.476,0.493,0.6111,0.6111,0.2142,0.3568,0.7233,0.7414,0.0,-0.2448,0.0,0.0,0.3693,-0.4973,-0.4418,0.476,0.2142,0.0,0.0,0.0,0.0,826000.0,571000.0,1397000.0,-1397000.0,-13000.0,-1384000.0,0.0,0.0,0.0,-1384000.0,0.0,-1384000.0,-0.07,-0.07,18558700.0,18558700.0,0.0,0.0,0.0,0.0,-1383000.0,-1397000.0,-1384000.0,0.0,0.0,0.0,0.0,4949000.0,3587000.0,8536000.0,-8536000.0,-48000.0,-8488000.0,0.0,0.0,0.0,-8488000.0,0.0,-8488000.0,-0.46,-0.46,18405610.0,18405610.0,0.0,0.0,0.0,0.0,-8449000.0,-8536000.0,-8488000.0,0.761,0.92,-0.07,0.0,0.0231,0.0,0.0,107.4615,5.687,0.9328,0.0,0.0,0.0,0.0,13836000.0,17080000.0,13836000.0,13700000.0,882000.0,1609000.0,0.0,0.0132,0.0,11.5365,0.0,-1.2143,-0.506,-0.434,0.0,3.0,0.0,0.8728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,15303500.0,16786750.0,19547250.0,-0.405,0.0,177.8333,-0.6017,0.0061,0.0,0.0,-0.5172,BCLI,2.86,2.750285714285715,53077882.0
2015-09-30,0.0,-0.058,-0.0752,0.125,0.125,0.2192,-1.2609,0.6104,0.431,0.0,0.8289,0.0,0.0,-1.2717,-0.0439,0.2448,-0.058,0.2192,0.0,0.0,0.0,0.0,1503000.0,1068000.0,2571000.0,-2571000.0,32000.0,-2603000.0,0.0,0.0,0.0,-2603000.0,0.0,-2603000.0,-0.14,-0.14,18480957.0,18480957.0,0.0,0.0,0.0,0.0,-2545000.0,-2571000.0,-2603000.0,0.0,0.0,0.0,0.0,5766000.0,4039000.0,9805000.0,-9805000.0,29000.0,-9834000.0,0.0,0.0,0.0,-9834000.0,0.0,-9834000.0,-0.56,-0.56,18480957.0,18480957.0,0.0,0.0,0.0,0.0,-9706000.0,-9805000.0,-9834000.0,0.84,0.993,-0.138,0.0,0.0384,0.0,0.0,-80.3438,6.375,0.972,0.0,0.0,0.0,0.0,15253000.0,18359000.0,15253000.0,14811000.0,636500.0,1054500.0,0.0,0.0047,0.0,6.7391,0.0,-0.4615,-0.659,-0.554,0.0,3.0,0.0,0.8261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,0.0,12515250.0,14923500.0,17755000.0,-0.443,0.0,-338.1034,-0.6336,0.0078,0.0,0.0,-0.6364,BCLI,2.29,2.9852777777777777,42321391.53
2015-06-30,0.0,-0.8261,-0.1416,0.25,0.25,0.4859,-0.701,0.6259,0.1323,0.0,-0.6968,0.0,0.0,-0.6845,0.5678,1.3693,-0.8261,0.4859,0.0,0.0,0.0,0.0,1375000.0,988000.0,2363000.0,-2363000.0,-98000.0,-2265000.0,0.0,0.0,0.0,-2265000.0,0.0,-2265000.0,-0.12,-0.12,18450464.0,18450464.0,0.0,0.0,0.0,0.0,-2339000.0,-2363000.0,-2265000.0,0.0,0.0,0.0,0.0,5835000.0,3829000.0,9664000.0,-9664000.0,-12000.0,-9652000.0,0.0,0.0,0.0,-9652000.0,0.0,-9652000.0,-0.58,-0.58,18450464.0,18450464.0,0.0,0.0,0.0,0.0,-9561000.0,-9664000.0,-9652000.0,0.967,1.104,-0.089,0.0,0.0705,0.0,0.0,24.1122,7.942,0.7285,0.0,0.0,0.0,0.0,17535000.0,20363000.0,17535000.0,16536000.0,541500.0,1024000.0,0.0,-0.0097,0.0,8.4203,0.0,0.6667,-0.727,-0.603,0.0,3.0,0.0,0.6955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,0.0,0.0,8821500.0,13268500.0,16015250.0,-0.367,0.0,805.3333,-0.5417,0.0076,0.0,0.0,-0.4951,BCLI,3.61,3.7633333333333345,66606175.04
2015-03-31,0.0,-1.1387,-0.0592,0.3333,0.3333,0.5424,-3.954,1.2588,0.9102,0.0,-0.3104,0.0,0.0,-2.9938,0.8309,1.735,-1.1387,0.5424,0.0,0.0,0.0,0.0,1245000.0,960000.0,2205000.0,-2205000.0,31000.0,-2236000.0,0.0,0.0,0.0,-2236000.0,0.0,-2236000.0,-0.12,-0.12,18128440.0,18128440.0,0.0,0.0,0.0,0.0,-2182000.0,-2205000.0,-2236000.0,0.0,0.0,0.0,0.0,5337000.0,3258000.0,8595000.0,-8595000.0,776000.0,-9371000.0,0.0,0.0,0.0,-9371000.0,0.0,-9371000.0,-0.62,-0.62,18128440.0,18128440.0,0.0,0.0,0.0,0.0,-8491000.0,-8595000.0,-9371000.0,1.085,1.235,-0.107,0.0,0.1927,0.0,0.0,-71.129,8.099,0.8663,0.0,0.0,0.0,0.0,19352000.0,22387000.0,19352000.0,16167000.0,849000.0,1460500.0,0.0,0.0,0.0,9.7841,0.0,0.0,-0.818,-0.667,0.0,3.0,0.0,0.6438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.0,0.0,0.0,4541000.0,11459250.0,14055500.0,-0.336,0.0,-11.076,-0.4771,0.0111,0.0,0.0,-0.6442,BCLI,4.45,4.153055555555556,80671558.0
2014-12-31,0.0,-0.9029,-1.2432,-0.8,-0.8,0.2195,-0.2481,1.0971,0.9954,0.0,0.1044,0.0,0.0,-0.281,0.9352,0.8533,-0.9029,0.2195,0.0,0.0,0.0,0.0,1643000.0,1023000.0,2666000.0,-2666000.0,64000.0,-2730000.0,0.0,0.0,0.0,-2730000.0,0.0,-2730000.0,-0.18,-0.18,15284633.0,15284633.0,0.0,0.0,0.0,0.0,-2640000.0,-2666000.0,-2730000.0,0.0,0.0,0.0,0.0,4772000.0,2649000.0,7421000.0,-7421000.0,1825000.0,-9246000.0,0.0,0.0,0.0,-9246000.0,0.0,-9246000.0,-0.68,-0.68,13662758.0,13662758.0,0.0,0.0,0.0,0.0,-7315000.0,-7421000.0,-9246000.0,0.437,0.648,-0.136,0.0,0.2781,0.0,0.0,-41.6563,3.077,0.7352,0.0,0.0,0.0,0.0,6465000.0,9911000.0,6342000.0,2547000.0,957500.0,1110500.0,0.0,0.0334,0.0,3.2352,0.0,-2.5769,-1.126,-0.845,0.0,2.0,0.0,0.4853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.0,0.0,0.0,1136000.0,8212750.0,10936500.0,-0.34,0.0,-4.0663,-1.3641,0.0359,0.0,0.0,-1.5189,BCLI,4.76,3.310285714285714,72754853.08
2014-09-30,0.0,-1.2584,-1.2375,-0.6,-0.6,0.3846,-0.5694,0.8352,0.4179,0.0,-0.1036,0.0,0.0,-0.504,0.9552,2.1544,-1.2584,0.3846,0.0,0.0,0.0,0.0,1572000.0,858000.0,2430000.0,-2430000.0,-9000.0,-2421000.0,0.0,0.0,0.0,-2421000.0,0.0,-2421000.0,-0.16,-0.16,15158411.0,15158411.0,0.0,0.0,0.0,0.0,-2400000.0,-2430000.0,-2421000.0,0.0,0.0,0.0,0.0,3978000.0,2178000.0,6156000.0,-6156000.0,1596000.0,-7752000.0,-19000.0,0.0,0.0,-7733000.0,0.0,-7733000.0,-0.6,-0.6,15158411.0,15158411.0,0.0,0.0,0.0,0.0,-6056000.0,-6156000.0,-7733000.0,0.587,0.752,-0.074,0.0,0.5917,0.0,0.0,270.0,4.638,0.4622,0.0,0.0,0.0,0.0,8712000.0,11400000.0,8608000.0,36000.0,476000.0,1127500.0,0.0,0.0,0.0,4.4038,0.0,0.0,-1.07,-0.802,0.0,3.0,0.0,0.5286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,0.0,0.0,472000.0,7228750.0,9640250.0,-0.277,0.0,-3.8571,-0.8608,0.0257,0.0,0.0,-1.05,BCLI,4.11,4.3227777777777785,62301069.21000001
2014-06-30,0.0,0.1286,-0.307,-0.0667,-0.0667,0.221,0.0875,2.301,2.681,0.0,0.3403,0.0,0.0,0.1253,0.1819,-0.4388,0.1286,0.221,0.0,0.0,0.0,0.0,877000.0,417000.0,1294000.0,-1294000.0,690000.0,-1984000.0,0.0,0.0,0.0,-1984000.0,0.0,-1984000.0,-0.16,-0.16,12416892.0,12416892.0,0.0,0.0,0.0,0.0,-1269000.0,-1294000.0,-1984000.0,0.0,0.0,0.0,0.0,3210000.0,1592000.0,4802000.0,-4802000.0,1610000.0,-6412000.0,-18000.0,0.0,0.0,-6394000.0,0.0,-6394000.0,-0.54,-0.54,12416892.0,12416892.0,0.0,0.0,0.0,0.0,-4705000.0,-4802000.0,-6394000.0,0.854,1.009,-0.078,0.0,0.9123,0.0,0.0,-1.8754,6.85,0.4889,0.0,0.0,0.0,0.0,10425000.0,12524000.0,10283000.0,-586000.0,725500.0,810500.0,0.0,0.0,0.0,8.9267,0.0,0.0,-1.042,-0.766,0.0,3.0,0.0,0.5759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.0,0.0,0.0,1587250.0,6137250.0,8343250.0,-0.307,0.0,-2.9826,-0.5961,0.0369,0.0,0.0,-1.4021,BCLI,5.4,4.38,67051216.800000004
2014-03-31,0.0,0.0463,-0.951,-0.2,-0.2,0.1679,0.4164,1.0856,0.6416,0.0,0.6288,0.0,0.0,0.2971,0.3027,-0.3721,0.0463,0.1679,0.0,0.0,0.0,0.0,680000.0,351000.0,1031000.0,-1031000.0,1080000.0,-2111000.0,0.0,0.0,0.0,-2111000.0,0.0,-2111000.0,-0.18,-0.18,11753706.0,11753706.0,0.0,0.0,0.0,0.0,-1006000.0,-1031000.0,-2111000.0,0.0,0.0,0.0,0.0,3075000.0,1918000.0,4993000.0,-4993000.0,935000.0,-5928000.0,0.0,0.0,0.0,-5928000.0,0.0,-5928000.0,-0.53,-0.53,11753706.0,11753706.0,0.0,0.0,0.0,0.0,-4904000.0,-4993000.0,-5928000.0,0.568,0.843,-0.041,0.0,0.3617,0.0,0.0,-0.9546,3.077,0.1852,0.0,0.0,0.0,0.0,6465000.0,9911000.0,6342000.0,2547000.0,811000.0,1085500.0,0.0,0.2404,0.0,8.4901,0.0,-3.76,-1.454,-0.962,0.0,1.0,0.0,0.6368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.0,0.0,0.0,2193500.0,4076000.0,6160750.0,-0.337,0.0,-5.3401,-0.8746,0.0482,0.0,0.0,-2.0449,BCLI,4.2,4.144285714285715,49365565.2
2013-12-31,0.0,-1.2063,-1.1019,0.0,0.0,0.2519,-1.3103,-0.0802,-0.4497,0.0,0.2264,0.0,0.0,-1.2771,1.9894,0.5726,-1.2063,0.2519,0.0,0.0,0.0,0.0,849000.0,552000.0,1401000.0,-1401000.0,-165000.0,-1236000.0,-19000.0,0.0,0.0,-1217000.0,0.0,-1217000.0,-0.1,-0.1,12533670.0,12533670.0,0.0,0.0,0.0,0.0,-1381000.0,-1401000.0,-1217000.0,0.0,0.0,0.0,0.0,2917000.0,2126000.0,5043000.0,-5043000.0,-144000.0,-4899000.0,0.0,0.0,0.0,-4899000.0,0.0,-4899000.0,-0.46,-0.46,10738131.0,10738131.0,0.0,0.0,0.0,0.0,-4946000.0,-5043000.0,-4899000.0,0.219,0.377,-0.129,0.0,0.2795,0.0,0.0,8.4909,3.338,1.3213,0.0,0.0,0.0,0.0,3114000.0,4726000.0,2459000.0,-109000.0,826000.0,503000.0,0.0,0.0068,0.0,2.5366,0.0,-0.55,-1.495,-1.006,0.0,1.0,0.0,0.8275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,2012500.0,3277500.0,4871000.0,-0.388,0.0,35.0208,-1.4528,0.0266,0.0,0.0,-1.1134,BCLI,2.7,2.5028571428571427,33840909.0
2013-09-30,0.0,0.0819,0.0591,0.3333,0.3333,0.1294,0.3361,0.0858,-0.1,0.0,0.118,0.0,0.0,0.3162,0.0984,-0.3818,0.0819,0.1294,0.0,0.0,0.0,0.0,804000.0,272000.0,1076000.0,-1076000.0,5000.0,-1081000.0,1000.0,0.0,0.0,-1082000.0,0.0,-1082000.0,-0.1,-0.1,10948208.0,10948208.0,0.0,0.0,0.0,0.0,-1049000.0,-1076000.0,-1082000.0,0.0,0.0,0.0,0.0,2352000.0,1925000.0,4277000.0,-4277000.0,-35000.0,-4242000.0,19000.0,0.0,0.0,-4261000.0,0.0,-4261000.0,-0.4,-0.4,10948208.0,10948208.0,0.0,0.0,0.0,0.0,-4159000.0,-4277000.0,-4261000.0,0.414,0.567,-0.068,0.0,0.0301,0.0,0.0,-215.2,4.092,0.659,0.0,0.0,0.0,0.0,4286000.0,6212000.0,3995000.0,4497000.0,475500.0,471500.0,0.0,0.0435,0.0,4.8761,0.0,-1.1481,-1.187,-0.857,0.0,2.0,0.0,0.7374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,0.0,0.0,2706000.0,3588250.0,4974000.0,-0.297,0.0,122.2,-0.9359,0.0356,0.0,0.0,-0.9492,BCLI,2.85,2.9357142857142855,31202392.8
2013-06-30,0.0,-0.7827,-0.8289,0.0,0.0,0.191,-1.537,1.0508,6.7333,0.0,0.4727,0.0,0.0,-1.5911,0.9273,0.6585,-0.7827,0.191,0.0,0.0,0.0,0.0,742000.0,743000.0,1485000.0,-1485000.0,15000.0,-1500000.0,18000.0,0.0,0.0,-1518000.0,0.0,-1518000.0,-0.15,-0.15,10169780.0,10169780.0,0.0,0.0,0.0,0.0,-1468000.0,-1485000.0,-1518000.0,0.0,0.0,0.0,0.0,2280000.0,2093000.0,4373000.0,-4373000.0,-62000.0,-4311000.0,18000.0,0.0,0.0,-4329000.0,0.0,-4329000.0,-0.45,-0.45,10169780.0,10169780.0,0.0,0.0,0.0,0.0,-4242000.0,-4373000.0,-4329000.0,0.232,0.373,-0.109,0.0,0.0742,0.0,0.0,-99.0,2.742,0.7003,0.0,0.0,0.0,0.0,2090000.0,3794000.0,1851000.0,1839000.0,520500.0,627000.0,0.0,0.0433,0.0,1.7268,0.0,-2.7059,-1.213,-0.892,-46.3242,3.0,0.0,0.8092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,0.0,0.0,1541750.0,3569250.0,4851250.0,-0.354,0.0,70.5323,-1.8398,0.0271,0.0,0.0,-0.7252,BCLI,3.15,3.1147058823529417,32034807.0
2013-03-31,0.0,-0.2298,-0.2408,0.0,0.0,0.1924,0.1019,1.1129,2.567,0.0,0.2801,0.0,0.0,0.1353,0.4146,0.0961,-0.2298,0.1924,0.0,0.0,0.0,0.0,522000.0,559000.0,1081000.0,-1081000.0,1000.0,-1082000.0,0.0,0.0,0.0,-1082000.0,0.0,-1082000.0,-0.15,-0.15,10063541.0,10063541.0,0.0,0.0,0.0,0.0,-1048000.0,-1081000.0,-1082000.0,0.0,0.0,0.0,0.0,1923000.0,1798000.0,3721000.0,-3721000.0,-81000.0,-3640000.0,1000.0,0.0,0.0,-3641000.0,0.0,-3641000.0,-0.45,-0.45,10063541.0,10063541.0,0.0,0.0,0.0,0.0,-3568000.0,-3721000.0,-3641000.0,0.346,0.472,-0.069,0.0,0.1856,0.0,0.0,-1081.0,4.053,0.6192,0.0,0.0,0.0,0.0,3239000.0,4752000.0,3029000.0,1823000.0,549500.0,428000.0,0.0,0.0299,0.0,3.4733,0.0,-0.6061,-1.196,-0.834,-45.6005,3.0,0.0,0.7852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,0.0,0.0,971250.0,3043750.0,4365250.0,-0.29,0.0,45.9383,-1.0484,0.0203,0.0,0.0,-0.3791,BCLI,3.75,3.609090909090909,37738278.75
2012-12-31,0.0,0.5474,0.5928,1.0,1.0,0.1904,-0.4777,0.8724,1.2486,0.0,1.3782,0.0,0.0,-0.4782,-0.5677,-0.5295,0.5863,0.1904,0.0,0.0,0.0,0.0,284000.0,351000.0,635000.0,-635000.0,-56000.0,-579000.0,0.0,0.0,0.0,-579000.0,0.0,-579000.0,0.0,0.0,10011746.0,10011746.0,0.0,0.0,0.0,0.0,-594000.0,-635000.0,-579000.0,0.0,0.0,0.0,0.0,1770000.0,1748000.0,3518000.0,-3518000.0,-93000.0,-3425000.0,5000.0,0.0,0.0,-3430000.0,0.0,-3430000.0,-0.3,-0.3,9173093.0,9173093.0,0.0,0.0,0.0,0.0,-3361000.0,-3518000.0,-3430000.0,0.398,0.513,-0.071,0.0,0.1315,0.0,0.0,11.3393,4.216,1.2021,0.0,0.0,0.0,0.0,3718000.0,5138000.0,3718000.0,2665000.0,527000.0,468000.0,0.0,0.0216,0.0,6.8788,0.0,-0.3659,-1.443,-0.917,0.0,3.0,0.0,0.8557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,0.0,0.0,469000.0,2377750.0,3739500.0,-0.33,0.0,37.828,-0.8651,0.0307,0.0,0.0,-0.5732,BCLI,3.3,3.1941176470588237,33038761.799999997
2012-09-30,0.0,-0.5838,-0.6571,0.0,0.0,0.167,-0.1973,0.763,0.637,0.0,0.2168,0.0,0.0,-0.2116,3.1591,-0.2199,-0.5838,0.167,0.0,0.0,0.0,0.0,732000.0,440000.0,1172000.0,-1172000.0,-22000.0,-1150000.0,0.0,0.0,0.0,-1150000.0,0.0,-1150000.0,-0.15,-0.15,9693856.0,9693856.0,0.0,0.0,0.0,0.0,-1132000.0,-1172000.0,-1150000.0,0.0,0.0,0.0,0.0,2143000.0,2144000.0,4419000.0,-4419000.0,-18000.0,-4269000.0,5000.0,0.0,0.0,-4274000.0,0.0,-4274000.0,-0.6,-0.6,9693856.0,9693856.0,0.0,0.0,0.0,0.0,-4133000.0,-4287000.0,-4274000.0,0.46,0.59,-0.112,0.0,0.4934,0.0,0.0,53.2727,4.813,0.9339,0.0,0.0,0.0,0.0,4187000.0,5721000.0,4023000.0,-160000.0,409000.0,260000.0,0.0,0.013,0.0,4.2253,0.0,-0.35,-2.436,-1.361,0.0,2.0,0.0,0.6341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,0.0,0.0,-275750.0,1754250.0,3141000.0,-0.288,0.0,238.1667,-0.9583,0.0314,0.0,0.0,-0.5519,BCLI,3.45,3.5426470588235297,33443803.200000003
2012-06-30,0.0,0.3507,0.2434,0.0,0.0,0.0563,0.4763,-0.4885,-0.8921,0.0,1.2634,0.0,0.0,0.465,-0.343,-0.4596,0.3507,0.0563,0.0,0.0,0.0,0.0,385000.0,448000.0,833000.0,-833000.0,-4000.0,-829000.0,1000.0,0.0,0.0,-830000.0,0.0,-830000.0,-0.15,-0.15,8538556.0,8538556.0,0.0,0.0,0.0,0.0,-794000.0,-833000.0,-830000.0,0.0,0.0,0.0,0.0,1587000.0,2268000.0,3987000.0,-3987000.0,-42000.0,-3813000.0,5000.0,0.0,0.0,-3818000.0,0.0,-3818000.0,-0.6,-0.6,8538556.0,8538556.0,0.0,0.0,0.0,0.0,-3701000.0,-3855000.0,-3818000.0,0.03,0.217,-0.05,0.0,0.0987,0.0,0.0,208.25,0.966,0.5048,0.0,0.0,0.0,0.0,-49000.0,1850000.0,-196000.0,-443000.0,303500.0,670500.0,0.0,0.0215,0.0,1.0617,0.0,-0.2308,-3.121,-1.514,0.0,1.0,0.0,0.6634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.0,0.0,0.0,-224000.0,1223500.0,2522000.0,-0.305,0.0,91.7857,-15.3333,0.0284,0.0,0.0,-0.4675,BCLI,4.2,3.7628571428571425,35861935.2
2012-03-31,0.0,-0.6648,-0.2369,0.0,0.0,0.1625,-12.5636,-0.4892,-0.7357,0.0,1.181,0.0,0.0,-7.6739,0.3667,0.9767,-0.6648,0.1625,0.0,0.0,0.0,0.0,369000.0,510000.0,879000.0,-879000.0,-11000.0,-868000.0,4000.0,0.0,0.0,-872000.0,0.0,-872000.0,-0.15,-0.15,8439417.0,8439417.0,0.0,0.0,0.0,0.0,-841000.0,-879000.0,-872000.0,0.0,0.0,0.0,0.0,1788000.0,2649000.0,4437000.0,-4437000.0,-229000.0,-4076000.0,9000.0,0.0,0.0,-4085000.0,0.0,-4085000.0,-0.6,-0.6,8439417.0,8439417.0,0.0,0.0,0.0,0.0,-4152000.0,-4305000.0,-4085000.0,0.097,0.266,-0.095,0.0,0.1357,0.0,0.0,79.9091,1.376,0.8555,0.0,0.0,0.0,0.0,485000.0,2249000.0,343000.0,-186000.0,351500.0,1030500.0,0.0,0.0697,0.0,1.3615,0.0,-1.3684,-2.372,-1.378,0.0,1.0,0.0,0.7133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,-252750.0,1722000.0,2963750.0,-0.353,0.0,18.7991,-5.0246,0.0216,0.0,0.0,-0.4118,BCLI,3.3,3.5357142857142856,27850076.099999998
2011-12-31,0.0,-0.9246,-1.9259,0.0,0.0,0.3478,0.1374,1.5197,3.3919,-1.0,-0.2693,0.0,0.0,0.1239,6.5517,0.162,-1.1056,0.3478,0.0,0.0,0.0,0.0,657000.0,746000.0,1535000.0,-1535000.0,19000.0,-1422000.0,0.0,0.0,0.0,-1422000.0,0.0,-1422000.0,-0.15,-0.15,8410061.0,8410061.0,0.0,0.0,0.0,0.0,-1366000.0,-1403000.0,-1422000.0,0.0,0.0,0.0,0.0,1689000.0,2205000.0,3894000.0,-3894000.0,151000.0,-3913000.0,5000.0,0.0,0.0,-3918000.0,0.0,-3918000.0,-0.45,-0.45,8007848.0,8007848.0,0.0,0.0,0.0,0.0,-3609000.0,-3762000.0,-3918000.0,0.177,0.326,-0.057,0.0,0.2287,0.0,0.0,-73.8421,2.03,0.3312,0.0,0.0,0.0,0.0,1169000.0,2744000.0,1048000.0,-314000.0,369500.0,611500.0,0.0,0.0212,0.0,1.4078,0.0,-0.2703,-1.794,-1.119,0.0,4.0,0.0,0.5674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,-424000.0,2184250.0,3502250.0,-0.284,0.0,-24.9139,-2.6419,0.0216,0.0,0.0,-0.3137,BCLI,3.15,3.7323529411764698,26491692.15
2011-09-30,0.0,-0.1654,0.0142,0.0,0.0,0.3601,-1.2425,1.3463,3.7549,-1.0,0.0,0.0,0.0,-1.2338,-0.5256,1.1364,-0.1654,0.3601,0.0,0.0,0.0,0.0,176000.0,564000.0,740000.0,-740000.0,-46000.0,-694000.0,0.0,0.0,0.0,-694000.0,0.0,-694000.0,-0.15,-0.15,8306454.0,8306454.0,0.0,0.0,0.0,0.0,-700000.0,-740000.0,-694000.0,0.0,0.0,0.0,0.0,1119000.0,2293000.0,3280000.0,-3280000.0,-298000.0,-2982000.0,0.0,0.0,0.0,-2982000.0,0.0,-2982000.0,-0.6,-0.6,8306454.0,8306454.0,0.0,0.0,0.0,0.0,-3128000.0,-3280000.0,-2982000.0,0.281,0.391,-0.108,0.0,0.2877,0.0,0.0,16.087,3.462,1.2925,0.0,0.0,0.0,0.0,1989000.0,3245000.0,1888000.0,47000.0,184500.0,1060500.0,0.0,0.0011,0.0,3.4143,0.0,-0.025,-1.757,-0.966,-43.617,4.0,0.0,0.7706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.0,0.0,0.0,-418000.0,1697500.0,3088500.0,-0.282,0.0,11.0067,-1.2798,0.0178,0.0,0.0,-0.2697,BCLI,4.8,5.85,39870979.199999996
2011-06-30,0.0,-1.0828,-0.7866,0.0,0.0,0.3684,-0.5238,1.4522,4.475,-1.0,0.0508,0.0,0.0,-0.5355,0.6839,2.0933,-1.0828,0.3684,0.0,0.0,0.0,0.0,586000.0,829000.0,1283000.0,-1283000.0,-191000.0,-1092000.0,5000.0,0.0,0.0,-1097000.0,0.0,-1097000.0,-0.15,-0.15,8083599.0,8083599.0,0.0,0.0,0.0,0.0,-1245000.0,-1283000.0,-1097000.0,0.0,0.0,0.0,0.0,1314000.0,1993000.0,3175000.0,-3175000.0,-207000.0,-2968000.0,24000.0,0.0,0.0,-2992000.0,0.0,-2992000.0,-0.6,-0.6,8083599.0,8083599.0,0.0,0.0,0.0,0.0,-3021000.0,-3175000.0,-2992000.0,0.278,0.447,-0.099,0.0,0.3586,0.0,0.0,6.7173,2.456,0.7293,0.0,0.0,0.0,0.0,1858000.0,3617000.0,1764000.0,-558000.0,181500.0,1271500.0,0.0,0.0,0.0,2.3285,0.0,0.0,-3.124,-1.141,0.0,4.0,0.0,0.6019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.0,0.0,0.0,-738500.0,957750.0,2623000.0,-0.228,0.0,15.3382,-1.3369,0.0233,0.0,0.0,-0.2727,BCLI,7.35,4.724999999999999,59414452.65
