,gross_profit_growth_q,ebit_growth_q,net_income_growth_q,eps_growth_q,eps_diluted_growth_q,operating_cash_flow_growth_q,asset_growth_q,book_value_per_share_growth_q,debt_growth_q,trade_and_non-trade_receivables_growth_q,inventory_growth_q,dividends_per_basic_common_share_growth_q,free_cash_flow_growth_q,research_and_development_(r&d)_expenses_growth_q,"selling,_general_and_administrative_(sg&a)_expenses_growth_q",operating_income_growth_q,weighted_average_shares_growth_q,revenue_q,revenue_growth_q,cost_of_revenue_q,gross_profit_q,research_and_development_(r&d)_expenses_q,"selling,_general_and_administrative_(sg&a)_expenses_q",operating_expenses_q,operating_income_q,interest_expense_q,earnings_before_tax_q,income_tax_expense_q,net_income_to_non-controlling_interests_q,net_income_from_discontinued_operations_q,net_income_q,preferred_dividends_income_statement_impact_q,net_income_common_q,eps_q,eps_diluted_q,weighted_average_shares_q,dividends_per_common_share_q,gross_margin_q,ebitda_margin_q,ebit_margin_q,profit_margin_q,free_cash_flow_margin_q,ebitda_q,ebit_q,consolidated_income_q,revenue_t,revenue_growth_t,cost_of_revenue_t,gross_profit_t,research_and_development_(r&d)_expenses_t,"selling,_general_and_administrative_(sg&a)_expenses_t",operating_expenses_t,operating_income_t,interest_expense_t,earnings_before_tax_t,income_tax_expense_t,net_income_to_non-controlling_interests_t,net_income_from_discontinued_operations_t,net_income_t,preferred_dividends_income_statement_impact_t,net_income_common_t,eps_t,eps_diluted_t,weighted_average_shares_t,weighted_average_shares_diluted_t,dividends_per_common_share_t,gross_margin_t,ebitda_margin_t,ebit_margin_t,profit_margin_t,free_cash_flow_margin_t,ebitda_t,ebit_t,consolidated_income_t,book_value_per_share_q,tangible_book_value_per_share_q,fcf_per_share_q,interest_debt_per_share_q,cash_per_share_q,debt_to_equity_ratio_q,total_debt_to_total_assets_q,interest_coverage_q,income_quality_q,payout_ratio_q,intangible_assets_out_of_total_assets_q,"selling,_general_and_administrative_expense_of_revenue_q",research_and_development_expense_of_revenue_q,tangible_asset_value_q,invested_capital_q,average_receivables_q,average_payables_q,average_inventory_q,capex/operating_cf_q,share_based_compensation_of_revenue_q,capex/revenue_q,capex/deprecation_q,roe_t,roa_t,return_on_sales_t,asset_turnover_t,income_quality_t,average_days_of_payables_t,average_days_of_receivables_t,days_of_inventory_on_hand_t,account_receivables_turnover_t,account_payables_turnover_t,inventory_turnover_t,payout_ratio_t,ev/ebit_t,"selling,_general_and_administrative_expense_of_revenue_t",research_and_development_expense_of_revenue_t,invested_capital_average_t,average_equity_t,average_assets_t,fcf_per_share_t,sales_per_share_t,interest_coverage_t,capex/operating_cf_t,share_based_compensation_of_revenue_t,capex/revenue_t,capex/deprecation_t,ticker,price,sma_50,market_cap
2015-12-31,0.0701,-0.4859,-0.596,-0.5938,-0.5938,0.0863,0.0488,-0.0265,0.1266,0.0861,0.0,0.2255,-0.2125,0.0,-0.0185,0.1196,0.0248,233798000.0,0.0455,155143000.0,78655000.0,0.0,6271000.0,40368000.0,38287000.0,13721000.0,28701000.0,2999000.0,0.0,0.0,25702000.0,0.0,25702000.0,0.13,0.13,200796678.0,0.125,0.3364,0.293,0.1814,0.11,0.2264,68564000.0,42422000.0,25702000.0,930990000.0,0.0666,618469000.0,312521000.0,0.0,24061000.0,167247000.0,145274000.0,52684000.0,97205000.0,11575000.0,0.0,0.0,85630000.0,0.0,85630000.0,0.43,0.43,200796678.0,,0.5,0.3357,0.27,0.161,0.092,0.0153,251112000.0,149889000.0,85630000.0,9.087,16.497,0.264,5.8255,1.3592,0.6411,0.3531,3.0918,2.7133,0.962,0.0,0.0268,0.0,3312510000.0,4209336000.0,83262500.0,148255000.0,0.0,-0.241,0.0056,-0.0719,-0.643,0.047,0.027,0.161,0.289,2.6574,48.6851,33.9905,0.0,11.1814,6.2797,0.0,1.163,19.0,0.0258,0.0,4137717000.0,1822529250.0,3219197250.0,0.071,4.636,2.8451,-0.9376,0.0061,-0.2292,-2.1077,DRH,9.65,10.592857142857142,1937687942.7
2015-09-30,0.0221,-0.3325,-0.4416,-0.4545,-0.4545,0.1604,0.0207,0.0318,-0.0614,0.1397,0.0,0.2255,1.3847,0.0,-0.0503,0.085,0.0257,238502000.0,0.0405,157916000.0,80586000.0,0.0,6048000.0,39170000.0,41416000.0,12907000.0,28635000.0,4171000.0,0.0,0.0,24464000.0,0.0,24464000.0,0.12,0.12,200735245.0,0.125,0.3379,0.28,0.1742,0.103,0.1842,66669000.0,41542000.0,24464000.0,920818000.0,0.0824,613451000.0,307367000.0,0.0,24178000.0,166184000.0,141183000.0,53426000.0,136551000.0,13009000.0,0.0,0.0,123542000.0,0.0,123542000.0,0.61,0.61,200735245.0,,0.477,0.3338,0.314,0.2063,0.134,0.0309,289158000.0,189977000.0,123542000.0,9.08,15.893,0.219,5.2616,0.586,0.5795,0.3311,3.2186,2.3658,1.042,0.0,0.0254,0.0,3190347000.0,4128912000.0,95957500.0,174069000.0,0.0,-0.2409,0.0059,-0.0585,-0.5549,0.068,0.039,0.206,0.29,1.7971,75.3131,40.5194,0.0,9.5961,5.29,0.0,0.782,17.0,0.0263,0.0,4079779500.0,1823624750.0,3180657500.0,0.142,4.587,3.5559,-0.8717,0.0061,-0.2102,-1.9512,DRH,11.05,11.7175,2218124457.25
2015-06-30,0.1616,-0.3733,-0.5219,-0.5556,-0.5385,0.1935,0.0438,0.0467,-0.0252,0.2262,0.0,0.2255,-1.6374,0.0,0.3499,-0.1976,0.0257,249801000.0,0.0864,154894000.0,94907000.0,0.0,6331000.0,50743000.0,44164000.0,12838000.0,31553000.0,6731000.0,0.0,0.0,24822000.0,0.0,24822000.0,0.12,0.12,200711085.0,0.125,0.3799,0.28,0.1777,0.099,-0.1636,69985000.0,44391000.0,24822000.0,911533000.0,0.1038,605911000.0,305622000.0,0.0,24498000.0,167683000.0,137939000.0,55210000.0,155457000.0,12571000.0,0.0,0.0,142886000.0,0.0,142886000.0,0.71,0.71,200711085.0,,0.454,0.3353,0.34,0.2311,0.157,-0.1422,310074000.0,210667000.0,142886000.0,9.078,16.079,-0.204,5.4672,0.7191,0.6022,0.34,3.4578,2.6405,1.042,0.0,0.0253,0.0,3227268000.0,4180268000.0,91071000.0,166954000.0,0.0,-1.6235,0.0073,-0.426,-4.1577,0.079,0.045,0.231,0.288,1.4978,74.3792,40.1718,0.0,10.009,5.4598,0.0,0.639,16.0,0.0269,0.0,4055932000.0,1798486000.0,3164489750.0,-0.646,4.542,3.8157,-1.6059,0.0062,-0.377,-3.4573,DRH,12.81,13.198333333333332,2571108998.85
2015-03-31,0.2971,0.8383,1.6359,1.5,1.5,2.1723,0.043,0.067,-0.0493,0.1644,0.0,0.2255,-1.7631,0.0,0.0428,1.1274,0.0257,208888000.0,0.0989,150516000.0,58372000.0,0.0,5410000.0,36966000.0,21406000.0,13219000.0,8315000.0,-2326000.0,0.0,0.0,10641000.0,0.0,10641000.0,0.05,0.05,200488647.0,0.125,0.2794,0.22,0.1031,0.051,-0.2,45894000.0,21534000.0,10641000.0,891666000.0,0.0955,599246000.0,292420000.0,0.0,22857000.0,143608000.0,148812000.0,56972000.0,180138000.0,10158000.0,0.0,0.0,169980000.0,0.0,169980000.0,0.86,0.85,200488647.0,,0.432,0.3279,0.377,0.2659,0.191,-0.0277,336075000.0,237110000.0,169980000.0,9.081,15.695,-0.208,5.1607,0.743,0.5683,0.3288,1.629,3.2328,2.5,0.0,0.0259,0.0,3146664000.0,4032352000.0,82308500.0,155993000.0,0.0,-2.2147,0.0057,-0.3647,-3.1275,0.096,0.054,0.266,0.285,1.1965,68.9781,36.2521,0.0,10.8332,5.7161,0.0,0.502,15.0,0.0256,0.0,3977835500.0,1767247750.0,3130603250.0,-0.123,4.447,4.1619,-1.1213,0.0061,-0.2558,-2.3045,DRH,14.13,14.377500000000001,2832904582.11
2014-12-31,0.2573,0.8562,1.1524,1.1333,1.1333,0.474,0.0363,0.0856,-0.049,0.151,0.0,0.2,-0.2357,0.0,0.2735,0.5912,0.0024,223627000.0,0.11,150125000.0,73502000.0,0.0,6389000.0,39305000.0,34197000.0,14462000.0,68048000.0,4433000.0,0.0,0.0,63615000.0,0.0,63615000.0,0.32,0.32,195943813.0,0.102,0.3287,0.477,0.369,0.284,0.3005,106610000.0,82510000.0,63615000.0,872862000.0,0.0915,594098000.0,278764000.0,0.0,22267000.0,141297000.0,137467000.0,58278000.0,169013000.0,5636000.0,0.0,0.0,163377000.0,0.0,163377000.0,0.83,0.83,195943813.0,,0.409,0.3194,0.375,0.2604,0.187,0.0023,327046000.0,227291000.0,163377000.0,9.334,16.119,0.343,5.2991,1.1182,0.5677,0.3288,5.7053,1.0091,0.319,0.0,0.0286,0.0,3158351000.0,3977586000.0,74590000.0,164385000.0,0.0,0.047,0.0054,0.0135,0.1251,0.095,0.053,0.26,0.282,1.1007,72.0627,33.3808,0.0,11.7021,5.3099,0.0,0.493,17.0,0.0255,0.0,3943665250.0,1728005000.0,3098148000.0,0.01,4.455,3.9001,-0.9889,0.0061,-0.2037,-1.7828,DRH,14.87,14.875428571428568,2913684499.31
2014-09-30,0.3461,1.6494,4.1154,4.5,4.5,0.0574,0.0429,0.032,0.0613,0.1116,0.0,0.2,-8.8753,0.0,0.2912,0.8225,0.0012,229217000.0,0.1217,150376000.0,78841000.0,0.0,6368000.0,40669000.0,38172000.0,14691000.0,47541000.0,3733000.0,0.0,0.0,43808000.0,0.0,43808000.0,0.22,0.22,195698858.0,0.102,0.344,0.382,0.2715,0.191,-0.4983,87585000.0,62232000.0,43808000.0,850702000.0,0.0105,586695000.0,264007000.0,0.0,21263000.0,139244000.0,124763000.0,58584000.0,130648000.0,1331000.0,0.0,-22727000.0,129317000.0,0.0,129317000.0,0.66,0.65,195698858.0,,0.393,0.3103,0.341,0.2224,0.152,0.0267,290286000.0,189232000.0,129317000.0,8.8,15.972,-0.584,5.7502,1.1112,0.6534,0.36,4.2361,1.1385,0.464,0.0,0.0278,0.0,3125676000.0,4033522000.0,85191500.0,154384500.0,0.0,-3.2899,0.0062,-0.7159,-6.4723,0.076,0.042,0.222,0.277,1.231,67.8507,38.4834,0.0,9.9858,5.5103,0.0,0.595,17.0,0.025,0.0,3925754500.0,1690931000.0,3070503250.0,0.116,4.347,3.2301,-0.8573,0.006,-0.1604,-1.3505,DRH,12.68,13.129444444444443,2481461519.44
2014-06-30,0.1596,1.0846,2.4445,2.375,2.25,0.5781,0.0289,0.0126,0.0579,-0.05,0.0,0.2,9.4294,0.0,-0.1153,0.7546,0.0012,229934000.0,0.0547,148229000.0,81705000.0,0.0,4690000.0,26668000.0,55037000.0,14600000.0,56234000.0,4318000.0,0.0,0.0,51916000.0,0.0,51916000.0,0.27,0.26,195679187.0,0.102,0.3553,0.417,0.3081,0.226,0.2789,95986000.0,70834000.0,51916000.0,825830000.0,0.0054,582094000.0,243736000.0,0.0,19827000.0,136200000.0,107536000.0,58364000.0,92125000.0,-1948000.0,0.0,-23612000.0,94073000.0,0.0,94073000.0,0.48,0.47,195679187.0,,0.375,0.2951,0.306,0.1822,0.114,0.1834,252470000.0,150489000.0,94073000.0,8.673,15.8,0.328,5.7529,1.7865,0.6633,0.3641,4.8516,1.0578,0.378,0.0,0.0204,0.0,3091722000.0,3867882000.0,83974000.0,147406500.0,0.0,0.1676,0.0071,0.04,0.3659,0.056,0.031,0.182,0.272,1.6634,65.4824,36.1623,0.0,9.8344,5.6024,0.0,0.781,23.0,0.024,0.0,3899254250.0,1677071000.0,3038390750.0,0.774,4.22,2.5785,-0.0322,0.0056,-0.0061,-0.0495,DRH,12.82,12.43142857142857,2508607177.34
2014-03-31,0.1199,2.5368,1.9784,2.0,2.0,-0.4046,0.0002,-0.0068,0.0098,0.0681,0.0,0.2,-4.5367,0.0,-0.3387,6.4313,0.0003,190084000.0,0.0809,145081000.0,45003000.0,0.0,5188000.0,34941000.0,10062000.0,14525000.0,-2811000.0,-6848000.0,0.0,0.0,4037000.0,0.0,4037000.0,0.02,0.02,195470791.0,0.102,0.2368,0.194,0.0616,0.021,-0.0796,36864000.0,11714000.0,4037000.0,813910000.0,0.0377,581419000.0,232491000.0,0.0,20438000.0,148624000.0,83867000.0,58220000.0,55414000.0,-1815000.0,0.0,-24564000.0,57229000.0,0.0,57229000.0,0.29,0.29,195470791.0,,0.358,0.2856,0.267,0.1396,0.07,0.1148,217679000.0,113634000.0,57229000.0,8.511,15.434,-0.077,5.5674,1.0714,0.6541,0.3607,0.8065,2.6862,5.1,0.0,0.0273,0.0,3016843000.0,3895671000.0,73632000.0,143451500.0,0.0,-2.3946,0.0055,-0.1366,-1.0325,0.034,0.019,0.14,0.27,2.3828,64.3431,34.1075,0.0,11.0538,5.6738,0.0,1.234,28.0,0.0251,0.0,3913925250.0,1671275750.0,3016674750.0,0.478,4.164,1.9518,-0.3146,0.0054,-0.0527,-0.4123,DRH,11.75,12.19142857142857,2296781794.25
2013-12-31,-0.2534,0.394,0.7776,0.5,0.5,-0.1015,0.0352,-0.0828,0.1043,0.012,0.0,0.0625,1.5128,0.0,-0.0682,-0.2708,0.081,201467000.0,-0.1731,143009000.0,58458000.0,0.0,5017000.0,36966000.0,21492000.0,14768000.0,29684000.0,128000.0,0.0,-22727000.0,29556000.0,0.0,29556000.0,0.15,0.15,195478353.0,0.085,0.2902,0.347,0.2206,0.147,0.4365,69851000.0,44452000.0,29556000.0,799688000.0,0.1002,572017000.0,227671000.0,0.0,23072000.0,152513000.0,75158000.0,57279000.0,47952000.0,-1113000.0,0.0,-25237000.0,49065000.0,0.0,49065000.0,0.25,0.25,195478353.0,,0.34,0.2847,0.264,0.1316,0.061,0.1411,210985000.0,105231000.0,49065000.0,8.598,15.591,0.45,5.5856,1.1955,0.6497,0.3582,3.01,1.4735,0.567,0.0,0.0249,0.0,3047772000.0,3905943000.0,68942500.0,148160500.0,0.0,1.0192,0.0049,0.2203,1.7475,0.029,0.016,0.132,0.265,2.9295,71.4031,31.6547,0.0,11.5993,5.3974,0.0,1.36,30.0,0.0289,0.0,3921592000.0,1673982000.0,3016503750.0,0.577,4.091,1.8372,-0.2148,0.0065,-0.0386,-0.2919,DRH,11.55,11.382857142857143,2257774977.15
2013-09-30,0.0779,1.7126,1.1913,1.1667,1.1667,0.8264,0.0081,-0.022,0.0411,0.1434,0.0,0.0625,1.0362,0.0,-0.208,2.1062,0.0017,204345000.0,0.1113,145775000.0,58570000.0,0.0,4932000.0,37625000.0,20945000.0,14471000.0,9018000.0,454000.0,0.0,-885000.0,8564000.0,0.0,8564000.0,0.04,0.04,195470791.0,0.085,0.2866,0.244,0.1149,0.042,0.071,49769000.0,23489000.0,8564000.0,841864000.0,0.2393,594351000.0,247513000.0,0.0,23462000.0,164374000.0,83139000.0,59571000.0,33096000.0,-3041000.0,0.0,-4898000.0,36137000.0,0.0,36137000.0,0.2,0.2,195470791.0,,0.335,0.294,0.25,0.1101,0.043,0.0712,210400000.0,92667000.0,36137000.0,8.527,15.333,0.074,5.4243,0.6651,0.6361,0.3538,1.6232,5.5078,2.125,0.0,0.0241,0.0,2997226000.0,3927521000.0,75629500.0,140680000.0,0.0,-0.6925,0.0048,-0.1599,-1.243,0.022,0.012,0.11,0.282,4.1137,65.3074,34.9841,0.0,11.1314,5.9842,0.0,1.675,32.0,0.0279,0.0,3906861000.0,1677587500.0,2990571250.0,0.307,4.307,1.5556,-0.5969,0.0066,-0.1054,-0.7537,DRH,10.67,10.187428571428569,2085673339.97
2013-06-30,0.2432,0.4651,0.6852,0.6,0.6,1.0355,0.1486,-0.0322,0.1815,0.2773,0.0,0.0625,-0.2947,0.0,0.06,0.361,0.164,218014000.0,0.2048,147554000.0,70460000.0,0.0,5301000.0,39092000.0,31368000.0,14456000.0,19523000.0,4451000.0,0.0,-952000.0,15072000.0,0.0,15072000.0,0.08,0.08,195449956.0,0.085,0.3232,0.281,0.1559,0.069,0.0282,61195000.0,33979000.0,15072000.0,821392000.0,0.2593,578110000.0,243282000.0,0.0,24757000.0,200022000.0,43260000.0,57832000.0,-21617000.0,-4411000.0,0.0,10076000.0,-17206000.0,0.0,-17206000.0,-0.08,-0.08,195449956.0,,0.33,0.2962,0.184,0.0441,-0.021,-0.433,150750000.0,36215000.0,-17206000.0,8.565,15.374,0.031,5.4442,0.7284,0.6357,0.3541,2.3505,2.309,1.063,0.0,0.0243,0.0,3004858000.0,3926566000.0,76781000.0,135248000.0,0.0,-0.8233,0.0063,-0.1314,-1.0528,-0.01,-0.006,0.044,0.275,-7.3993,65.1692,38.2729,0.0,10.6979,6.0732,0.0,-4.125,75.0,0.0301,0.0,3902442250.0,1686248500.0,2984575250.0,-1.82,4.203,0.6262,-3.7934,0.0067,-0.588,-4.2166,DRH,9.32,9.461764705882352,1821593589.92
2013-03-31,0.7487,-0.5993,-2.5778,-2.0,-2.0,9.4492,0.1466,-0.0338,0.193,0.378,0.0,0.0625,-0.9512,0.0,0.7372,1.2903,0.1638,175863000.0,0.485,135678000.0,40185000.0,0.0,7845000.0,38831000.0,1354000.0,13583000.0,-10271000.0,-6145000.0,0.0,-673000.0,-4126000.0,0.0,-4126000.0,-0.02,-0.02,195419755.0,0.085,0.2285,0.172,0.0188,-0.023,0.0243,30171000.0,3312000.0,-4126000.0,784328000.0,0.262,554828000.0,229500000.0,0.0,24457000.0,194561000.0,34939000.0,55886000.0,-30457000.0,-7123000.0,0.0,10569000.0,-23334000.0,0.0,-23334000.0,-0.11,-0.11,195419755.0,,0.325,0.2926,0.17,0.0324,-0.03,-0.4502,133341000.0,25429000.0,-23334000.0,8.569,15.434,0.022,5.5146,0.857,0.6436,0.3573,0.2438,-4.4142,-4.25,0.0,0.0446,0.0,3016159000.0,3926338000.0,61441000.0,130857000.0,0.0,-0.7652,0.0106,-0.0792,-0.5189,-0.014,-0.008,0.032,0.272,-4.6974,66.7452,33.1378,0.0,12.7655,5.9938,0.0,-2.955,107.0,0.0312,0.0,3758538250.0,1639288750.0,2887404750.0,-1.807,4.014,0.455,-4.2212,0.0069,-0.5899,-4.2875,DRH,9.31,9.107878787878786,1819357919.0500002
2012-12-31,0.3512,0.5111,2.3692,2.3333,2.3333,-0.2049,0.052,0.0401,-0.052,0.351,0.0,0.0,-0.159,0.0,-0.1517,0.5422,0.085,243642000.0,0.2428,165344000.0,78298000.0,0.0,5384000.0,48826000.0,29472000.0,17061000.0,14826000.0,-1801000.0,0.0,-2388000.0,16627000.0,0.0,16627000.0,0.1,0.1,180826124.0,0.08,0.3214,0.284,0.1309,0.068,0.1436,69265000.0,31887000.0,16627000.0,726887000.0,0.2113,514592000.0,212295000.0,0.0,21095000.0,183841000.0,28454000.0,53771000.0,-23385000.0,-6793000.0,0.0,-1483000.0,-16592000.0,0.0,-16592000.0,-0.09,-0.09,180826124.0,,0.32,0.2921,0.182,0.0418,-0.023,-0.3711,131979000.0,30386000.0,-16592000.0,9.374,16.281,0.194,5.4679,0.4742,0.5833,0.3358,1.869,2.9153,0.8,0.0,0.0221,0.0,2944042000.0,3847019000.0,59630000.0,134760500.0,0.0,-0.278,0.0053,-0.0553,-0.3605,-0.01,-0.006,0.042,0.26,-5.6134,70.2405,34.4127,0.0,12.19,5.3939,0.0,-3.556,89.0,0.029,0.0,3614232250.0,1592979500.0,2790978000.0,-1.492,4.02,0.5651,-3.8963,0.0062,-0.4992,-3.5721,DRH,9.0,8.753823529411763,1627435116.0
2012-09-07,0.2142,-3.636,-43.1172,-23.0,-23.0,0.0359,0.0478,-0.0332,-0.0534,0.0781,0.0,0.0,-50.3648,0.0,-0.035,-2.4876,0.1658,183873000.0,0.1724,129534000.0,54339000.0,0.0,6227000.0,73273000.0,-18934000.0,12732000.0,-45695000.0,-916000.0,0.0,14089000.0,-44779000.0,0.0,-44779000.0,-0.24,-0.24,195141934.0,0.08,0.2955,-0.054,-0.1793,-0.244,-2.1812,-9881000.0,-32963000.0,-44779000.0,679293000.0,0.3074,487350000.0,191943000.0,0.0,22091000.0,173384000.0,18559000.0,52002000.0,-32404000.0,-4119000.0,0.0,-1052000.0,-28285000.0,0.0,-28285000.0,-0.14,-0.14,195141934.0,,0.32,0.2826,0.171,0.0289,-0.042,-0.3874,116228000.0,19598000.0,-28285000.0,8.719,15.236,-2.055,5.2191,0.4195,0.5986,0.3425,-2.589,-0.5767,-0.333,0.0,0.0339,0.0,2973242000.0,3909846000.0,68011500.0,132307000.0,0.0,-16.5292,0.0053,-2.3216,-18.4942,-0.018,-0.01,0.029,0.247,-3.7344,70.2443,37.9184,0.0,9.9879,5.1342,0.0,-2.286,137.0,0.0325,0.0,3592829000.0,1544740500.0,2754626250.0,-1.348,3.481,0.3769,-3.4913,0.0065,-0.5429,-3.8163,DRH,10.02,9.629444444444445,1955322178.6799998
2012-06-15,0.2934,0.8209,17.0863,0.0,0.0,0.6002,-0.0664,-0.0279,-0.1308,0.1176,0.0,0.0,1.0236,0.0,0.1436,0.8736,0.0033,180950000.0,0.205,124272000.0,56678000.0,0.0,5001000.0,33631000.0,23047000.0,12510000.0,10683000.0,1739000.0,0.0,-459000.0,8944000.0,0.0,8944000.0,0.05,0.05,167918292.0,0.08,0.3132,0.242,0.1282,0.049,0.0482,43786000.0,23193000.0,8944000.0,652257000.0,0.2693,469899000.0,182358000.0,0.0,22317000.0,132137000.0,50221000.0,50551000.0,14515000.0,-964000.0,0.0,-14894000.0,15479000.0,0.0,15479000.0,0.09,0.09,167918292.0,,0.32,0.2796,0.249,0.0998,0.024,0.1995,162435000.0,65066000.0,15479000.0,8.85,15.58,0.052,5.3635,0.9877,0.606,0.3443,1.854,1.9116,1.6,0.0,0.0276,0.0,2616176000.0,3350950000.0,63886500.0,124537500.0,0.0,-0.4901,0.0073,-0.0463,-0.4069,0.01,0.006,0.1,0.24,6.766,69.3003,37.7352,0.0,10.2096,5.2374,0.0,3.556,37.0,0.0342,0.0,3570135250.0,1496779500.0,2720717000.0,0.775,3.884,1.2871,0.2423,0.0068,0.0389,0.2606,DRH,10.19,10.177222222222223,1711087395.48
2012-03-23,0.1746,2.3885,1.2368,1.2857,1.2857,-0.7723,0.032,-0.0362,0.1594,0.0087,0.0,0.0,388.5354,0.0,0.1085,0.2307,0.0056,118423000.0,0.1414,95443000.0,22980000.0,0.0,4516000.0,27644000.0,-4664000.0,11468000.0,-3202000.0,-5817000.0,0.0,-12723000.0,2615000.0,0.0,2615000.0,0.02,0.02,167918292.0,0.08,0.1941,0.243,0.0698,0.022,0.7396,28806000.0,8266000.0,2615000.0,621475000.0,0.2072,451973000.0,169502000.0,0.0,21689000.0,130027000.0,39475000.0,48056000.0,6554000.0,575000.0,0.0,-14608000.0,5979000.0,0.0,5979000.0,0.04,0.04,167918292.0,,0.32,0.2727,0.246,0.0879,0.01,-0.3993,153088000.0,54610000.0,5979000.0,8.869,15.665,0.522,5.3796,1.0998,0.6065,0.3434,0.7208,0.6665,4.0,0.0,0.0381,0.0,2630452000.0,3349114000.0,51451000.0,117771500.0,0.0,49.2484,0.0079,0.7249,4.1792,0.004,0.002,0.088,0.225,16.4439,69.4726,30.3488,0.0,12.079,5.277,0.0,8.0,48.0,0.0349,0.0,3667766250.0,1506191000.0,2767200500.0,-1.478,3.701,1.1364,-3.5243,0.0072,-0.5575,-3.5186,DRH,9.89,10.197222222222223,1660711907.88
2011-12-31,0.8057,1.7134,1.6419,0.5,0.5,0.4325,0.159,-0.0789,0.3356,0.0003,0.0,0.0,0.5311,0.0,0.1488,2.176,0.1537,196047000.0,0.8014,138101000.0,57946000.0,0.0,6347000.0,38836000.0,19110000.0,15292000.0,5810000.0,875000.0,0.0,-1959000.0,4935000.0,0.0,4935000.0,0.03,0.03,166667459.0,0.08,0.2956,0.273,0.1076,0.025,0.2123,53517000.0,21102000.0,4935000.0,600083000.0,0.1454,435208000.0,164875000.0,0.0,21247000.0,126998000.0,37877000.0,45406000.0,-5157000.0,2521000.0,0.0,-1760000.0,-7678000.0,0.0,-7678000.0,-0.05,-0.05,166667459.0,,0.32,0.2748,0.233,0.0671,-0.013,-0.5599,139558000.0,40249000.0,-7678000.0,9.013,16.792,0.25,6.2576,0.481,0.6943,0.3727,1.3799,12.3528,2.667,0.0,0.0324,0.0,2798635000.0,3761406000.0,50721500.0,123519500.0,0.0,-0.3174,0.0059,-0.0987,-0.5969,-0.005,-0.003,0.067,0.218,-13.5753,78.8528,30.8553,0.0,11.8309,4.8582,0.0,-6.4,65.0,0.0354,0.0,3596209500.0,1518004000.0,2746784250.0,-2.016,3.6,0.8864,-4.2235,0.0075,-0.7336,-4.4329,DRH,9.64,9.053529411764703,1606674304.76
2011-09-09,0.1781,0.7748,0.7128,0.5,0.5,-0.133,0.1714,-0.0118,0.3747,-0.0672,0.0,0.0,0.9097,0.0,0.6345,0.882,0.0829,156837000.0,0.0379,112083000.0,44754000.0,0.0,6453000.0,32026000.0,12728000.0,11281000.0,1224000.0,2239000.0,0.0,247000.0,-1015000.0,0.0,-1015000.0,-0.01,-0.01,167385657.0,0.08,0.2854,0.232,0.0797,-0.006,-0.0498,36326000.0,12505000.0,-1015000.0,519588000.0,0.0213,379358000.0,140230000.0,0.0,20425000.0,115247000.0,24983000.0,35084000.0,-8018000.0,2729000.0,0.0,-1372000.0,-10747000.0,0.0,-10747000.0,-0.06,-0.06,167385657.0,,0.24,0.2699,0.237,0.0521,-0.021,-0.6744,123240000.0,27066000.0,-10747000.0,9.018,16.952,-0.047,6.4276,0.5641,0.7127,0.3792,1.1085,-24.5616,-8.0,0.0,0.0411,0.0,2837605000.0,3819071000.0,67813000.0,129738000.0,0.0,-1.3132,0.0066,-0.2087,-1.3743,-0.007,-0.004,0.052,0.196,-7.986,94.0508,45.9801,0.0,7.6621,4.0049,0.0,-4.0,78.0,0.0393,0.0,3420696000.0,1495844000.0,2650777750.0,-2.094,3.104,0.7715,-5.083,0.0087,-0.8396,-4.5361,DRH,7.05,8.37638888888889,1180068881.85
2011-06-17,0.0147,-0.152,-1.6627,-1.0,-1.0,-0.1891,0.1611,-0.1543,0.3218,-0.0891,0.0,0.0,-1.4785,0.0,0.2284,-0.1651,0.2748,150168000.0,-0.0063,106346000.0,43822000.0,0.0,4373000.0,31521000.0,12301000.0,10015000.0,2722000.0,3278000.0,0.0,-173000.0,-556000.0,0.0,-556000.0,0.0,0.0,167373785.0,0.08,0.2918,0.229,0.0848,-0.004,-2.4611,34439000.0,12737000.0,-556000.0,513864000.0,0.0372,380401000.0,133463000.0,0.0,17920000.0,114445000.0,19018000.0,35043000.0,-13436000.0,-170000.0,0.0,-1619000.0,-13266000.0,0.0,-13266000.0,-0.07,-0.07,167373785.0,,0.16,0.2597,0.224,0.042,-0.026,-0.8351,115297000.0,21607000.0,-13266000.0,9.104,16.742,-2.208,6.1903,0.5779,0.68,0.3698,1.2718,-19.2158,-1.143,0.0,0.0291,0.0,2802110000.0,3741474000.0,63291500.0,120045000.0,0.0,-35.5911,0.0091,-2.5322,-17.5217,-0.009,-0.005,0.042,0.202,-6.758,88.955,42.8598,0.0,8.119,4.2806,0.0,-2.286,101.0,0.0349,0.0,3239812750.0,1471105250.0,2546977750.0,-2.564,3.07,0.6166,-5.7866,0.0085,-1.0096,-5.5372,DRH,10.01,10.88111111111111,1675411587.85
