,gross_profit_growth_q,ebit_growth_q,net_income_growth_q,eps_growth_q,eps_diluted_growth_q,operating_cash_flow_growth_q,asset_growth_q,book_value_per_share_growth_q,debt_growth_q,trade_and_non-trade_receivables_growth_q,inventory_growth_q,dividends_per_basic_common_share_growth_q,free_cash_flow_growth_q,research_and_development_(r&d)_expenses_growth_q,"selling,_general_and_administrative_(sg&a)_expenses_growth_q",operating_income_growth_q,weighted_average_shares_growth_q,revenue_q,revenue_growth_q,cost_of_revenue_q,gross_profit_q,research_and_development_(r&d)_expenses_q,"selling,_general_and_administrative_(sg&a)_expenses_q",operating_expenses_q,operating_income_q,interest_expense_q,earnings_before_tax_q,income_tax_expense_q,net_income_to_non-controlling_interests_q,net_income_from_discontinued_operations_q,net_income_q,preferred_dividends_income_statement_impact_q,net_income_common_q,eps_q,eps_diluted_q,weighted_average_shares_q,dividends_per_common_share_q,gross_margin_q,ebitda_margin_q,ebit_margin_q,profit_margin_q,free_cash_flow_margin_q,ebitda_q,ebit_q,consolidated_income_q,revenue_t,revenue_growth_t,cost_of_revenue_t,gross_profit_t,research_and_development_(r&d)_expenses_t,"selling,_general_and_administrative_(sg&a)_expenses_t",operating_expenses_t,operating_income_t,interest_expense_t,earnings_before_tax_t,income_tax_expense_t,net_income_to_non-controlling_interests_t,net_income_from_discontinued_operations_t,net_income_t,preferred_dividends_income_statement_impact_t,net_income_common_t,eps_t,eps_diluted_t,weighted_average_shares_t,weighted_average_shares_diluted_t,dividends_per_common_share_t,gross_margin_t,ebitda_margin_t,ebit_margin_t,profit_margin_t,free_cash_flow_margin_t,ebitda_t,ebit_t,consolidated_income_t,book_value_per_share_q,tangible_book_value_per_share_q,fcf_per_share_q,interest_debt_per_share_q,cash_per_share_q,debt_to_equity_ratio_q,total_debt_to_total_assets_q,interest_coverage_q,income_quality_q,payout_ratio_q,intangible_assets_out_of_total_assets_q,"selling,_general_and_administrative_expense_of_revenue_q",research_and_development_expense_of_revenue_q,tangible_asset_value_q,invested_capital_q,average_receivables_q,average_payables_q,average_inventory_q,capex/operating_cf_q,roe_t,roa_t,return_on_sales_t,asset_turnover_t,income_quality_t,average_days_of_payables_t,average_days_of_receivables_t,days_of_inventory_on_hand_t,account_receivables_turnover_t,account_payables_turnover_t,inventory_turnover_t,payout_ratio_t,ev/ebit_t,"selling,_general_and_administrative_expense_of_revenue_t",research_and_development_expense_of_revenue_t,invested_capital_average_t,average_equity_t,average_assets_t,fcf_per_share_t,sales_per_share_t,interest_coverage_t,capex/operating_cf_t,ticker,price,sma_50,market_cap
2015-12-31,0.0286,0.4144,0.3085,0.28,0.28,-0.3017,0.0558,0.044,-0.1683,0.0,0.0,-0.16,-0.2791,0.0,-0.0643,0.4144,-0.0095,38909000.0,0.0286,0.0,38909000.0,0.0,22640000.0,26769000.0,12140000.0,0.0,12140000.0,2647000.0,0.0,0.0,9493000.0,0.0,9493000.0,0.32,0.32,29967410.0,0.21,1.0,0.415,0.312,0.244,0.4779,16144000.0,12140000.0,9493000.0,157515000.0,0.2374,0.0,157515000.0,0.0,88282000.0,106208000.0,51307000.0,0.0,51307000.0,13818000.0,0.0,0.0,37489000.0,0.0,37489000.0,1.25,1.25,29967410.0,,0.53,1.0,0.428,0.3257,0.238,0.3199,67374000.0,51307000.0,37489000.0,15.683,117.56,0.621,1.4228,4.2259,0.0907,0.0117,0.0,1.9174,0.656,0.035,0.5819,0.0,3522974000.0,3438972000.0,0.0,0.0,0.0,0.0216,0.081,0.011,0.326,0.044,1.371,0.0,0.0,0.0,0.0,0.0,0.0,0.424,9.0,0.5605,0.0,3352855750.0,465080000.0,3546460750.0,1.682,5.256,0.0,-0.0196,HFWA,18.84,18.91199988571428,564586004.4
2015-09-30,0.0638,0.3537,0.343,0.3913,0.3913,-0.1962,0.0417,0.0513,-0.2249,0.0,0.0,0.2222,-0.1964,0.0,-0.0175,0.3537,-0.0129,40633000.0,0.0638,0.0,40633000.0,0.0,23079000.0,27322000.0,13311000.0,0.0,13311000.0,3819000.0,0.0,0.0,9492000.0,0.0,9492000.0,0.32,0.32,29954942.0,0.11,1.0,0.434,0.3276,0.234,0.3547,17650000.0,13311000.0,9492000.0,156432000.0,0.4336,0.0,156432000.0,0.0,89840000.0,108682000.0,47750000.0,0.0,47750000.0,12499000.0,0.0,0.0,35251000.0,0.0,35251000.0,1.18,1.18,29954942.0,,0.57,1.0,0.411,0.3052,0.225,0.3681,64324000.0,47750000.0,35251000.0,15.647,115.742,0.481,1.4081,4.7564,0.09,0.0117,0.0,1.5628,0.344,0.0357,0.568,0.0,3467037000.0,3366740000.0,0.0,0.0,0.0,-0.0283,0.076,0.01,0.305,0.045,1.6812,0.0,0.0,0.0,0.0,0.0,0.0,0.483,11.0,0.5743,0.0,3307477500.0,461214000.0,3498200250.0,1.923,5.222,0.0,-0.0282,HFWA,18.82,18.184444277777782,563752008.44
2015-06-30,0.1676,1.1228,1.1034,0.8125,0.8125,12.6432,0.0262,-0.4529,-0.1026,0.0,0.0,0.375,297.1,0.0,-0.0746,1.1091,0.8656,38162000.0,0.1676,0.0,38162000.0,0.0,21584000.0,26079000.0,12083000.0,0.0,12083000.0,3358000.0,0.0,0.0,8725000.0,0.0,8725000.0,0.29,0.29,30243417.0,0.11,1.0,0.416,0.3166,0.229,0.4655,15888000.0,12083000.0,8725000.0,153995000.0,0.7109,0.0,153995000.0,0.0,90250000.0,109723000.0,44272000.0,0.0,44272000.0,11445000.0,0.0,0.0,32827000.0,0.0,32827000.0,1.09,1.09,30243417.0,,0.55,1.0,0.398,0.2875,0.213,0.3968,61324000.0,44272000.0,32827000.0,15.181,110.816,0.587,1.3182,2.8208,0.0868,0.0115,0.0,2.086,0.379,0.037,0.5656,0.0,3351460000.0,3306015000.0,0.0,0.0,0.0,-0.0238,0.072,0.009,0.287,0.044,1.9156,0.0,0.0,0.0,0.0,0.0,0.0,0.505,12.0,0.5861,0.0,3257071250.0,456952750.0,3462185750.0,2.021,5.092,0.0,-0.0282,HFWA,17.870001000000002,17.441389,540449892.0334171
2015-03-31,1.1415,2.614,2.8455,1.0,1.0,-0.9706,1.0808,0.1454,0.7298,0.0,0.0,0.25,-1.0784,0.0,0.619,2.6064,0.8659,39811000.0,1.1415,0.0,39811000.0,0.0,20981000.0,26038000.0,13773000.0,0.0,13773000.0,3994000.0,0.0,0.0,9779000.0,0.0,9779000.0,0.32,0.32,30257691.0,0.1,1.0,0.444,0.346,0.246,-0.0096,17692000.0,13773000.0,9779000.0,148518000.0,0.9986,0.0,148518000.0,0.0,91990000.0,110600000.0,37918000.0,0.0,37881000.0,9631000.0,0.0,0.0,28250000.0,0.0,28250000.0,0.96,0.96,30257691.0,,0.52,1.0,0.362,0.2551,0.19,0.2915,53780000.0,37881000.0,28250000.0,15.286,110.053,-0.013,1.6459,2.6461,0.1077,0.0144,0.0,0.0165,0.313,0.0374,0.527,0.0,3329958000.0,3299696000.0,0.0,0.0,0.0,-3.3851,0.062,0.008,0.255,0.043,1.6289,0.0,0.0,0.0,0.0,0.0,0.0,0.542,12.0,0.6194,0.0,3220348500.0,454628000.0,3439999500.0,1.431,4.908,0.0,-0.0593,HFWA,17.0,16.408055611111106,514380747.0
2014-12-31,0.9253,6.5158,9.2183,5.25,5.25,1.4374,1.0842,0.1286,0.7425,0.0,0.0,2.125,1.6346,0.0,0.5294,6.4376,0.8664,37826000.0,0.9253,0.0,37826000.0,0.0,24196000.0,29243000.0,8583000.0,0.0,8583000.0,1328000.0,0.0,0.0,7255000.0,0.0,7255000.0,0.25,0.25,30255743.0,0.25,1.0,0.346,0.2269,0.192,0.6819,13094000.0,8583000.0,7255000.0,127298000.0,0.7276,0.0,127298000.0,0.0,83970000.0,99334000.0,27964000.0,0.0,27919000.0,6905000.0,0.0,0.0,21014000.0,0.0,21014000.0,0.82,0.82,30255743.0,,0.5,1.0,0.336,0.2193,0.165,0.3815,42721000.0,27919000.0,21014000.0,15.022,109.99,0.852,1.6943,4.0203,0.1128,0.0148,0.0,3.5931,1.0,0.0376,0.6397,0.0,3327832000.0,3257459000.0,0.0,0.0,0.0,-0.0105,0.053,0.007,0.219,0.043,2.4429,0.0,0.0,0.0,0.0,0.0,0.0,0.61,13.0,0.6596,0.0,2771935500.0,393100750.0,2990780500.0,1.605,4.207,0.0,-0.054,HFWA,17.549999,17.45171442857143,530988259.394257
2014-09-30,1.0014,1.0485,1.1483,0.15,0.15,1.4047,1.0612,0.1504,1.402,0.0,0.0,-0.5,1.3837,0.0,0.8797,1.0485,0.8125,38196000.0,1.0014,0.0,38196000.0,0.0,23489000.0,28363000.0,9833000.0,0.0,9833000.0,2765000.0,0.0,0.0,7068000.0,0.0,7068000.0,0.23,0.23,30346724.0,0.09,1.0,0.384,0.2574,0.185,0.4696,14650000.0,9833000.0,7068000.0,109118000.0,0.5406,0.0,109118000.0,0.0,75593000.0,88583000.0,20535000.0,0.0,20478000.0,6009000.0,0.0,0.0,14469000.0,0.0,14469000.0,0.59,0.59,30346724.0,,0.33,1.0,0.296,0.1877,0.133,0.2984,32341000.0,20478000.0,14469000.0,14.883,109.43,0.591,1.7932,6.925,0.1205,0.0158,0.0,2.6109,0.391,0.0378,0.615,0.0,3320848000.0,3165115000.0,0.0,0.0,0.0,-0.028,0.043,0.006,0.188,0.043,2.4855,0.0,0.0,0.0,0.0,0.0,0.0,0.559,18.0,0.6928,0.0,2339340250.0,333414750.0,2541102500.0,1.073,3.596,0.0,-0.0945,HFWA,15.84,16.44527766666667,480692108.15999997
2014-06-30,0.9239,0.4294,0.542,-0.1111,-0.1111,-0.8376,1.379,1.0963,1.7153,0.0,0.0,0.0,-1.0095,0.0,1.0535,0.4301,0.0701,32685000.0,0.9239,0.0,32685000.0,0.0,23324000.0,26956000.0,5729000.0,0.0,5692000.0,1544000.0,0.0,0.0,4148000.0,0.0,4148000.0,0.16,0.16,16210833.0,0.08,1.0,0.255,0.1741,0.127,-0.0018,8344000.0,5692000.0,4148000.0,90007000.0,0.3156,0.0,90007000.0,0.0,64600000.0,74505000.0,15502000.0,0.0,15445000.0,4754000.0,0.0,0.0,10691000.0,0.0,10691000.0,0.56,0.56,16210833.0,,0.42,1.0,0.267,0.1716,0.119,0.2461,24072000.0,15445000.0,10691000.0,27.749,201.176,-0.004,2.7403,9.0387,0.0988,0.0131,0.0,0.3216,0.5,0.0384,0.7136,0.0,3261226000.0,3159124000.0,0.0,0.0,0.0,-1.045,0.039,0.005,0.172,0.043,2.3555,0.0,0.0,0.0,0.0,0.0,0.0,0.75,9.0,0.7177,0.0,1930764500.0,274650750.0,2096876750.0,1.366,5.552,0.0,-0.1204,HFWA,16.09,16.018571514285718,260832302.97
2014-03-31,0.035,-0.1018,-0.1185,-0.1579,-0.1579,0.2709,0.1488,0.0062,1.3934,0.0,0.0,0.0,0.758,0.0,0.0798,-0.1004,0.0727,18590000.0,0.035,0.0,18590000.0,0.0,12959000.0,14771000.0,3819000.0,0.0,3811000.0,1268000.0,0.0,0.0,2543000.0,0.0,2543000.0,0.16,0.16,16216367.0,0.08,1.0,0.357,0.205,0.137,0.2634,6633000.0,3811000.0,2543000.0,74311000.0,0.0757,0.0,74311000.0,0.0,52634000.0,60532000.0,13779000.0,0.0,13735000.0,4502000.0,0.0,0.0,9233000.0,0.0,9233000.0,0.58,0.58,16216367.0,,0.42,1.0,0.284,0.1848,0.124,0.3836,21104000.0,13735000.0,9233000.0,13.346,100.617,0.302,1.7754,9.5209,0.133,0.0173,0.0,2.1549,0.5,0.0185,0.6971,0.0,1631649000.0,1506044000.0,0.0,0.0,0.0,-0.1066,0.043,0.006,0.185,0.046,3.4729,0.0,0.0,0.0,0.0,0.0,0.0,0.724,13.0,0.7083,0.0,1474445500.0,212324750.0,1605390750.0,1.758,4.582,0.0,-0.1111,HFWA,16.92,17.4431428,274380929.64000005
2013-12-31,0.1702,-0.7386,-0.766,-0.8,-0.8,0.0878,0.233,0.0089,0.8363,0.0,0.0,-0.7895,0.3164,0.0,0.4702,-0.737,0.075,19647000.0,0.1702,0.0,19647000.0,0.0,15821000.0,18493000.0,1154000.0,0.0,1142000.0,432000.0,0.0,0.0,710000.0,0.0,710000.0,0.04,0.04,16210802.0,0.08,1.0,0.138,0.0581,0.036,0.4983,2714000.0,1142000.0,710000.0,73683000.0,0.0552,0.0,73683000.0,0.0,51676000.0,59477000.0,14206000.0,0.0,14168000.0,4593000.0,0.0,0.0,9575000.0,0.0,9575000.0,0.61,0.61,16210802.0,,0.42,1.0,0.273,0.1923,0.13,0.3582,20122000.0,14168000.0,9575000.0,13.31,100.43,0.604,1.8148,8.044,0.1364,0.0177,0.0,15.0634,2.0,0.0187,0.8053,0.0,1628058000.0,1527078000.0,0.0,0.0,0.0,-0.0846,0.046,0.006,0.192,0.047,3.2268,0.0,0.0,0.0,0.0,0.0,0.0,0.689,12.0,0.7013,0.0,1422618500.0,208347500.0,1551542500.0,1.628,4.545,0.0,-0.1458,HFWA,17.1,16.8314286,277204714.20000005
2013-09-30,0.1445,0.1505,0.1491,0.0526,0.0526,-0.1953,0.2253,-0.0313,-0.0102,0.0,0.0,-0.5,-0.1898,0.0,0.1439,0.1505,0.1056,19085000.0,0.1445,0.0,19085000.0,0.0,12496000.0,14285000.0,4800000.0,0.0,4800000.0,1510000.0,0.0,0.0,3290000.0,0.0,3290000.0,0.2,0.2,16742667.0,0.18,1.0,0.334,0.2515,0.172,0.3943,6381000.0,4800000.0,3290000.0,70826000.0,0.0331,0.0,70826000.0,0.0,46616000.0,53388000.0,17438000.0,0.0,17394000.0,5495000.0,0.0,0.0,11899000.0,0.0,11899000.0,0.77,0.77,16742667.0,,0.72,1.0,0.327,0.2456,0.168,0.3394,23146000.0,17394000.0,11899000.0,12.937,98.149,0.449,1.3531,8.0706,0.1046,0.0135,0.0,2.3325,0.9,0.0186,0.6548,0.0,1643280000.0,1530812000.0,0.0,0.0,0.0,-0.0194,0.058,0.008,0.246,0.048,2.5241,0.0,0.0,0.0,0.0,0.0,0.0,0.935,10.0,0.6582,0.0,1351647750.0,204141500.0,1473168000.0,1.436,4.23,0.0,-0.1996,HFWA,15.52,15.721428628571429,259846191.84
2013-06-30,-0.0377,-0.1678,-0.1578,-0.1429,-0.1429,2.1515,0.0654,0.0236,0.198,0.0,0.0,0.0,2.3291,0.0,0.0532,-0.167,-0.0212,16989000.0,-0.0377,0.0,16989000.0,0.0,11358000.0,12983000.0,4006000.0,0.0,3982000.0,1292000.0,0.0,0.0,2690000.0,0.0,2690000.0,0.18,0.18,15148304.0,0.08,1.0,0.316,0.2344,0.158,0.3704,5376000.0,3982000.0,2690000.0,68416000.0,0.0334,0.0,68416000.0,0.0,45044000.0,51606000.0,16810000.0,0.0,16766000.0,5294000.0,0.0,0.0,11472000.0,0.0,11472000.0,0.76,0.76,15148304.0,,0.9,1.0,0.325,0.2451,0.168,0.3771,22202000.0,16766000.0,11472000.0,13.237,93.186,0.415,1.08,6.2134,0.0816,0.0115,0.0,3.0543,0.444,0.0098,0.6686,0.0,1411610000.0,1333848000.0,0.0,0.0,0.0,-0.2342,0.057,0.008,0.245,0.049,2.7804,0.0,0.0,0.0,0.0,0.0,0.0,1.184,5.0,0.6584,0.0,1283535000.0,200553750.0,1396209250.0,1.703,4.516,0.0,-0.1911,HFWA,14.65,14.050882352941176,221922653.6
2013-03-31,-0.04,-0.3059,-0.3082,-0.2963,-0.2963,-0.2699,0.0525,-0.0032,-0.4213,0.0,0.0,0.3333,-0.485,0.0,0.1396,-0.3096,-0.0219,17962000.0,-0.04,0.0,17962000.0,0.0,12001000.0,13717000.0,4245000.0,0.0,4243000.0,1358000.0,0.0,0.0,2885000.0,0.0,2885000.0,0.19,0.19,15117253.0,0.08,1.0,0.315,0.2362,0.161,0.155,5650000.0,4243000.0,2885000.0,69082000.0,0.0891,0.0,69082000.0,0.0,44470000.0,51469000.0,17613000.0,0.0,17569000.0,5593000.0,0.0,0.0,11976000.0,0.0,11976000.0,0.79,0.79,15117253.0,,0.9,1.0,0.329,0.2543,0.173,0.3098,22708000.0,17569000.0,11976000.0,13.264,94.788,0.184,0.7957,9.6733,0.06,0.0083,0.0,1.4946,0.421,0.0098,0.6681,0.0,1432941000.0,1298736000.0,0.0,0.0,0.0,-0.3541,0.06,0.009,0.254,0.05,2.1951,0.0,0.0,0.0,0.0,0.0,0.0,1.139,7.0,0.6437,0.0,1263630000.0,200456250.0,1374335250.0,1.416,4.57,0.0,-0.1859,HFWA,14.5,14.316969696969698,219200168.5
2012-12-31,0.0821,0.3427,0.3593,0.3333,0.3333,1.1883,-0.0171,0.0052,-0.3062,0.0,0.0,0.2667,0.9664,0.0,0.0647,0.3379,-0.0228,16790000.0,0.0821,0.0,16790000.0,0.0,10761000.0,12403000.0,4387000.0,0.0,4369000.0,1335000.0,0.0,0.0,3034000.0,0.0,3034000.0,0.2,0.2,15080149.0,0.38,1.0,0.342,0.2602,0.181,0.4429,5739000.0,4369000.0,3034000.0,69831000.0,0.1865,0.0,69831000.0,0.0,43000000.0,50314000.0,19517000.0,0.0,19439000.0,6178000.0,0.0,0.0,13261000.0,0.0,13261000.0,0.87,0.87,15080149.0,,0.88,1.0,0.346,0.2784,0.19,0.344,24156000.0,19439000.0,13261000.0,13.192,88.291,0.493,1.0624,6.9143,0.0805,0.0119,0.0,3.2406,1.9,0.0105,0.6409,0.0,1331442000.0,1243195000.0,0.0,0.0,0.0,-0.2436,0.066,0.01,0.278,0.051,2.1026,0.0,0.0,0.0,0.0,0.0,0.0,1.011,7.0,0.6158,0.0,1249314750.0,201744750.0,1356281250.0,1.593,4.631,0.0,-0.1384,HFWA,14.69,14.090882352941174,221527388.81
2012-09-30,0.1643,0.6445,0.5594,0.5833,0.5833,0.8015,-0.0018,0.0141,0.2194,0.0,0.0,6.2,1.0792,0.0,0.1257,0.6265,-0.0324,16675000.0,0.1643,0.0,16675000.0,0.0,10924000.0,12503000.0,4172000.0,0.0,4172000.0,1309000.0,0.0,0.0,2863000.0,0.0,2863000.0,0.19,0.19,15144079.0,0.36,1.0,0.326,0.2502,0.172,0.557,5437000.0,4172000.0,2863000.0,68557000.0,-0.0072,0.0,68557000.0,0.0,42346000.0,50148000.0,18409000.0,0.0,18324000.0,5865000.0,0.0,0.0,12459000.0,0.0,12459000.0,0.82,0.82,15144079.0,,0.8,1.0,0.331,0.2673,0.182,0.2971,22708000.0,18324000.0,12459000.0,13.355,89.301,0.613,1.5114,7.7195,0.1132,0.0167,0.0,3.3311,1.895,0.0104,0.6551,0.0,1352377000.0,1258361000.0,0.0,0.0,0.0,-0.0261,0.061,0.009,0.267,0.05,1.8094,0.0,0.0,0.0,0.0,0.0,0.0,0.976,9.0,0.6177,0.0,1251964000.0,202640250.0,1362142500.0,1.345,4.527,0.0,-0.0965,HFWA,15.03,14.19764705882353,227615507.37
2012-06-30,0.1863,1.0723,0.8955,0.9091,0.9091,-0.681,-0.0004,-0.016,-0.2094,0.0,0.0,1.6667,-0.7528,0.0,0.055,1.0657,-0.0111,17655000.0,0.1863,0.0,17655000.0,0.0,10784000.0,12846000.0,4809000.0,0.0,4785000.0,1591000.0,0.0,0.0,3194000.0,0.0,3194000.0,0.21,0.21,15475757.0,0.08,1.0,0.333,0.271,0.181,0.1071,5882000.0,4785000.0,3194000.0,66204000.0,-0.0276,0.0,66204000.0,0.0,41126000.0,49402000.0,16802000.0,0.0,16689000.0,5257000.0,0.0,0.0,11432000.0,0.0,11432000.0,0.75,0.75,15475757.0,,0.49,1.0,0.312,0.2521,0.173,0.2348,20639000.0,16689000.0,11432000.0,12.932,85.542,0.122,0.8824,5.3798,0.0682,0.0102,0.0,0.8162,0.381,0.0107,0.6108,0.0,1323828000.0,1254228000.0,0.0,0.0,0.0,-0.275,0.056,0.008,0.252,0.049,1.6008,0.0,0.0,0.0,0.0,0.0,0.0,0.653,6.0,0.6212,0.0,1242680250.0,203608000.0,1362769500.0,1.005,4.278,0.0,-0.1504,HFWA,14.65,13.857428571428569,226719840.05
2012-03-31,0.324,4.8275,4.4581,4.4,4.4,1.0282,0.0299,0.019,-0.1622,0.0,0.0,0.0,1.9201,0.0,0.027,4.72,-0.0074,18711000.0,0.324,0.0,18711000.0,0.0,10531000.0,12562000.0,6149000.0,0.0,6113000.0,1943000.0,0.0,0.0,4170000.0,0.0,4170000.0,0.27,0.27,15456297.0,0.06,1.0,0.379,0.3267,0.223,0.289,7098000.0,6113000.0,4170000.0,63431000.0,0.0076,0.0,63431000.0,0.0,40564000.0,49110000.0,14321000.0,0.0,14213000.0,4290000.0,0.0,0.0,9923000.0,0.0,9923000.0,0.65,0.65,15456297.0,,0.44,1.0,0.274,0.2241,0.156,0.3358,17388000.0,14213000.0,9923000.0,13.306,88.019,0.35,1.3448,9.0421,0.1011,0.0151,0.0,1.4163,0.222,0.0105,0.5628,0.0,1360446000.0,1241475000.0,0.0,0.0,0.0,-0.0843,0.048,0.007,0.224,0.047,2.405,0.0,0.0,0.0,0.0,0.0,0.0,0.677,8.0,0.6395,0.0,1235092250.0,204987000.0,1362918500.0,1.378,4.104,0.0,-0.1074,HFWA,13.6,13.66171428571429,210205639.2
2011-12-31,-0.3967,-0.7748,-0.7539,-0.8148,-0.8148,-0.6543,0.001,-0.2784,0.2136,0.0,0.0,0.0,-0.498,0.0,-0.0468,-0.7735,0.3875,15516000.0,-0.3967,0.0,15516000.0,0.0,10107000.0,12237000.0,3279000.0,0.0,3254000.0,1022000.0,0.0,0.0,2232000.0,0.0,2232000.0,0.15,0.15,15431355.0,0.3,1.0,0.277,0.2097,0.144,0.2437,4291000.0,3254000.0,2232000.0,58854000.0,0.0182,0.0,58854000.0,0.0,40287000.0,49605000.0,9249000.0,0.0,9151000.0,2633000.0,0.0,0.0,6518000.0,0.0,6518000.0,0.42,0.42,15431355.0,,0.38,1.0,0.2,0.1555,0.111,0.3015,11776000.0,9151000.0,6518000.0,13.124,87.773,0.245,1.4964,8.02,0.114,0.0169,0.0,2.013,2.0,0.0106,0.6514,0.0,1354460000.0,1253792000.0,0.0,0.0,0.0,-0.1582,0.032,0.005,0.155,0.044,3.2021,0.0,0.0,0.0,0.0,0.0,0.0,0.905,7.0,0.6845,0.0,1225734500.0,204404750.0,1352953750.0,1.15,3.814,0.0,-0.1497,HFWA,12.56,12.316176470588236,193817818.8
2011-09-30,0.0728,-0.1725,0.0737,-0.25,-0.2,0.0725,0.0913,-0.1018,0.1965,0.0,0.0,0.0,-0.0053,0.0,0.2363,-0.171,0.4076,14322000.0,0.0728,0.0,14322000.0,0.0,9704000.0,11757000.0,2565000.0,0.0,2537000.0,701000.0,0.0,0.0,1836000.0,0.0,1836000.0,0.12,0.12,15651703.0,0.05,1.0,0.235,0.1771,0.128,0.3119,3368000.0,2537000.0,1836000.0,69054000.0,0.7242,0.0,69054000.0,0.0,40783000.0,48611000.0,20443000.0,0.0,20345000.0,6299000.0,0.0,0.0,14046000.0,691000.0,13355000.0,1.09,1.09,15651703.0,,0.08,1.0,0.331,0.2946,0.193,0.3113,22867000.0,20345000.0,14046000.0,13.169,86.537,0.285,1.1992,9.7115,0.0911,0.0137,0.0,2.8834,0.417,0.0107,0.6776,0.0,1354458000.0,1221226000.0,0.0,0.0,0.0,-0.1562,0.065,0.01,0.295,0.051,2.1996,0.0,0.0,0.0,0.0,0.0,0.0,0.073,4.0,0.5906,0.0,1212975250.0,204344500.0,1352628500.0,1.374,4.412,0.0,-0.2682,HFWA,11.04,11.393333333333336,172794801.11999997
2011-06-30,0.526,0.8067,2.2218,1.2,1.2,1.0605,0.3258,-0.0944,0.1251,0.0,0.0,0.0,0.9811,0.0,0.6055,0.7464,0.412,14882000.0,0.526,0.0,14882000.0,0.0,10222000.0,12554000.0,2328000.0,0.0,2309000.0,624000.0,0.0,0.0,1685000.0,0.0,1685000.0,0.11,0.11,15648809.0,0.03,1.0,0.177,0.1552,0.113,0.5137,2631000.0,2309000.0,1685000.0,68082000.0,0.9629,0.0,68082000.0,0.0,38928000.0,47110000.0,20972000.0,0.0,20874000.0,6622000.0,0.0,0.0,14252000.0,1023000.0,13229000.0,1.13,1.12,15648809.0,,0.03,1.0,0.34,0.3066,0.194,0.3161,23131000.0,20874000.0,14252000.0,13.142,84.607,0.489,1.1037,7.5017,0.084,0.0129,0.0,4.8499,0.273,0.011,0.6869,0.0,1323996000.0,1223876000.0,0.0,0.0,0.0,-0.0645,0.068,0.01,0.307,0.051,2.1934,0.0,0.0,0.0,0.0,0.0,0.0,0.027,4.0,0.5718,0.0,1177073500.0,193574500.0,1323989500.0,1.375,4.351,0.0,-0.2583,HFWA,12.93,12.95638888888889,202339100.37
2011-03-31,0.5579,0.0532,1.0932,0.6667,0.6667,-0.4369,0.3194,-0.0949,1.4196,0.0,0.0,0.0,-0.6075,0.0,0.7208,-0.0936,0.4073,14132000.0,0.5579,0.0,14132000.0,0.0,10254000.0,13057000.0,1075000.0,0.0,1049000.0,285000.0,0.0,0.0,764000.0,0.0,764000.0,0.05,0.05,15571857.0,0.0,1.0,0.105,0.0742,0.054,0.1311,1484000.0,1049000.0,764000.0,62952000.0,0.9077,0.0,62952000.0,0.0,35073000.0,42975000.0,19977000.0,0.0,19843000.0,6421000.0,0.0,0.0,13422000.0,1355000.0,12067000.0,1.07,1.06,15571857.0,,0.0,1.0,0.352,0.3152,0.192,0.2817,22129000.0,19843000.0,13422000.0,13.058,84.778,0.119,1.5933,9.0497,0.122,0.0186,0.0,3.8115,0.0,0.0111,0.7256,0.0,1320153000.0,1204044000.0,0.0,0.0,0.0,-0.364,0.066,0.01,0.315,0.051,2.0561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.5571,0.0,1095970750.0,182368750.0,1241746500.0,1.139,4.043,0.0,-0.2852,HFWA,14.17,14.465833333333332,220653213.69
2010-12-31,2.2649,20.25,19.5669,10.5714,10.5714,-0.2781,0.3477,-0.1013,0.8225,0.0,0.0,0.0,-0.5739,0.0,1.1257,14.7852,0.4201,25718000.0,2.2649,0.0,25718000.0,0.0,10603000.0,11243000.0,14475000.0,0.0,14450000.0,4689000.0,0.0,0.0,9761000.0,691000.0,9070000.0,0.81,0.81,11121346.0,0.0,1.0,0.598,0.5619,0.353,0.2929,15384000.0,14450000.0,9761000.0,57800000.0,0.877,0.0,57800000.0,0.0,30779000.0,37713000.0,20087000.0,0.0,19789000.0,6435000.0,0.0,0.0,13354000.0,1686000.0,11668000.0,1.05,1.04,11121346.0,,0.0,1.0,0.382,0.3424,0.202,0.3564,22064000.0,19789000.0,13354000.0,18.188,121.633,0.677,1.7109,15.1952,0.0941,0.0139,0.0,1.433,0.0,0.0109,0.4123,0.0,1352719000.0,1202755000.0,0.0,0.0,0.0,-0.4203,0.068,0.01,0.342,0.05,2.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5325,0.0,1019060750.0,171443000.0,1160947750.0,1.852,5.197,0.0,-0.2389,HFWA,13.92,14.150857142857143,154809136.32
