,gross_profit_growth_q,ebit_growth_q,net_income_growth_q,eps_growth_q,eps_diluted_growth_q,weighted_average_shares_diluted_growth_q,operating_cash_flow_growth_q,asset_growth_q,book_value_per_share_growth_q,debt_growth_q,trade_and_non-trade_receivables_growth_q,inventory_growth_q,dividends_per_basic_common_share_growth_q,free_cash_flow_growth_q,research_and_development_(r&d)_expenses_growth_q,"selling,_general_and_administrative_(sg&a)_expenses_growth_q",operating_income_growth_q,weighted_average_shares_growth_q,revenue_q,revenue_growth_q,cost_of_revenue_q,gross_profit_q,research_and_development_(r&d)_expenses_q,"selling,_general_and_administrative_(sg&a)_expenses_q",operating_expenses_q,operating_income_q,interest_expense_q,earnings_before_tax_q,income_tax_expense_q,net_income_to_non-controlling_interests_q,net_income_from_discontinued_operations_q,net_income_q,preferred_dividends_income_statement_impact_q,net_income_common_q,eps_q,eps_diluted_q,weighted_average_shares_q,weighted_average_shares_diluted_q,dividends_per_common_share_q,gross_margin_q,ebit_margin_q,free_cash_flow_margin_q,ebitda_q,ebit_q,consolidated_income_q,revenue_t,revenue_growth_t,cost_of_revenue_t,gross_profit_t,research_and_development_(r&d)_expenses_t,"selling,_general_and_administrative_(sg&a)_expenses_t",operating_expenses_t,operating_income_t,interest_expense_t,earnings_before_tax_t,income_tax_expense_t,net_income_to_non-controlling_interests_t,net_income_from_discontinued_operations_t,net_income_t,preferred_dividends_income_statement_impact_t,net_income_common_t,eps_t,eps_diluted_t,weighted_average_shares_t,weighted_average_shares_diluted_t,dividends_per_common_share_t,gross_margin_t,ebit_margin_t,free_cash_flow_margin_t,ebitda_t,ebit_t,consolidated_income_t,book_value_per_share_q,tangible_book_value_per_share_q,fcf_per_share_q,interest_debt_per_share_q,cash_per_share_q,debt_to_equity_ratio_q,total_debt_to_total_assets_q,interest_coverage_q,current_ratio_q,income_quality_q,payout_ratio_q,intangible_assets_out_of_total_assets_q,"selling,_general_and_administrative_expense_of_revenue_q",research_and_development_expense_of_revenue_q,working_capital_q,tangible_asset_value_q,net_current_asset_value_q,invested_capital_q,average_receivables_q,average_payables_q,average_inventory_q,capex/operating_cf_q,roe_t,roa_t,roic_t,piotroski_f-score_t,asset_turnover_t,income_quality_t,average_days_of_payables_t,average_days_of_receivables_t,days_of_inventory_on_hand_t,account_receivables_turnover_t,account_payables_turnover_t,inventory_turnover_t,payout_ratio_t,ev/ebit_t,"selling,_general_and_administrative_expense_of_revenue_t",research_and_development_expense_of_revenue_t,invested_capital_average_t,average_equity_t,average_assets_t,fcf_per_share_t,sales_per_share_t,interest_coverage_t,return_on_tangible_assets_t,capex/operating_cf_t,ticker,price,sma_50,market_cap
2015-09-30,0.0,-0.2651,-0.2655,0.0,0.0,0.2155,-0.4002,0.4479,0.306,0.0949,0.0,0.0,0.0,-0.4006,0.0984,0.1755,-0.1237,0.2155,0.0,0.0,0.0,0.0,1360774.0,1802770.0,3458839.0,-3458839.0,3286.0,-3910363.0,0.0,0.0,0.0,-3910363.0,0.0,-3910363.0,-0.13,-0.13,30345375.0,30345375.0,0.0,0.0,0.0,0.0,-3611782.0,-3907077.0,-3910363.0,0.0,0.0,0.0,0.0,8777519.0,7509601.0,17805280.0,-17805280.0,5977.0,-15197865.0,0.0,0.0,0.0,-15197865.0,0.0,-15197865.0,-0.54,-0.54,28404405.0,28404405.0,0.0,0.0,0.0,0.0,-14012634.0,-15191888.0,-15197865.0,1.4,0.965,-0.073,0.0016,0.9457,0.0011,0.001,-1189.007,7.483,0.5649,0.0,0.3682,0.0,0.0,25156022.0,29297032.0,25156022.0,-3232242.0,0.0,972106.0,0.0,0.001,-0.383,-0.344,-0.804,4.0,0.0,0.7036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,-3516324.0,39709893.0,44132664.0,-0.383,0.0,-2541.7246,-0.5982,0.0173,OHRP,2.76,2.852222222222222,83753235.0
2015-06-30,0.0,-0.6336,-0.6317,-0.2222,-0.2222,0.2911,0.1383,0.3877,0.2259,0.0949,-1.0,0.0,0.0,0.089,0.2982,0.9786,-0.6228,0.2911,0.0,0.0,0.0,0.0,1496768.0,1554997.0,3334840.0,-3334840.0,2028.0,-3345997.0,0.0,0.0,0.0,-3345997.0,0.0,-3345997.0,-0.11,-0.11,30323206.0,30323206.0,0.0,0.0,0.0,0.0,-3060894.0,-3343969.0,-3345997.0,0.0,0.0,0.0,0.0,8717432.0,7236025.0,17143003.0,-17143003.0,4172.0,-14434738.0,0.0,0.0,0.0,-14434738.0,0.0,-14434738.0,-0.54,-0.54,30323206.0,30323206.0,0.0,0.0,0.0,0.0,-13241020.0,-14430566.0,-14434738.0,1.503,1.055,-0.058,0.0039,1.0216,0.0026,0.0024,-1648.8999,8.453,0.5014,0.0,0.3518,0.0,0.0,27953853.0,31981181.0,27953853.0,-2629892.0,14259.5,4267730.0,0.0,0.0572,-0.403,-0.356,-0.7276,4.0,0.0,0.697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,-3952235.0,35775200.0,40546248.0,-0.338,0.0,-3458.9084,-0.5116,0.0183,OHRP,2.51,2.661388888888889,76111247.05999999
2015-03-31,0.0,-0.7274,-0.7277,-0.2,-0.2,0.3694,-6.4934,11.1262,9.5976,-0.0246,0.0,0.0,0.0,-6.6534,4.2245,1.4918,-2.4577,0.3694,0.0,0.0,0.0,0.0,3175855.0,3334971.0,6806088.0,-6806088.0,536.0,-3400548.0,0.0,0.0,0.0,-3400548.0,0.0,-3400548.0,-0.12,-0.12,27713410.0,27713410.0,0.0,0.0,0.0,0.0,-3104750.0,-3400012.0,-3400548.0,0.0,0.0,0.0,0.0,8373631.0,6466933.0,15863123.0,-15863123.0,5726.0,-13139373.0,0.0,0.0,0.0,-13139373.0,0.0,-13139373.0,-0.52,-0.52,27713410.0,27713410.0,0.0,0.0,0.0,0.0,-12111088.0,-13133647.0,-13139373.0,1.738,1.22,-0.15,0.0068,1.1844,0.0039,0.0037,-6343.306,10.229,1.1962,0.0,0.3429,0.0,0.0,30305377.0,33803155.0,30305377.0,-2114679.0,0.0,1020449.0,0.0,0.0214,-0.416,-0.354,-0.6387,4.0,0.0,0.7863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,0.0,-4852570.0,31575256.0,37100258.0,-0.376,0.0,-2293.6862,-0.4312,0.0085,OHRP,2.54,8.308333333333335,70392061.4
2014-12-31,0.0,-1.2748,-1.2742,-0.8,-0.8,0.2711,-1.1185,5.4026,3.1055,0.0,0.0,0.0,0.0,-1.1185,1.0748,1.8515,-0.9411,0.2711,0.0,0.0,0.0,0.0,2805896.0,812469.0,3923987.0,-3923987.0,127.0,-4598337.0,0.0,0.0,0.0,-4598337.0,0.0,-4598337.0,-0.18,-0.18,25259154.0,25259154.0,0.0,0.0,0.0,0.0,-4292588.0,-4598210.0,-4598337.0,0.0,0.0,0.0,0.0,5805656.0,4470363.0,11025418.0,-11025418.0,5190.0,-11707076.0,0.0,0.0,0.0,-11707076.0,0.0,-11707076.0,-0.5,-0.5,25259154.0,25259154.0,0.0,0.0,0.0,0.0,-10952487.0,-11701886.0,-11707076.0,0.895,0.441,-0.108,0.0,0.4134,0.0,0.0,-36206.378,1.626,0.5955,0.0,0.6212,0.0,0.0,4243674.0,11129272.0,4243674.0,-6088484.0,0.0,733026.0,0.0,0.0,-0.575,-0.463,-0.5665,2.0,0.0,0.5814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.0,0.0,0.0,-4438917.0,20368102.0,25300873.0,-0.269,0.0,-2254.6987,-2.6972,0.0002,OHRP,8.34,8.065428571428575,210661344.35999998
2014-09-30,0.0,-0.7136,-0.7133,-0.8571,-0.8571,0.3345,-0.7066,4.5755,2.8149,2.1243,0.0,0.0,0.0,-0.7078,-0.0652,0.8562,-0.7077,0.3345,0.0,0.0,0.0,0.0,1238913.0,1533588.0,3078088.0,-3078088.0,1481.0,-3089856.0,0.0,0.0,0.0,-3089856.0,0.0,-3089856.0,-0.13,-0.13,24966365.0,24966365.0,0.0,0.0,0.0,0.0,-2782788.0,-3088375.0,-3089856.0,0.0,0.0,0.0,0.0,4369413.0,4287205.0,9122924.0,-9122924.0,5576.0,-9130664.0,0.0,0.0,0.0,-9130664.0,0.0,-9130664.0,-0.41,-0.41,22141538.0,22141538.0,0.0,0.0,0.0,0.0,-8658782.0,-9125088.0,-9130664.0,1.072,0.54,-0.063,0.0018,0.5295,0.0016,0.0014,-2085.3309,2.532,0.5106,0.0,0.5793,0.0,0.0,8080899.0,13473832.0,8080899.0,-4975885.0,0.0,408775.0,0.0,0.0007,-0.578,-0.478,-0.42,3.0,0.0,0.587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.0,0.0,0.0,-2967691.0,15801319.0,19102506.0,-0.242,0.0,-1636.4935,-1.1155,0.0002,OHRP,7.25,7.963333333333332,181006146.25
2014-06-30,0.0,-0.5329,-0.5321,-0.2857,-0.2857,0.2555,-1.6749,4.1813,2.4731,1.5688,0.0,0.0,0.0,-1.6749,1.7697,0.3093,-0.5386,0.2555,0.0,0.0,0.0,0.0,1152967.0,785905.0,2054960.0,-2054960.0,3582.0,-2050632.0,0.0,0.0,0.0,-2050632.0,0.0,-2050632.0,-0.09,-0.09,23486785.0,23486785.0,0.0,0.0,0.0,0.0,-1930962.0,-2047050.0,-2050632.0,0.0,0.0,0.0,0.0,4438541.0,3235435.0,7847283.0,-7847283.0,5237.0,-7844255.0,0.0,0.0,0.0,-7844255.0,0.0,-7844255.0,-0.36,-0.36,23486785.0,23486785.0,0.0,0.0,0.0,0.0,-7594246.0,-7839018.0,-7844255.0,1.226,0.652,-0.083,0.0046,0.6335,0.0038,0.0031,-571.4824,2.231,0.9495,0.0,0.5695,0.0,0.0,8329464.0,15304399.0,8329464.0,-6231235.0,14259.5,3434639.5,0.0,0.0,-0.752,-0.626,-0.3499,3.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.0,0.0,0.0,-1821365.0,10429346.0,12532186.0,-0.2,0.0,-1496.8528,-0.9201,0.0,OHRP,9.51,8.75285714285714,223359325.35
2014-03-31,0.0,-5.7346,-5.7346,-4.0,-4.0,0.27,-0.4429,0.6332,0.1469,52.2528,0.0,0.0,0.0,-0.4429,0.4013,7.3543,-1.9461,0.27,0.0,0.0,0.0,0.0,607880.0,1338401.0,1968383.0,-1968383.0,0.0,-1968251.0,0.0,0.0,0.0,-1968251.0,0.0,-1968251.0,-0.1,-0.1,20237591.0,20237591.0,0.0,0.0,0.0,0.0,-1946149.0,-1968251.0,-1968251.0,0.0,0.0,0.0,0.0,3701848.0,3049768.0,7127898.0,-7127898.0,4643.0,-7132054.0,0.0,0.0,0.0,-7132054.0,0.0,-7132054.0,-0.34,-0.34,20237591.0,20237591.0,0.0,0.0,0.0,0.0,-6996363.0,-7127411.0,-7132054.0,0.164,0.185,-0.027,0.0096,0.1717,0.0583,0.0457,0.0,4.056,0.2758,0.0,0.1195,0.0,0.0,2796135.0,3734926.0,2796135.0,-460064.0,0.0,517585.5,0.0,0.0,-1.46,-1.331,-94.7617,1.0,0.0,0.489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37.0,0.0,0.0,-254470.0,4884487.0,5359219.0,-0.172,0.0,-1535.0874,-2.5291,0.0,OHRP,13.61,15.877428571428572,275433613.51
2013-12-31,0.0,0.0885,0.0885,0.2857,0.2857,0.2532,-0.9551,0.5694,5.4118,-1.0,0.0,0.0,0.0,-0.9551,1.3376,0.5059,-1.4811,0.2532,0.0,0.0,0.0,0.0,1352356.0,284922.0,2021493.0,-2021493.0,513.0,-2021925.0,0.0,0.0,0.0,-2021925.0,0.0,-2021925.0,-0.1,-0.1,19872539.0,19872539.0,0.0,0.0,0.0,0.0,-1998883.0,-2021412.0,-2021925.0,0.0,0.0,0.0,0.0,3527757.0,1871572.0,5827658.0,-5827658.0,4643.0,-5456061.0,0.0,0.0,0.0,-5456061.0,0.0,-5456061.0,-0.26,-0.26,19872539.0,19872539.0,0.0,0.0,0.0,0.0,-5340108.0,-5451418.0,-5456061.0,0.218,0.204,-0.065,0.0,0.2021,0.0,0.0,-3940.3743,16.129,0.6393,0.0,0.1147,0.0,0.0,3785810.0,4062875.0,3785810.0,-203580.0,0.0,227389.5,0.0,0.0,-1.18,-1.103,-11.2877,4.0,0.0,0.6087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.0,0.0,0.0,-156222.0,4622546.0,4948042.0,-0.167,0.0,-1174.1154,-1.431,0.0,OHRP,7.88,8.011428571428572,156595607.32
2013-09-30,0.0,-27.3649,-27.7379,-8.0,-8.0,0.1888,-0.7786,0.633,0.8247,-0.3624,0.0,0.0,0.0,-0.7786,1.2642,4.7187,-0.4454,0.1888,0.0,0.0,0.0,0.0,1325338.0,826207.0,1802447.0,-1802447.0,1142.0,-1803447.0,0.0,0.0,0.0,-1803447.0,0.0,-1803447.0,-0.07,-0.07,18707759.0,18707759.0,0.0,0.0,0.0,0.0,-1718252.0,-1802305.0,-1803447.0,0.0,0.0,0.0,0.0,2753914.0,1775857.0,4620916.0,-4620916.0,4689.0,-5652488.0,0.0,0.0,0.0,-5652488.0,0.0,-5652488.0,-0.3,-0.3,18707759.0,18707759.0,0.0,0.0,0.0,0.0,-5556654.0,-5647799.0,-5652488.0,0.281,0.278,-0.049,0.0008,0.2738,0.0027,0.0024,-1578.2005,10.773,0.5126,0.0,0.095,0.0,0.0,4688508.0,5198000.0,4688508.0,-390581.0,0.0,383074.0,0.0,0.0,-1.539,-1.247,-18.5986,3.0,0.0,0.4758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.0,0.0,0.0,-636562.0,3672877.0,4531776.0,-0.144,0.0,-1204.4784,-1.198,0.0,OHRP,8.11,6.922,151719925.48999998
2013-06-30,0.0,-1.9041,-1.9049,-1.3333,-1.3333,0.3351,-0.7137,1.6418,26.1538,-0.0441,0.0,0.0,0.0,-0.7137,0.1791,3.0411,-1.1042,0.3351,0.0,0.0,0.0,0.0,416274.0,600238.0,1335575.0,-1335575.0,2988.0,-1338431.0,0.0,0.0,0.0,-1338431.0,0.0,-1338431.0,-0.07,-0.07,18707759.0,18707759.0,0.0,0.0,0.0,0.0,-1333079.0,-1335443.0,-1338431.0,0.0,0.0,0.0,0.0,2013919.0,1094124.0,4065497.0,-4065497.0,4458.0,-3781592.0,0.0,0.0,0.0,-3781592.0,0.0,-3781592.0,-0.22,-0.22,18707759.0,18707759.0,0.0,0.0,0.0,0.0,-3767678.0,-3777134.0,-3781592.0,0.353,0.337,-0.039,0.0023,0.3233,0.0064,0.0062,-446.9354,24.64,0.5438,0.0,0.0824,0.0,0.0,6006520.0,6296619.0,6006520.0,36344.0,0.0,251860.0,0.0,0.0,-1.276,-0.951,-4.2236,4.0,0.0,0.6042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37.0,0.0,0.0,-740868.0,2963401.0,3975164.0,-0.122,0.0,-847.271,-0.6258,0.0,OHRP,8.0,6.635294117647058,149662072.0
2013-03-31,0.0,0.7931,0.7931,0.7778,0.7778,0.1486,0.357,0.3479,3.86,-0.9246,0.0,0.0,0.0,0.357,0.2353,-0.5948,0.2637,0.1486,0.0,0.0,0.0,0.0,433789.0,160205.0,668143.0,-668143.0,0.0,-292258.0,0.0,0.0,0.0,-292258.0,0.0,-292258.0,-0.02,-0.02,15935576.0,15935576.0,0.0,0.0,0.0,0.0,-289894.0,-292258.0,-292258.0,0.0,0.0,0.0,0.0,1950677.0,642419.0,3364647.0,-3364647.0,2376.0,-2903914.0,0.0,0.0,0.0,-2903914.0,0.0,-2903914.0,-0.18,-0.18,15935576.0,15935576.0,0.0,0.0,0.0,0.0,-2892082.0,-2901538.0,-2903914.0,0.143,0.126,-0.024,0.0002,0.1108,0.0016,0.0014,0.0,6.209,1.2873,0.0,0.2252,0.0,0.0,1656110.0,2012429.0,1656110.0,-67072.0,0.0,313963.5,0.0,0.0,-2.142,-0.998,-4.0613,4.0,0.0,0.6825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.0,0.0,0.0,-1216743.0,1355709.0,2909056.0,-0.124,0.0,-1221.186,-1.7137,0.0,OHRP,5.04,4.9736363636363645,80315303.04
2012-12-31,0.0,-7.3232,-7.3248,-5.6667,-5.6667,-0.1048,-1.9493,0.4102,1.1313,0.0,0.0,0.0,0.0,-1.5668,0.721,0.9613,-0.6387,0.1881,0.0,0.0,0.0,0.0,578513.0,189207.0,814751.0,-814751.0,559.0,-2218352.0,0.0,0.0,0.0,-2218352.0,0.0,-2218352.0,-0.14,-0.14,15857093.0,15857093.0,0.0,0.0,0.0,0.0,-2215429.0,-2217793.0,-2218352.0,0.0,0.0,0.0,0.0,1868053.0,877582.0,3603976.0,-3603976.0,2376.0,-4023973.0,0.0,0.0,0.0,-4023973.0,0.0,-4023973.0,-0.25,-0.25,15857093.0,15857093.0,0.0,0.0,0.0,0.0,-4012141.0,-4021597.0,-4023973.0,0.034,0.146,-0.042,0.0005,0.1305,0.0138,0.0026,-3967.4293,0.956,0.298,0.0,0.2066,0.0,0.0,-104569.0,2320019.0,-104569.0,-2124942.0,0.0,260932.5,0.0,0.0,-6.571,-1.468,0.0,3.0,0.0,0.5444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,0.0,0.0,-1720891.0,612377.0,2741446.0,-0.138,0.0,-1692.5913,63.0499,0.0,OHRP,5.37,5.082352941176472,85152589.41
2012-09-30,0.0,1.0503,1.0497,1.1111,1.1111,0.1887,-0.2716,1.4896,1.4266,0.0,-1.0,0.0,0.0,-0.2716,5.9768,0.4722,-2.3198,0.1887,0.0,0.0,0.0,0.0,585343.0,144474.0,1247028.0,-1247028.0,911.0,67449.0,0.0,0.0,0.0,67449.0,0.0,67449.0,0.01,0.01,15736468.0,15736468.0,0.0,0.0,0.0,0.0,70724.0,68360.0,67449.0,0.0,0.0,0.0,0.0,1625695.0,784845.0,3286408.0,-3286408.0,1817.0,-1454884.0,0.0,0.0,0.0,-1454884.0,0.0,-1454884.0,-0.1,-0.1,14242792.0,14242792.0,0.0,0.0,0.0,0.0,-1443611.0,-1453067.0,-1454884.0,0.154,0.184,-0.033,0.0014,0.1673,0.0091,0.0063,75.0384,2.612,-7.7059,0.0,0.1773,0.0,0.0,1759460.0,2893766.0,1759460.0,-807805.0,89679.0,300758.5,0.0,0.0,3.772,-0.575,0.0,2.0,0.0,1.2055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.0,0.0,0.0,-2538736.0,-385663.0,2528802.0,-0.125,0.0,-799.7067,-0.8071,0.019,OHRP,3.03,2.9082352941176475,47681498.04
2012-06-30,0.0,0.8534,0.8531,0.875,0.875,0.0588,-0.85,0.5718,1.0487,0.0,0.0,0.0,0.0,-0.85,1.9188,0.4083,-1.105,0.0588,0.0,0.0,0.0,0.0,353032.0,148533.0,634725.0,-634725.0,906.0,-460753.0,0.0,0.0,0.0,-460753.0,0.0,-460753.0,-0.03,-0.03,14011897.0,14011897.0,0.0,0.0,0.0,0.0,-457483.0,-459847.0,-460753.0,0.0,0.0,0.0,0.0,1124251.0,738507.0,2415012.0,-2415012.0,906.0,-2880616.0,0.0,0.0,0.0,-2880616.0,0.0,-2880616.0,-0.18,-0.18,14011897.0,14011897.0,0.0,0.0,0.0,0.0,-2871366.0,-2879710.0,-2880616.0,0.013,0.139,-0.03,0.0032,0.1031,0.2506,0.0171,-507.5574,0.789,0.9218,0.0,0.2477,0.0,0.0,-511707.0,1954184.0,-511707.0,-1867153.0,0.0,308547.5,0.0,0.0,1.317,-1.438,0.0,2.0,0.0,0.5703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.0,0.0,0.0,-3825151.0,-2187658.0,2002658.0,-0.12,0.0,-3178.4879,6.1785,0.0203,OHRP,2.7,2.8148571428571434,37832121.900000006
2012-03-31,0.0,-8.0101,-8.0004,0.0,0.0,0.0483,-1.8813,0.0016,-0.5152,27.5968,0.0,0.0,0.0,-3.4133,4.4449,3.5101,-3.203,0.0483,0.0,0.0,0.0,0.0,351165.0,395368.0,907472.0,-907472.0,0.0,-1412317.0,0.0,0.0,0.0,-1412317.0,0.0,-1412317.0,-0.09,-0.09,13873390.0,13873390.0,0.0,0.0,0.0,0.0,-1409953.0,-1412317.0,-1412317.0,0.0,0.0,0.0,0.0,892171.0,695446.0,2081818.0,-2081818.0,84.0,-5557411.0,0.0,0.0,0.0,-5557411.0,0.0,-5557411.0,-0.39,-0.39,13873390.0,13873390.0,0.0,0.0,0.0,0.0,-5550097.0,-5557327.0,-5557411.0,-0.05,0.091,-0.042,0.0035,0.0559,-0.0696,0.0251,0.0,0.464,0.4143,0.0,0.3439,0.0,0.0,-1404463.0,1264198.0,-1404463.0,-2083665.0,0.0,318468.5,0.0,0.0,1.784,-3.146,0.0,1.0,0.0,0.2605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,-3426559.0,-3115481.0,1766419.0,-0.107,0.0,-66158.6548,4.0965,0.0231,OHRP,2.7,2.1891428571428575,37458153.0
2011-12-31,0.0,1.7854,1.7816,2.0,2.0,0.4931,-0.3745,0.2999,-3.1111,-1.0,0.0,0.0,0.0,-0.5793,0.5386,0.0473,-0.4192,0.125,0.0,0.0,0.0,0.0,336155.0,96470.0,497183.0,-497183.0,0.0,350737.0,0.0,0.0,0.0,350737.0,0.0,350737.0,0.03,0.03,13347116.0,17714223.0,0.0,0.0,0.0,0.0,353101.0,350737.0,350737.0,0.0,0.0,0.0,0.0,605500.0,387740.0,1390254.0,-1390254.0,253.0,-4302012.0,0.0,0.0,0.0,-4302012.0,0.0,-4302012.0,-0.3,-0.3,13347116.0,17714223.0,0.0,0.0,0.0,0.0,-4295641.0,-4301759.0,-4302012.0,-0.259,0.104,-0.019,0.0,0.0946,0.0,0.0,0.0,0.243,-0.6391,0.0,0.329,0.0,0.0,-4184315.0,1391317.0,-4184315.0,-5396323.0,0.0,317219.0,0.0,0.149,1.41,-2.436,0.0,2.0,0.0,0.2477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,-2969815.0,-3050249.0,1765661.0,-0.077,0.0,-17003.0,1.0406,-0.0348,OHRP,1.95,2.0294117647058827,26026876.2
2011-09-30,0.0,-2.3668,-2.3699,-1.75,-1.75,0.1013,-1.6267,0.0006,-10.2813,-1.0,1.7542,0.0,0.0,-1.2629,-0.6339,1.373,-0.143,0.1013,0.0,0.0,0.0,0.0,83899.0,98136.0,375632.0,-375632.0,0.0,-1358283.0,0.0,0.0,0.0,-1358283.0,0.0,-1358283.0,-0.09,-0.09,13237986.0,13237986.0,0.0,0.0,0.0,0.0,-1357031.0,-1358283.0,-1358283.0,0.0,0.0,0.0,0.0,521969.0,383377.0,1243401.0,-1243401.0,2433.0,-5101519.0,0.0,0.0,0.0,-5101519.0,0.0,-5101519.0,-0.39,-0.39,12888914.0,12888914.0,0.0,0.0,0.0,0.0,-5094082.0,-5099086.0,-5101519.0,-0.361,0.054,-0.031,0.0,0.0355,0.0,0.0,0.0,0.112,0.3009,0.0,0.4968,0.0,0.0,-5502844.0,710919.0,-5502844.0,-5953466.0,122240.0,319640.0,0.0,0.0,2.15,-3.099,0.0,2.0,0.0,0.1969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,-1689588.0,-2373039.0,1646058.0,-0.072,0.0,-2095.8019,0.9303,-0.0702,OHRP,2.25,2.1041666666666665,29785468.5
2011-06-30,0.0,-17.02,-16.7659,0.0,0.0,0.1222,-1.1036,0.0929,-1.1885,-1.0,0.0,0.0,0.0,-1.1036,7.3432,-0.6899,0.1496,0.1222,0.0,0.0,0.0,0.0,120952.0,105472.0,301531.0,-301531.0,84.0,-3137548.0,0.0,0.0,0.0,-3137548.0,0.0,-3137548.0,-0.24,-0.24,13234193.0,13234193.0,0.0,0.0,0.0,0.0,-3136214.0,-3137464.0,-3137548.0,0.0,0.0,0.0,0.0,633085.0,22134.0,1196417.0,-1196417.0,4638.0,-2751698.0,0.0,0.0,0.0,-2751698.0,0.0,-2751698.0,-0.15,-0.15,13234193.0,13234193.0,0.0,0.0,0.0,0.0,-2742458.0,-2747060.0,-2751698.0,-0.267,0.07,-0.017,0.0,0.0664,0.0,0.0,-37350.7619,2.801,0.0732,0.0,0.4367,0.0,0.0,585337.0,930808.0,-4276362.0,-272785.0,0.0,241031.0,0.0,0.0,2.161,-1.672,-1.6658,2.0,0.0,0.2731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,0.0,0.0,-580391.0,-1273215.0,1645852.0,-0.053,0.0,-592.2941,-4.5426,-0.0605,OHRP,1.8,1.0574999999999999,23821547.400000002
2011-03-31,0.0,-0.038,-0.0203,0.0,0.0,0.1465,-0.6892,0.1597,0.7422,-0.9797,0.0,0.0,0.0,-0.1028,0.215,-0.2741,-0.2419,0.1465,0.0,0.0,0.0,0.0,64494.0,87662.0,215908.0,-215908.0,169.0,-156918.0,0.0,0.0,0.0,-156918.0,0.0,-156918.0,0.0,0.0,13234193.0,13234193.0,0.0,0.0,0.0,0.0,-155497.0,-156749.0,-156918.0,0.0,0.0,0.0,0.0,526630.0,256758.0,1249479.0,-1249479.0,7049.0,209245.0,0.0,0.0,0.0,209245.0,0.0,209245.0,0.09,0.09,13234193.0,13234193.0,0.0,0.0,0.0,0.0,219646.0,216294.0,209245.0,-0.033,0.089,-0.01,0.0001,0.0839,-0.0039,0.0009,-927.5089,3.506,1.2943,0.0,0.3853,0.0,0.0,829766.0,1182580.0,-1195950.0,-256689.0,0.0,243036.5,0.0,-0.3471,-0.279,0.13,-1.6116,3.0,0.0,-3.0153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,-511180.0,-749049.0,1610739.0,-0.044,0.0,30.6844,0.2458,-0.0721,OHRP,0.75,0.7525000000000003,9925644.75
2010-12-31,0.0,-1.9236,-1.6912,0.0,0.0,0.3637,-0.1922,0.1001,-1.5385,-0.9777,0.0,0.0,0.0,-0.1922,36.5339,-0.3967,-1.2102,0.3637,0.0,0.0,0.0,0.0,218485.0,92109.0,350330.0,-350330.0,2180.0,-448770.0,0.0,0.0,0.0,-448770.0,0.0,-448770.0,-0.03,-0.03,11864338.0,11864338.0,0.0,0.0,0.0,0.0,-445340.0,-446590.0,-448770.0,0.0,0.0,0.0,0.0,515218.0,289860.0,1207417.0,-1207417.0,9674.0,212362.0,0.0,0.0,0.0,212362.0,0.0,212362.0,0.09,0.09,11864338.0,11864338.0,0.0,0.0,0.0,0.0,224136.0,222036.0,212362.0,-0.063,0.07,-0.014,0.0006,0.0668,-0.0092,0.0043,-204.8578,2.504,0.3634,0.0,0.477,0.0,0.0,487382.0,834262.0,-1526831.0,-275415.0,0.0,190713.0,0.0,0.0,-0.21,0.137,-1.5547,4.0,0.0,-2.5809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,-444273.0,-1011426.0,1544493.0,-0.048,0.0,22.9518,0.4162,0.0456,OHRP,0.75,0.7388571428571427,8898253.5
