,gross_profit_growth_q,ebit_growth_q,net_income_growth_q,eps_growth_q,eps_diluted_growth_q,operating_cash_flow_growth_q,asset_growth_q,book_value_per_share_growth_q,debt_growth_q,trade_and_non-trade_receivables_growth_q,inventory_growth_q,dividends_per_basic_common_share_growth_q,free_cash_flow_growth_q,research_and_development_(r&d)_expenses_growth_q,"selling,_general_and_administrative_(sg&a)_expenses_growth_q",operating_income_growth_q,weighted_average_shares_growth_q,revenue_q,revenue_growth_q,cost_of_revenue_q,gross_profit_q,research_and_development_(r&d)_expenses_q,"selling,_general_and_administrative_(sg&a)_expenses_q",operating_expenses_q,operating_income_q,interest_expense_q,earnings_before_tax_q,income_tax_expense_q,net_income_to_non-controlling_interests_q,net_income_from_discontinued_operations_q,net_income_q,preferred_dividends_income_statement_impact_q,net_income_common_q,eps_q,eps_diluted_q,weighted_average_shares_q,dividends_per_common_share_q,gross_margin_q,ebitda_margin_q,ebit_margin_q,profit_margin_q,free_cash_flow_margin_q,ebitda_q,ebit_q,consolidated_income_q,revenue_t,revenue_growth_t,cost_of_revenue_t,gross_profit_t,research_and_development_(r&d)_expenses_t,"selling,_general_and_administrative_(sg&a)_expenses_t",operating_expenses_t,operating_income_t,interest_expense_t,earnings_before_tax_t,income_tax_expense_t,net_income_to_non-controlling_interests_t,net_income_from_discontinued_operations_t,net_income_t,preferred_dividends_income_statement_impact_t,net_income_common_t,eps_t,eps_diluted_t,weighted_average_shares_t,weighted_average_shares_diluted_t,dividends_per_common_share_t,gross_margin_t,ebitda_margin_t,ebit_margin_t,profit_margin_t,free_cash_flow_margin_t,ebitda_t,ebit_t,consolidated_income_t,book_value_per_share_q,tangible_book_value_per_share_q,fcf_per_share_q,interest_debt_per_share_q,cash_per_share_q,debt_to_equity_ratio_q,total_debt_to_total_assets_q,interest_coverage_q,current_ratio_q,income_quality_q,payout_ratio_q,intangible_assets_out_of_total_assets_q,"selling,_general_and_administrative_expense_of_revenue_q",research_and_development_expense_of_revenue_q,working_capital_q,tangible_asset_value_q,net_current_asset_value_q,invested_capital_q,average_receivables_q,average_payables_q,average_inventory_q,capex/operating_cf_q,roe_t,roa_t,roic_t,return_on_sales_t,piotroski_f-score_t,asset_turnover_t,income_quality_t,average_days_of_payables_t,average_days_of_receivables_t,days_of_inventory_on_hand_t,account_receivables_turnover_t,account_payables_turnover_t,inventory_turnover_t,payout_ratio_t,ev/ebit_t,"selling,_general_and_administrative_expense_of_revenue_t",research_and_development_expense_of_revenue_t,invested_capital_average_t,average_equity_t,average_assets_t,fcf_per_share_t,sales_per_share_t,interest_coverage_t,return_on_tangible_assets_t,capex/operating_cf_t,ticker,price,sma_50,market_cap
2015-12-31,0.2973,0.9554,3.4214,3.5385,2.7333,0.0609,0.1226,-0.0222,0.5442,0.014,0.1672,0.0,1.2182,0.0,-0.5065,1.0765,-0.0023,264990000.0,0.0156,188613000.0,76377000.0,0.0,66331000.0,70517000.0,5860000.0,5026000.0,-6440000.0,-57030000.0,275000.0,-28688000.0,50590000.0,0.0,50590000.0,0.59,0.56,86718000.0,0.0,0.2882,0.15,-0.0053,0.191,0.0486,39647000.0,-1414000.0,50865000.0,1075341000.0,-0.0326,773661000.0,301680000.0,0.0,216899000.0,226554000.0,75126000.0,15163000.0,19000000.0,-45100000.0,-996000.0,0.0,64100000.0,0.0,64100000.0,0.74,0.72,86718000.0,,0.0,0.2805,0.07,0.0318,0.06,0.0075,75224000.0,34163000.0,63104000.0,3.649,11.221,0.148,5.4609,0.6732,1.4964,0.3865,-0.2813,2.535,0.3895,0.0,0.2059,0.2503,0.0,335060000.0,973049000.0,-347780000.0,1169993000.0,264221000.0,124808000.0,171611000.0,-0.3469,0.207,0.056,0.0495,0.032,4.0,0.937,0.7988,40.8602,90.3073,62.7445,4.0699,8.616,6.2662,0.0,39.0,0.2017,0.0,1033675500.0,310155000.0,1147983750.0,0.094,12.4,2.2531,0.1076,-0.8415,FOE,11.12,11.46057142857143,964304159.9999999
2015-09-30,0.058,-0.9353,-1.0855,-1.0909,-1.0909,-0.2974,0.1546,-0.0803,0.3788,0.1502,0.2237,0.0,-0.4244,0.0,-0.0638,0.2658,0.0034,279365000.0,0.0131,202337000.0,77028000.0,0.0,48417000.0,52261000.0,24767000.0,3877000.0,-267000.0,3792000.0,498000.0,19086000.0,-4059000.0,0.0,-4059000.0,-0.05,-0.05,87269707.0,0.0,0.2757,0.013,0.0129,-0.015,0.064,3610000.0,3610000.0,-3561000.0,1071279000.0,-0.0491,787102000.0,284177000.0,0.0,284985000.0,291474000.0,-7297000.0,13581000.0,-9692000.0,-34644000.0,-1160000.0,81876000.0,24952000.0,0.0,24952000.0,0.28,0.31,87269707.0,,0.0,0.2653,0.037,0.0036,0.023,0.001,39273000.0,3889000.0,23792000.0,3.484,11.238,0.205,4.8846,0.7963,1.4022,0.3568,0.9311,2.5,-6.7908,0.0,0.1791,0.1733,0.0,355050000.0,980758000.0,-290833000.0,1100920000.0,269361500.0,132514500.0,175407500.0,-0.3518,0.08,0.022,-0.0051,0.004,5.0,0.961,2.0067,44.3242,98.1874,65.7752,3.9771,8.0842,6.1074,0.0,298.0,0.266,0.0,958642500.0,312136250.0,1114534500.0,0.012,12.275,0.2864,0.0406,-0.9791,FOE,10.95,12.155,955603291.65
2015-06-30,-0.0104,-0.2235,-0.3374,-0.2727,-0.2727,-0.4298,0.0748,0.0848,0.1561,-0.036,-0.0128,-1.0,-0.4077,0.0,0.0697,-0.1251,0.0038,268214000.0,-0.0884,190574000.0,77640000.0,0.0,52695000.0,53811000.0,23829000.0,3110000.0,12278000.0,5679000.0,186000.0,5646000.0,6599000.0,0.0,6599000.0,0.08,0.08,87258582.0,0.0,0.2895,0.057,0.0574,0.025,0.0094,15388000.0,15388000.0,6785000.0,1067668000.0,-0.0707,787715000.0,279953000.0,0.0,288284000.0,292450000.0,-12497000.0,13339000.0,42720000.0,-33756000.0,-1566000.0,12666000.0,76476000.0,0.0,76476000.0,0.88,0.91,87258582.0,,0.0,0.2622,0.086,0.0525,0.072,0.0133,91443000.0,56059000.0,74910000.0,3.66,11.513,0.029,4.7407,2.4228,1.2951,0.3583,4.9479,3.181,2.1523,0.0,0.1299,0.1965,0.0,464279000.0,1004580000.0,-149231000.0,993929000.0,274268500.0,137519000.0,159058000.0,-0.822,0.24,0.071,-0.0107,0.053,4.0,0.994,0.8073,43.0198,92.0424,54.0252,3.8928,7.7638,6.7124,0.0,30.0,0.27,0.0,906933750.0,318488250.0,1074549000.0,0.163,12.236,4.2026,0.1161,-0.7697,FOE,16.780001000000002,15.580833277777778,1464199093.2185822
2015-03-31,-0.0576,-0.3148,-0.3624,-0.4,-0.35,0.5383,-0.0422,0.0653,-0.1388,-0.2543,-0.2725,0.0,0.269,0.0,-0.0372,0.0747,0.0031,262772000.0,-0.064,192137000.0,70635000.0,0.0,49456000.0,49965000.0,20670000.0,3150000.0,13429000.0,2459000.0,-1955000.0,3956000.0,10970000.0,0.0,10970000.0,0.12,0.13,86990066.0,0.0,0.2688,0.063,0.0631,0.042,-0.0957,16579000.0,16579000.0,9015000.0,1093671000.0,-0.0682,812904000.0,280767000.0,0.0,284849000.0,289857000.0,-9090000.0,14902000.0,45587000.0,-34249000.0,-1323000.0,10540000.0,79836000.0,0.0,79836000.0,0.91,0.94,86990066.0,,10.0,0.2567,0.088,0.0553,0.073,0.0146,95873000.0,60489000.0,78513000.0,3.457,9.986,-0.289,3.5438,1.209,1.025,0.303,5.2632,2.76,-0.9361,0.0,0.1461,0.1882,0.0,355271000.0,868650000.0,-150849000.0,869860000.0,297546000.0,159835500.0,182046000.0,1.4489,0.256,0.076,-0.008,0.055,5.0,1.037,0.9074,42.0567,84.84,51.1734,3.6756,6.8425,6.0077,10.989,21.0,0.2605,0.0,912274250.0,311961500.0,1054472750.0,0.183,12.572,4.0591,0.1456,-0.7797,FOE,12.55,12.446666666666667,1091725328.3
2014-12-31,-0.117,-1.4166,-0.811,-0.8116,-0.7826,0.2013,0.0827,0.2341,-0.0177,0.016,0.0939,0.0,1.3892,0.0,10.1328,-2.1505,0.005,260928000.0,-0.0541,202054000.0,58874000.0,0.0,134417000.0,135437000.0,-76563000.0,3444000.0,-35132000.0,-46574000.0,111000.0,53188000.0,11442000.0,0.0,11442000.0,0.13,0.15,86920000.0,0.0,0.2256,0.014,-0.1214,0.044,0.0222,3696000.0,-31688000.0,11553000.0,1111626000.0,-0.0647,826541000.0,285085000.0,0.0,286762000.0,295611000.0,-10526000.0,16263000.0,51844000.0,-34227000.0,160000.0,0.0,86071000.0,0.0,86071000.0,0.99,0.99,86920000.0,,10.0,0.2565,0.093,0.0613,0.077,0.006,103491000.0,68107000.0,86231000.0,3.732,10.82,0.067,3.5282,1.6164,0.9454,0.2809,-9.2009,2.592,1.6232,0.0,0.1384,0.5151,0.0,376965000.0,940512000.0,-141755000.0,869861000.0,260312500.0,124938500.0,151574000.0,-0.6877,0.28,0.081,-0.0093,0.061,6.0,1.043,0.7026,42.4344,86.1532,51.9998,4.2704,8.8974,7.3339,10.101,20.0,0.258,0.0,937530250.0,307121750.0,1065675000.0,0.077,12.789,4.1878,0.146,-0.8891,FOE,12.96,13.147142857142857,1126483200.0
2014-09-30,0.0097,2.0984,2.7516,2.6667,2.6667,2.3945,-0.0323,0.6133,-0.0847,-0.3121,-0.1935,0.0,3.9488,0.0,-0.0166,0.2266,0.0043,275754000.0,-0.0749,202950000.0,72804000.0,0.0,51716000.0,53237000.0,19567000.0,3635000.0,52145000.0,4680000.0,92000.0,-50124000.0,47465000.0,0.0,47465000.0,0.55,0.55,86973547.0,0.0,0.264,0.202,0.2023,0.172,0.1126,55780000.0,55780000.0,47557000.0,1126542000.0,0.1766,833657000.0,292885000.0,0.0,137627000.0,160299000.0,132586000.0,17628000.0,158239000.0,23074000.0,375000.0,-48408000.0,135165000.0,0.0,135165000.0,1.55,1.55,86973547.0,,10.0,0.26,0.198,0.1561,0.12,0.003,222990000.0,175867000.0,135540000.0,3.788,10.976,0.357,3.5548,1.0956,0.9385,0.2988,15.3453,2.257,0.8265,0.0,0.0775,0.1875,0.0,344915000.0,954656000.0,-74287000.0,894085000.0,307380000.0,158990500.0,176690500.0,-0.2088,0.464,0.129,0.1252,0.156,7.0,1.078,0.4244,43.7196,81.1757,51.1156,3.665,7.0856,6.3758,6.452,9.0,0.1222,0.0,945522750.0,291405250.0,1044834500.0,0.038,12.953,9.9766,0.2472,-0.9419,FOE,14.49,13.697777777777778,1260246696.03
2014-06-30,0.0434,2.7944,5.6756,6.5,6.5,1.9128,0.0158,0.5737,0.0554,-0.2379,-0.1768,0.0,4.1546,0.0,-0.1485,5.3799,0.0041,294217000.0,-0.0778,215763000.0,78454000.0,0.0,49260000.0,51218000.0,27236000.0,4673000.0,15145000.0,5186000.0,429000.0,3520000.0,9959000.0,0.0,9959000.0,0.11,0.11,86924138.0,10.0,0.2667,0.067,0.0674,0.034,0.0145,19818000.0,19818000.0,10388000.0,1148871000.0,0.0755,856687000.0,292184000.0,0.0,138500000.0,163213000.0,128971000.0,19032000.0,119058000.0,18706000.0,675000.0,-1514000.0,100352000.0,0.0,100352000.0,1.15,1.15,86924138.0,,10.0,0.2543,0.161,0.1202,0.087,-0.0187,185213000.0,138090000.0,101027000.0,3.374,11.489,0.049,4.1164,0.5774,1.22,0.3331,4.241,2.205,2.5013,90.909,0.0704,0.1674,0.0,350486000.0,998633000.0,-127913000.0,1015291000.0,322899500.0,169293500.0,177277000.0,-0.8287,0.386,0.095,0.1113,0.12,6.0,1.091,0.2958,47.4013,88.7351,50.8598,3.558,6.7863,6.4807,8.696,10.0,0.1206,0.0,957373250.0,259889250.0,1053472750.0,-0.247,13.217,7.2557,0.1782,-1.722,FOE,12.56,12.606571428571428,1091767173.28
2014-03-31,-0.0541,1.6313,18.4836,19.0,19.0,-0.3001,0.0013,0.463,0.0506,-0.01,0.0025,0.0,-0.3607,0.0,-0.166,1.3482,0.0018,280727000.0,-0.3276,205774000.0,74953000.0,0.0,51369000.0,55719000.0,19234000.0,4511000.0,19686000.0,2482000.0,-472000.0,-6584000.0,17204000.0,0.0,17204000.0,0.2,0.2,86718915.0,0.0,0.267,0.086,0.0862,0.061,-0.1225,24197000.0,24197000.0,16732000.0,1173676000.0,-0.0417,884757000.0,288919000.0,0.0,147090000.0,182915000.0,106004000.0,19371000.0,104124000.0,15861000.0,394000.0,-8117000.0,88263000.0,0.0,88263000.0,1.02,1.02,86718915.0,,0.0,0.2462,0.145,0.1052,0.075,-0.0212,170618000.0,123495000.0,88657000.0,3.245,11.37,-0.397,4.1278,0.4738,1.2721,0.337,5.364,1.847,-1.2927,0.0,0.0717,0.183,0.0,281078000.0,985968000.0,-156219000.0,970884000.0,342610500.0,192604000.0,210495000.0,0.5469,0.379,0.084,0.0918,0.105,6.0,1.119,0.151,60.2242,106.0101,65.5434,3.4257,6.0937,5.5758,0.0,12.0,0.1253,0.0,932652500.0,232965000.0,1049283250.0,-0.287,13.534,6.3753,0.1535,-2.8661,FOE,13.66,13.534,1184580378.9
2013-12-31,57.0784,1.9749,1.9477,1.9324,1.9324,2.7508,-0.0657,0.3482,-0.0997,-0.236,-0.2791,0.0,1.2919,0.0,-1.2128,1.7394,0.0023,275844000.0,4.5758,209170000.0,66674000.0,0.0,-14718000.0,125000.0,66549000.0,4809000.0,71263000.0,10726000.0,326000.0,4780000.0,60537000.0,0.0,60537000.0,0.69,0.69,86484000.0,0.0,0.2417,0.447,0.2758,0.219,0.0088,123195000.0,76072000.0,60863000.0,1188582000.0,-0.0624,910910000.0,277672000.0,0.0,150753000.0,191682000.0,85990000.0,20152000.0,86227000.0,14285000.0,503000.0,0.0,71942000.0,0.0,71942000.0,0.83,0.82,86484000.0,,0.0,0.2336,0.129,0.0895,0.061,-0.0133,153502000.0,106379000.0,72445000.0,3.024,10.773,0.028,3.6099,0.3276,1.1938,0.3097,15.8187,1.77,0.2554,0.0,0.0759,-0.0534,0.0,241658000.0,931692000.0,-178960000.0,901831000.0,298129000.0,151332500.0,172802000.0,-0.843,0.342,0.069,0.0769,0.09,7.0,1.133,0.2567,37.0475,79.3029,44.4603,3.9868,7.8541,6.8783,0.0,13.0,0.1268,0.0,921963750.0,210617500.0,1048926500.0,-0.182,13.743,5.2788,0.1541,-1.8533,FOE,12.83,13.02971428571429,1109589720.0
2013-09-30,0.1877,1.0883,1.04,1.041,1.041,-0.1951,-0.0449,-0.2284,0.0014,0.0118,-0.0773,0.0,0.7321,0.0,-0.1765,1.079,0.0003,298083000.0,-0.271,225980000.0,72103000.0,0.0,52589000.0,56151000.0,15952000.0,5039000.0,12964000.0,312000.0,392000.0,-3230000.0,12652000.0,0.0,12652000.0,0.15,0.15,86598245.0,0.0,0.2419,0.06,0.0604,0.042,0.021,18003000.0,18003000.0,13044000.0,957488000.0,-0.4568,729811000.0,227677000.0,0.0,241193000.0,289269000.0,-61592000.0,18694000.0,-64300000.0,-11829000.0,581000.0,3025000.0,-52471000.0,0.0,-52471000.0,-0.6,-0.6,86598245.0,,0.0,0.2378,0.012,-0.0476,-0.055,-0.0277,11778000.0,-45606000.0,-51890000.0,2.348,11.477,0.072,3.9006,0.414,1.661,0.3159,3.5727,1.745,0.9135,0.0,0.0706,0.1764,0.0,263966000.0,993860000.0,-234391000.0,941487000.0,362088000.0,190010500.0,203815500.0,-0.4573,-0.271,-0.049,-0.0531,-0.048,5.0,0.898,-0.1358,69.7774,138.842,74.5703,2.6444,5.0391,4.6978,0.0,-24.0,0.2519,0.0,932109750.0,193619750.0,1066654250.0,-0.306,11.057,-2.4396,-0.0931,-4.7196,FOE,9.11,8.034857142857144,788910011.9499999
2013-06-30,-0.1239,-0.6046,-2.1354,-2.0,-2.0,-0.4706,-0.2745,-0.6765,-0.0078,-0.0493,-0.1051,0.0,-0.7432,0.0,-0.1275,-0.7113,0.0,319022000.0,-0.3291,243833000.0,75189000.0,0.0,57850000.0,70920000.0,4269000.0,5012000.0,211000.0,2341000.0,148000.0,-3083000.0,-2130000.0,0.0,-2130000.0,-0.02,-0.02,86568385.0,0.0,0.2357,0.016,0.0164,-0.007,0.0026,5223000.0,5223000.0,-1982000.0,1068270000.0,-0.4377,851986000.0,216284000.0,0.0,252467000.0,495676000.0,-279392000.0,20371000.0,-287931000.0,93306000.0,565000.0,6373000.0,-381237000.0,0.0,-381237000.0,-4.41,-4.41,86568385.0,,0.0,0.2025,-0.197,-0.2505,-0.357,-0.0273,-210176000.0,-267560000.0,-380672000.0,2.144,11.347,0.01,3.9165,0.3542,1.8269,0.3206,1.0421,1.634,-4.015,0.0,0.0711,0.1813,0.0,237394000.0,982298000.0,-247153000.0,916408000.0,376005000.0,201791000.0,205884000.0,-0.9032,-1.827,-0.353,-0.244,-0.25,3.0,0.99,-0.026,64.7086,125.2225,66.4446,2.8411,5.2939,5.1887,0.0,-3.0,0.2363,0.0,942703500.0,208642500.0,1079222250.0,-0.337,12.34,-13.1344,-0.7148,-3.937,FOE,6.95,6.971470588235294,601650275.75
2013-03-31,-0.0756,-0.2942,-0.7704,-0.75,-0.75,-0.5586,-0.2859,-0.6674,-0.0088,-0.088,-0.1354,0.0,0.2465,0.0,-0.1505,-0.3651,-0.0001,417524000.0,-0.0932,338287000.0,79237000.0,0.0,61592000.0,71046000.0,8191000.0,7297000.0,1899000.0,1016000.0,-363000.0,8421000.0,883000.0,0.0,883000.0,0.01,0.01,86559660.0,0.0,0.1898,0.022,0.022,0.002,-0.0606,9196000.0,9196000.0,520000.0,1224794000.0,-0.3931,997881000.0,226913000.0,0.0,260921000.0,495788000.0,-268875000.0,21835000.0,-281407000.0,95824000.0,747000.0,9128000.0,-377231000.0,0.0,-377231000.0,-4.37,-4.37,86559660.0,,0.0,0.1853,-0.165,-0.2119,-0.308,-0.0218,-202188000.0,-259572000.0,-376484000.0,2.218,11.381,-0.292,3.9361,0.3801,1.7744,0.3212,1.2602,1.672,-19.3726,0.0,0.0713,0.1475,0.0,245034000.0,985108000.0,-246055000.0,928129000.0,360961500.0,204505500.0,226691500.0,0.4781,-1.234,-0.32,-0.2317,-0.212,4.0,1.039,-0.0465,57.0849,102.6165,62.6511,3.3931,5.9891,5.4029,0.0,-3.0,0.213,0.0,1009014000.0,305667750.0,1179260000.0,-0.309,14.15,-11.8879,-0.6941,-2.5266,FOE,6.75,6.194242424242424,584277705.0
2012-12-31,-0.9822,-0.1199,-0.0478,-0.0423,-0.0571,-0.9416,-0.251,-0.6625,0.1211,-0.0191,-0.1223,0.0,-1.167,0.0,-0.4251,-0.3051,0.002,-77141000.0,-1.1847,-78289000.0,1148000.0,0.0,69162000.0,91152000.0,-90004000.0,1346000.0,-79374000.0,-15498000.0,404000.0,917000.0,-63876000.0,0.0,-63876000.0,-0.74,-0.74,86288000.0,0.0,-0.0149,0.268,1.0115,0.828,0.1078,-20644000.0,-78028000.0,-63472000.0,1267695000.0,-0.4051,1034298000.0,233397000.0,0.0,271837000.0,497561000.0,-264164000.0,20912000.0,-276651000.0,97617000.0,1234000.0,0.0,-374268000.0,0.0,-374268000.0,-4.34,-4.34,86288000.0,,0.0,0.1841,-0.156,-0.2017,-0.295,-0.0276,-198355000.0,-255739000.0,-373034000.0,2.243,11.609,-0.096,4.0188,0.3428,1.7919,0.3214,-57.9703,1.576,-0.0645,0.0,0.0717,-0.8966,0.0,217000000.0,1001718000.0,-278926000.0,942415000.0,341315500.0,198242000.0,214818500.0,-3.018,-0.931,-0.291,-0.2216,-0.202,2.0,0.986,-0.0632,52.4091,97.3233,57.8221,3.7141,6.3947,5.9012,0.0,-3.0,0.2144,0.0,1080900250.0,401963250.0,1285450500.0,-0.406,14.691,-12.2293,-0.711,-2.4806,FOE,4.18,3.0902941176470584,360683840.0
2012-09-30,-0.4152,-6.7621,-17.3722,-17.6364,-17.6364,3.2379,-0.2672,-0.5845,-0.0711,-0.0874,-0.1287,0.0,1.2166,0.0,-0.0289,-6.4297,0.0,408865000.0,-0.2513,348155000.0,60710000.0,0.0,63863000.0,262558000.0,-201848000.0,6716000.0,-210667000.0,105447000.0,376000.0,118000.0,-316114000.0,0.0,-316114000.0,-3.66,-3.66,86569612.0,0.0,0.1485,-0.499,-0.4988,-0.773,0.0089,-203951000.0,-203951000.0,-315738000.0,1762592000.0,-0.2166,1466021000.0,296571000.0,0.0,322972000.0,539692000.0,-243121000.0,25548000.0,-272932000.0,98422000.0,987000.0,-3093000.0,-371354000.0,0.0,-371354000.0,-4.31,-4.3,86569612.0,,0.0,0.1683,-0.104,-0.1404,-0.211,0.0131,-183891000.0,-247384000.0,-370367000.0,3.043,11.974,0.042,3.8964,0.2867,1.2804,0.3013,-30.3679,1.686,-0.0454,0.0,0.0742,0.1562,0.0,250725000.0,1036596000.0,-229536000.0,983862000.0,377196000.0,203613500.0,227667500.0,-0.7478,-0.748,-0.27,-0.1933,-0.14,2.0,1.281,-0.2427,40.7903,74.5406,43.9042,4.6729,8.6566,7.742,0.0,-2.0,0.1832,0.0,1139219500.0,496647000.0,1375837500.0,0.267,20.36,-9.6831,-0.6374,-0.7437,FOE,3.43,3.564705882352941,296933769.16
2012-06-30,-0.2495,-0.6542,-0.9032,-0.913,-0.9091,1.0651,-0.0711,-0.0806,-0.0309,-0.0714,-0.1415,0.0,1.4051,0.0,-0.0985,-0.6233,0.0001,475546000.0,-0.1994,389728000.0,85818000.0,0.0,66304000.0,71032000.0,14786000.0,6476000.0,6735000.0,4859000.0,330000.0,-328000.0,1876000.0,0.0,1876000.0,0.02,0.02,86567912.0,0.0,0.1805,0.028,0.0278,0.004,0.0068,13211000.0,13211000.0,2206000.0,1899841000.0,-0.149,1560170000.0,339671000.0,0.0,324875000.0,343769000.0,-4098000.0,25862000.0,-33900000.0,2032000.0,651000.0,-3211000.0,-35932000.0,0.0,-35932000.0,-0.43,-0.42,86567912.0,,0.0,0.1788,0.029,-0.0042,-0.019,0.0015,55455000.0,-8038000.0,-35281000.0,6.627,14.189,0.037,3.9473,0.293,0.5956,0.2344,2.04,1.816,8.6103,0.0,0.1573,0.1394,0.0,296204000.0,1228273000.0,-214499000.0,1181650000.0,400345000.0,227286500.0,235203500.0,-0.8004,-0.061,-0.024,-0.0023,-0.004,3.0,1.286,-2.2033,41.1514,74.0653,41.748,4.7455,8.3588,8.0774,0.0,-92.0,0.171,0.0,1206736000.0,589261250.0,1477881000.0,0.032,21.946,-0.3108,-0.0542,-0.9651,FOE,4.8,4.5354285714285725,415525977.59999996
2012-03-31,-0.2876,-0.6728,-0.8308,-0.8462,-0.8462,0.616,-0.034,-0.0324,-0.0114,-0.037,-0.0247,0.0,0.248,0.0,-0.0561,-0.6919,0.0043,460425000.0,-0.1965,374704000.0,85721000.0,0.0,72508000.0,72819000.0,12902000.0,6374000.0,6655000.0,2809000.0,124000.0,-707000.0,3846000.0,0.0,3846000.0,0.04,0.04,86567317.0,0.0,0.1862,0.028,0.0283,0.008,-0.0729,13029000.0,13029000.0,3970000.0,2018269000.0,-0.075,1650069000.0,368200000.0,0.0,332119000.0,347830000.0,20370000.0,26738000.0,-9785000.0,8634000.0,553000.0,-2883000.0,-18419000.0,0.0,-18419000.0,-0.22,-0.22,86567317.0,,0.0,0.1824,0.04,0.0084,-0.009,-0.0042,80446000.0,16953000.0,-17866000.0,6.668,14.537,-0.388,3.9706,0.2688,0.5955,0.2314,2.0441,1.848,-2.8536,0.0,0.1528,0.1575,0.0,308159000.0,1258434000.0,-226578000.0,1215674000.0,384846000.0,229941000.0,246225500.0,2.0573,-0.031,-0.012,0.0112,0.008,3.0,1.34,-3.8459,39.3267,68.2851,43.9734,5.2444,8.7773,8.1968,0.0,47.0,0.1646,0.0,1218678000.0,601817500.0,1505781500.0,-0.097,23.314,0.634,-0.0268,-1.1188,FOE,5.94,6.223142857142856,514209862.98
2011-12-31,-0.4076,-5.3173,-7.1121,-7.4545,-7.3636,2.835,0.0044,0.0122,0.0502,0.0436,0.1324,0.0,34.4289,0.0,0.8787,-3.768,0.0034,417756000.0,-0.222,353434000.0,64322000.0,0.0,120297000.0,133283000.0,-68961000.0,5982000.0,-75655000.0,-14693000.0,157000.0,-2176000.0,-60962000.0,0.0,-60962000.0,-0.71,-0.7,86119000.0,0.0,0.154,-0.015,-0.1668,-0.146,0.1192,-6180000.0,-69673000.0,-60805000.0,2130853000.0,0.0138,1728048000.0,402805000.0,0.0,330450000.0,347480000.0,55325000.0,27190000.0,22536000.0,18132000.0,730000.0,-2176000.0,4404000.0,165000.0,4239000.0,0.05,0.05,86119000.0,,0.0,0.189,0.053,0.0233,0.002,-0.0091,113219000.0,49726000.0,5134000.0,6.645,14.097,0.578,3.5918,0.267,0.5405,0.2147,-11.6471,1.943,-1.1581,0.0,0.1573,0.288,0.0,306265000.0,1213994000.0,-227258000.0,1175692000.0,337412000.0,211115000.0,215440000.0,-0.2945,0.007,0.003,0.0316,0.023,4.0,1.403,12.5579,36.7355,59.0299,39.194,6.3153,10.0933,9.8907,0.0,15.0,0.1551,0.0,1213833250.0,605999750.0,1518844250.0,-0.226,24.743,1.8288,0.0064,-1.3659,FOE,4.89,5.344117647058824,421121910.0
2011-09-30,-0.137,3.4736,6.5009,6.5,6.5,-0.9618,0.0218,0.1389,0.1153,0.084,0.1483,0.0,-1.2164,0.0,-0.1212,0.0358,0.0051,546114000.0,0.0332,442304000.0,103810000.0,0.0,65766000.0,66635000.0,37175000.0,7030000.0,28365000.0,9057000.0,40000.0,0.0,19308000.0,0.0,19308000.0,0.22,0.22,86569287.0,0.0,0.1901,0.065,0.0648,0.035,-0.0306,35395000.0,35395000.0,19348000.0,2250048000.0,0.1121,1802993000.0,447055000.0,0.0,280165000.0,303834000.0,143221000.0,28580000.0,100978000.0,29252000.0,1417000.0,0.0,71726000.0,330000.0,71396000.0,0.82,0.81,86569287.0,,0.0,0.1987,0.092,0.0576,0.032,-0.0302,206494000.0,129558000.0,73143000.0,7.323,14.98,-0.193,4.1945,0.253,0.5728,0.2377,5.0349,1.845,0.1755,0.0,0.1512,0.1204,0.0,324485000.0,1296839000.0,-174700000.0,1253928000.0,379157500.0,218012000.0,227606500.0,-5.9345,0.118,0.047,0.0765,0.058,5.0,1.483,0.0146,34.1065,63.9846,39.4712,5.9343,10.3208,9.8857,0.0,7.0,0.1245,0.0,1200563000.0,603786500.0,1517270250.0,-0.784,25.991,4.5332,0.1006,-66.276,FOE,6.15,7.641111111111111,532401115.05
2011-06-30,-0.0653,0.0982,1.7958,1.875,1.75,-0.9071,0.0593,0.1673,-0.0005,0.1527,0.2797,0.0,-1.104,0.0,0.0529,0.2552,0.005,593974000.0,0.0929,479627000.0,114347000.0,0.0,73548000.0,75093000.0,39254000.0,7352000.0,30850000.0,11461000.0,232000.0,0.0,19389000.0,0.0,19389000.0,0.23,0.22,86555712.0,0.0,0.1925,0.064,0.0643,0.033,-0.0134,38202000.0,38202000.0,19621000.0,2232498000.0,0.1527,1768957000.0,463541000.0,0.0,289234000.0,321604000.0,141937000.0,32069000.0,70006000.0,20933000.0,2360000.0,0.0,49073000.0,495000.0,48578000.0,0.56,0.55,86555712.0,,0.0,0.2076,0.08,0.0457,0.022,0.0117,179011000.0,102075000.0,51433000.0,7.208,15.454,-0.092,4.0736,0.3162,0.5651,0.2247,5.1961,1.699,0.4034,0.0,0.1476,0.1238,0.0,302804000.0,1337610000.0,-198349000.0,1229418000.0,387674000.0,223275000.0,225447500.0,-2.0174,0.083,0.032,0.0765,0.046,6.0,1.479,1.7772,39.3004,67.8789,41.3815,5.7587,9.9989,9.9025,0.0,15.0,0.1296,0.0,1175224750.0,583762500.0,1509111750.0,0.301,25.793,3.183,0.0705,-0.6979,FOE,13.44,12.556111111111111,1163308769.28
